Temps t / s;Tension U_B1 / V;Tension U_A1 / V
53,1;0,009;5,15
53,2;0,00695;5,215
53,3;0,0049;5,265
53,4;0,0024;5,3
53,501;0,00025;5,325
53,6;-0,0018;5,33
53,7;-0,0034;5,325
53,8;-0,0049;5,315
53,9;-0,0063;5,29
54;-0,00775;5,26
54,1;-0,00905;5,22
54,2;-0,01;5,175
54,3;-0,01065;5,12
54,4;-0,0118;5,065
54,501;-0,01225;5,005
54,6;-0,01365;4,935
54,7;-0,0145;4,86
54,8;-0,0159;4,775
54,9;-0,01655;4,685
55;-0,01655;4,595
55,099;-0,0164;4,51
55,201;-0,0159;4,415
55,301;-0,0158;4,335
55,4;-0,0148;4,25
55,499;-0,0147;4,17
55,6;-0,0135;4,095
55,701;-0,01185;4,025
55,8;-0,0109;3,97
55,9;-0,0093;3,92
56;-0,00685;3,885
56,101;-0,005;3,86
56,2;-0,00385;3,85
56,3;-0,0032;3,84
56,4;-0,0028;3,835
56,5;-0,0026;3,83
56,6;-0,00225;3,83
56,7;-0,0023;3,83
56,8;-0,003;3,825
56,901;-0,0038;3,815
57;-0,00415;3,8
57,1;-0,00445;3,785
57,201;-0,0054;3,77
57,3;-0,0068;3,74
57,4;-0,00775;3,705
57,501;-0,00865;3,665
57,6;-0,0104;3,615
57,7;-0,0121;3,555
57,8;-0,01305;3,485
57,9;-0,0138;3,415
58;-0,0139;3,34
58,1;-0,01395;3,265
58,201;-0,0134;3,19
58,301;-0,01195;3,12
58,4;-0,00995;3,065
58,5;-0,00725;3,025
58,6;-0,00435;3,005
58,7;-0,00165;3
58,801;0,00145;3,01
58,9;0,0035;3,035
59;0,00655;3,08
59,1;0,00905;3,145
59,199;0,01065;3,225
59,3;0,01235;3,31
59,4;0,01415;3,41
59,501;0,0157;3,515
59,6;0,01565;3,625
59,7;0,016;3,735
59,8;0,0164;3,85
59,9;0,0165;3,965
60,001;0,0177;4,08
60,1;0,01525;4,185
60,199;0,01475;4,295
60,299;0,0139;4,395
60,4;0,01395;4,495
60,5;0,01365;4,59
60,601;0,01425;4,685
60,701;0,0129;4,77
60,8;0,0097;4,84
60,9;0,00805;4,905
60,999;0,0059;4,955
61,1;0,00555;5
61,2;0,00325;5,03
61,3;0,00125;5,05
61,401;0,00085;5,055
61,5;-0,00185;5,05
61,6;-0,00365;5,035
61,701;-0,0055;5,005
61,799;-0,00835;4,97
61,9;-0,00855;4,92
62,001;-0,00935;4,86
62,101;-0,0119;4,785
62,199;-0,0175;4,695
62,3;-0,01955;4,585
62,4;-0,01955;4,465
62,5;-0,0212;4,335
62,6;-0,02285;4,195
62,701;-0,0235;4,035
62,8;-0,0232;3,88
62,9;-0,0263;3,715
63,001;-0,0242;3,55
63,1;-0,0239;3,39
63,2;-0,0207;3,25
63,3;-0,0156;3,135
63,4;-0,01065;3,05
63,5;-0,0046;3,005
63,6;0,00175;3
63,699;0,00535;3,025
63,8;0,01235;3,085
63,9;0,0176;3,18
64;0,02045;3,295
64,1;0,0239;3,435
64,199;0,0241;3,585
64,3;0,0249;3,74
64,4;0,02485;3,9
64,501;0,0255;4,06
64,6;0,0246;4,21
64,7;0,0243;4,35
64,801;0,0237;4,49
64,9;0,0215;4,62
65,001;0,0199;4,74
65,1;0,0165;4,84
65,2;0,0149;4,925
65,301;0,01245;5
65,4;0,0102;5,06
65,5;0,009;5,11
65,6;0,0059;5,14
65,701;0,00425;5,16
65,801;0,0019;5,16
65,9;-0,0007;5,145
66;-0,0023;5,125
66,1;-0,00395;5,085
66,2;-0,0056;5,045
66,3;-0,00725;4,99
66,399;-0,0098;4,925
66,499;-0,0117;4,85
66,599;-0,0144;4,76
66,7;-0,01535;4,65
66,8;-0,0162;4,54
66,901;-0,01675;4,415
67;-0,0185;4,29
67,1;-0,01915;4,155
67,2;-0,0197;4,02
67,3;-0,01915;3,88
67,4;-0,0191;3,745
67,5;-0,0173;3,61
67,6;-0,01445;3,5
67,7;-0,01145;3,405
67,8;-0,00775;3,33
67,9;-0,0038;3,285
68;0,00155;3,265
68,1;0,00605;3,28
68,201;0,00935;3,315
68,3;0,01205;3,37
68,4;0,01505;3,44
68,5;0,0176;3,53
68,6;0,0182;3,625
68,7;0,0188;3,725
68,8;0,01895;3,83
68,9;0,018;3,925
69,001;0,0166;4,02
69,1;0,01525;4,1
69,2;0,01295;4,17
69,3;0,0104;4,225
69,4;0,0079;4,26
69,5;0,0049;4,285
69,6;0,002;4,285
69,7;-0,00055;4,27
69,8;-0,0031;4,235
69,901;-0,00585;4,195
70;-0,00795;4,125
70,1;-0,01105;4,045
70,2;-0,0136;3,95
70,3;-0,01595;3,835
70,401;-0,018;3,71
70,501;-0,0195;3,57
70,6;-0,0192;3,43
70,7;-0,01975;3,29
70,8;-0,01735;3,155
70,901;-0,0146;3,04
71;-0,01035;2,945
71,101;-0,0055;2,885
71,2;0,00055;2,86
71,301;0,00585;2,865
71,4;0,0114;2,91
71,5;0,0152;2,98
71,6;0,02015;3,075
71,7;0,02325;3,205
71,8;0,02565;3,34
71,9;0,02755;3,495
72;0,02795;3,655
72,101;0,028;3,82
72,2;0,02785;3,98
72,3;0,0269;4,14
72,4;0,02635;4,29
72,5;0,02615;4,44
72,6;0,02625;4,59
72,7;0,0249;4,73
72,8;0,02295;4,865
72,9;0,0219;4,99
73;0,02185;5,11
73,1;0,02165;5,235
73,2;0,02075;5,35
73,3;0,0195;5,46
73,401;0,0179;5,565
73,501;0,0175;5,66
73,6;0,0172;5,755
73,701;0,01675;5,845
73,8;0,0164;5,93
73,901;0,01445;6,015
74;0,01325;6,085
74,099;0,01255;6,15
74,2;0,01085;6,21
74,3;0,0093;6,255
74,4;0,0074;6,29
74,5;0,00545;6,315
74,6;0,004;6,33
74,701;0,0026;6,335
74,8;0,0024;6,335
74,9;0,0024;6,335
75,001;0,0023;6,34
75,1;0,00285;6,34
75,2;0,0033;6,345
75,3;0,0035;6,355
75,4;0,00465;6,365
75,5;0,0049;6,38
75,6;0,0055;6,4
75,7;0,00655;6,425
75,8;0,0078;6,455
75,901;0,00895;6,5
76;0,01025;6,545
76,1;0,0105;6,595
76,2;0,0115;6,65
76,301;0,01245;6,715
76,4;0,01235;6,78
76,501;0,01185;6,845
76,6;0,0121;6,905
76,7;0,01125;6,965
76,8;0,0097;7,015
76,9;0,00745;7,055
77;0,0047;7,08
77,099;0,00215;7,085
77,201;-0,00085;7,07
77,3;-0,0031;7,045
77,4;-0,00525;7,005
77,5;-0,00735;6,95
77,601;-0,00905;6,88
77,699;-0,0099;6,81
77,8;-0,01165;6,725
77,899;-0,0118;6,64
77,999;-0,01325;6,545
78,1;-0,0145;6,44
78,2;-0,0148;6,33
78,301;-0,01405;6,23
78,401;-0,0141;6,13
78,5;-0,0136;6,025
78,6;-0,0131;5,935
78,7;-0,01245;5,84
78,801;-0,01125;5,75
78,9;-0,0103;5,67
79;-0,00945;5,6
79,1;-0,0092;5,53
79,2;-0,00895;5,46
79,301;-0,0083;5,395
79,4;-0,00725;5,335
79,5;-0,00595;5,28
79,6;-0,0047;5,235
79,7;-0,0032;5,2
79,801;-0,0025;5,175
79,9;-0,00025;5,155
80;0,0012;5,15
80,1;0,00225;5,15
80,2;0,00295;5,155
80,3;0,0043;5,17
80,4;0,0052;5,19
80,501;0,00505;5,215
80,601;0,0065;5,25
80,7;0,00895;5,295
80,8;0,0099;5,34
80,9;0,0114;5,4
81;0,0121;5,465
81,1;0,01265;5,535
81,201;0,0111;5,605
81,301;0,0119;5,68
81,4;0,0141;5,76
81,501;0,01225;5,845
81,601;0,0138;5,93
81,7;0,01495;6,02
81,8;0,01425;6,105
81,901;0,01285;6,19
82,001;0,0135;6,275
82,1;0,0121;6,35
82,2;0,0099;6,41
82,3;0,00715;6,46
82,4;0,0046;6,49
82,501;0,00115;6,51
82,599;0,00195;6,515
82,699;0,0006;6,51
82,8;-0,0027;6,5
82,899;-0,00215;6,48
83;-0,0046;6,45
83,1;-0,00495;6,42
83,2;-0,0049;6,39
83,3;-0,0044;6,365
83,4;-0,0035;6,34
83,501;-0,00325;6,325
83,6;-0,00075;6,32
83,7;0,0007;6,325
83,8;0,00195;6,335
83,901;0,00355;6,36
84;0,00515;6,395
84,1;0,00675;6,435
84,2;0,00835;6,49
84,3;0,0091;6,555
84,4;0,00985;6,62
84,5;0,0112;6,69
84,6;0,011;6,77
84,7;0,01075;6,845
84,8;0,0105;6,915
84,9;0,00955;6,99
85;0,0078;7,05
85,1;0,00535;7,1
85,2;0,00185;7,125
85,3;-0,00255;7,135
85,401;-0,0058;7,115
85,499;-0,0065;7,085
85,6;-0,01045;7,035
85,7;-0,01295;6,97
85,801;-0,0151;6,89
85,9;-0,01595;6,81
86;-0,01725;6,71
86,1;-0,017;6,615
86,201;-0,0203;6,5
86,3;-0,0203;6,39
86,4;-0,01975;6,275
86,5;-0,0193;6,165
86,6;-0,0191;6,055
86,701;-0,01945;5,95
86,799;-0,01715;5,855
86,9;-0,01685;5,755
87;-0,01615;5,665
87,1;-0,0158;5,58
87,2;-0,0158;5,495
87,3;-0,0153;5,415
87,4;-0,01495;5,33
87,5;-0,014;5,255
87,6;-0,01265;5,19
87,7;-0,01195;5,13
87,801;-0,011;5,075
87,901;-0,0097;5,025
88;-0,00875;4,985
88,101;-0,0083;4,95
88,2;-0,0066;4,92
88,3;-0,00545;4,9
88,4;-0,00395;4,89
88,5;-0,00285;4,885
88,599;-0,00185;4,89
88,7;-0,00185;4,895
88,8;-0,0009;4,905
88,901;-0,00015;4,92
89;-0,00045;4,935
89,1;-0,0005;4,95
89,201;-0,0006;4,965
89,3;-0,00095;4,98
89,401;-0,0011;4,99
89,5;-0,00195;4,995
89,601;-0,00275;4,995
89,7;-0,00375;4,99
89,8;-0,0046;4,985
89,9;-0,00545;4,965
90;-0,0064;4,945
90,1;-0,00735;4,92
90,2;-0,00905;4,88
90,3;-0,0107;4,835
90,4;-0,01295;4,775
90,5;-0,0156;4,7
90,6;-0,0179;4,61
90,7;-0,01955;4,505
90,801;-0,0218;4,39
90,9;-0,02415;4,265
91,001;-0,0258;4,12
91,099;-0,0281;3,965
91,2;-0,02935;3,795
91,3;-0,0304;3,625
91,401;-0,0295;3,455
91,5;-0,02825;3,285
91,6;-0,02425;3,14
91,7;-0,02;3,02
91,8;-0,0143;2,93
91,9;-0,0075;2,885
92;-0,00085;2,88
92,1;0,0058;2,915
92,201;0,01085;2,99
92,301;0,01645;3,095
92,401;0,0201;3,23
92,501;0,0236;3,385
92,601;0,025;3,555
92,7;0,0257;3,73
92,8;0,02585;3,91
92,9;0,02515;4,085
93;0,0243;4,255
93,101;0,0244;4,425
93,2;0,0237;4,59
93,3;0,02185;4,745
93,401;0,0203;4,895
93,5;0,0188;5,025
93,601;0,0186;5,16
93,7;0,01775;5,29
93,8;0,0161;5,41
93,9;0,01425;5,52
94;0,01325;5,62
