Temps t / s;Tension U_B1 / V;Tension U_A1 / V
0;0,0003;6,405
0,02;0,0005;6,4
0,04;0,00065;6,4
0,06;0,00085;6,4
0,08;0,00095;6,395
0,1;0,0011;6,4
0,12;0,00145;6,395
0,14;0,0018;6,395
0,16;0,00215;6,4
0,18;0,0025;6,4
0,2;0,0025;6,4
0,22;0,00255;6,4
0,24;0,0023;6,4
0,26;0,002;6,4
0,28;0,0017;6,4
0,3;0,0015;6,4
0,32;0,0013;6,4
0,34;0,00105;6,395
0,36;0,00095;6,395
0,38;0,001;6,4
0,4;0,001;6,395
0,42;0,0012;6,395
0,44;0,0015;6,39
0,46;0,00155;6,395
0,48;0,00165;6,39
0,5;0,002;6,395
0,52;0,0023;6,39
0,54;0,0026;6,395
0,56;0,00265;6,395
0,58;0,00285;6,4
0,6;0,00285;6,4
0,62;0,00265;6,4
0,64;0,0026;6,4
0,66;0,0026;6,4
0,68;0,00255;6,405
0,7;0,0025;6,405
0,72;0,00255;6,405
0,74;0,0026;6,405
0,76;0,00245;6,405
0,78;0,00245;6,405
0,8;0,00255;6,41
0,82;0,0026;6,41
0,84;0,0027;6,41
0,86;0,00275;6,41
0,88;0,0027;6,415
0,9;0,0026;6,415
0,92;0,0026;6,415
0,94;0,0025;6,415
0,96;0,0025;6,415
0,98;0,00255;6,415
1;0,00245;6,42
1,02;0,0025;6,42
1,04;0,0024;6,42
1,06;0,0025;6,42
1,08;0,0025;6,42
1,1;0,0024;6,42
1,12;0,00245;6,42
1,14;0,00255;6,42
1,16;0,00255;6,425
1,18;0,0025;6,43
1,2;0,00275;6,425
1,22;0,00265;6,425
1,24;0,00265;6,43
1,26;0,0027;6,43
1,28;0,00275;6,43
1,3;0,0029;6,43
1,32;0,0028;6,435
1,34;0,003;6,435
1,36;0,0032;6,44
1,38;0,0032;6,44
1,4;0,0033;6,44
1,42;0,0033;6,44
1,44;0,0033;6,445
1,46;0,0033;6,445
1,48;0,0033;6,445
1,5;0,0033;6,45
1,52;0,00325;6,45
1,54;0,00335;6,455
1,56;0,00335;6,455
1,58;0,00345;6,455
1,6;0,0035;6,46
1,62;0,0036;6,465
1,64;0,0038;6,465
1,66;0,00375;6,465
1,68;0,0038;6,47
1,7;0,00385;6,47
1,72;0,00405;6,475
1,74;0,004;6,475
1,76;0,0042;6,48
1,78;0,0042;6,485
1,8;0,00425;6,485
1,82;0,0044;6,49
1,84;0,0046;6,49
1,86;0,0048;6,495
1,88;0,00495;6,5
1,9;0,005;6,505
1,92;0,005;6,51
1,94;0,0052;6,51
1,96;0,00545;6,52
1,98;0,0058;6,52
2;0,00595;6,53
2,02;0,0063;6,535
2,04;0,00635;6,54
2,06;0,00635;6,545
2,08;0,0065;6,55
2,1;0,0068;6,555
2,12;0,00715;6,57
2,14;0,00715;6,57
2,16;0,00745;6,58
2,18;0,0078;6,58
2,2;0,00795;6,59
2,22;0,00815;6,6
2,24;0,0084;6,605
2,26;0,0085;6,615
2,28;0,0087;6,625
2,3;0,0089;6,635
2,32;0,0088;6,645
2,34;0,00875;6,65
2,36;0,0089;6,66
2,38;0,0089;6,67
2,4;0,0091;6,675
2,42;0,00885;6,685
2,44;0,0088;6,695
2,46;0,00885;6,7
2,48;0,00875;6,71
2,5;0,00885;6,72
2,52;0,0088;6,73
