Temps t / s;Tension U_B1 / V;Tension U_A1 / V
4,8;-0,00045;2,975
4,82;-5E-05;2,975
4,84;0,0003;2,98
4,86;0,001;2,985
4,88;0,0016;2,99
4,9;0,00225;2,995
4,92;0,0026;3
4,94;0,0032;3,005
4,96;0,00385;3,015
4,98;0,00455;3,025
5;0,0054;3,03
5,02;0,00605;3,045
5,04;0,00705;3,055
5,06;0,00795;3,065
5,08;0,0088;3,08
5,1;0,01005;3,095
5,12;0,01095;3,11
5,14;0,012;3,13
5,16;0,0128;3,15
5,18;0,0143;3,17
5,2;0,01475;3,195
5,22;0,01535;3,215
5,24;0,016;3,235
5,26;0,01635;3,26
5,28;0,01685;3,28
5,3;0,01745;3,31
5,32;0,01815;3,335
5,34;0,0187;3,36
5,36;0,01945;3,385
5,38;0,02025;3,415
5,4;0,0209;3,445
5,42;0,02145;3,47
5,44;0,02155;3,505
5,46;0,0216;3,535
5,48;0,0218;3,56
5,5;0,0223;3,595
5,52;0,0221;3,625
5,54;0,0222;3,655
5,56;0,02265;3,685
5,58;0,02245;3,715
5,6;0,02285;3,745
5,62;0,02295;3,78
5,64;0,0229;3,81
5,66;0,0229;3,84
5,68;0,02325;3,87
5,7;0,0226;3,9
5,72;0,0225;3,93
5,74;0,02245;3,96
5,76;0,02255;3,995
5,78;0,0224;4,025
5,8;0,0222;4,055
5,82;0,02175;4,085
5,84;0,0214;4,11
5,86;0,0213;4,14
5,88;0,02095;4,17
5,9;0,02065;4,2
5,92;0,0205;4,225
5,94;0,02025;4,26
5,96;0,0197;4,28
5,98;0,01935;4,31
6;0,01905;4,335
6,02;0,019;4,36
6,04;0,0186;4,385
6,06;0,01835;4,41
6,08;0,0181;4,435
6,1;0,0178;4,46
6,12;0,0174;4,485
6,14;0,01725;4,51
6,16;0,01705;4,53
6,18;0,0169;4,555
6,2;0,0162;4,575
6,22;0,0158;4,6
6,24;0,01525;4,62
6,26;0,01475;4,64
6,28;0,01435;4,66
6,3;0,0134;4,68
6,32;0,0128;4,695
6,34;0,01225;4,715
6,36;0,0119;4,735
6,38;0,0115;4,75
6,4;0,0109;4,765
6,42;0,0102;4,78
6,44;0,0096;4,79
6,46;0,009;4,805
6,48;0,0083;4,815
6,5;0,0076;4,83
6,52;0,0071;4,84
6,54;0,00655;4,85
6,56;0,00585;4,86
6,58;0,00535;4,87
6,6;0,00475;4,875
6,62;0,00425;4,88
6,64;0,0036;4,89
6,66;0,003;4,895
6,68;0,00235;4,9
6,7;0,00175;4,905
6,72;0,00125;4,91
6,74;0,00065;4,91
6,76;0,00035;4,91
6,78;-0,00035;4,915
6,8;-0,00085;4,915
6,82;-0,00125;4,915
6,84;-0,00155;4,915
6,86;-0,0022;4,915
6,88;-0,00255;4,915
6,9;-0,00315;4,915
6,92;-0,00355;4,905
6,94;-0,00385;4,905
6,96;-0,00425;4,9
6,98;-0,00475;4,895
7;-0,0053;4,89
7,02;-0,0056;4,885
7,04;-0,0058;4,88
7,06;-0,00645;4,87
7,08;-0,0069;4,865
7,1;-0,00745;4,855
7,12;-0,0079;4,845
7,14;-0,00805;4,84
7,16;-0,00855;4,825
7,18;-0,009;4,82
7,2;-0,0096;4,805
7,22;-0,0103;4,795
7,24;-0,0107;4,78
7,26;-0,01125;4,77
7,28;-0,0121;4,755
7,3;-0,0126;4,74
7,32;-0,01315;4,725
7,34;-0,01365;4,71
7,36;-0,0143;4,69
7,38;-0,01485;4,67
7,4;-0,0154;4,65
7,42;-0,0159;4,635
7,44;-0,01635;4,61
7,46;-0,0168;4,595
7,48;-0,01725;4,575
7,5;-0,01725;4,55
7,52;-0,0176;4,53
7,54;-0,01785;4,505
7,56;-0,0183;4,485
7,58;-0,0189;4,46
7,6;-0,01945;4,44
7,62;-0,01975;4,415
7,64;-0,02015;4,385
7,66;-0,0203;4,365
7,68;-0,0208;4,34
7,7;-0,0213;4,31
7,72;-0,02185;4,28
7,74;-0,0218;4,255
7,76;-0,0222;4,225
7,78;-0,02275;4,2
7,8;-0,02335;4,17
7,82;-0,02355;4,14
7,84;-0,02405;4,11
7,86;-0,0243;4,08
7,88;-0,0247;4,05
7,9;-0,02505;4,015
7,92;-0,0251;3,985
7,94;-0,02555;3,955
7,96;-0,0256;3,92
7,98;-0,0257;3,89
8;-0,02575;3,855
8,02;-0,0262;3,825
8,04;-0,02665;3,79
8,06;-0,02685;3,755
8,08;-0,02705;3,72
8,1;-0,027;3,685
8,12;-0,027;3,65
8,14;-0,0269;3,62
8,16;-0,0266;3,585
8,18;-0,02625;3,55
8,2;-0,0256;3,52
8,22;-0,0258;3,485
8,24;-0,02565;3,455
8,26;-0,02535;3,42
8,28;-0,0251;3,39
8,3;-0,0249;3,36
8,32;-0,02425;3,325
8,34;-0,02355;3,3
8,36;-0,02275;3,27
8,38;-0,0218;3,24
8,4;-0,0208;3,215
8,42;-0,0198;3,19
8,44;-0,01875;3,165
8,46;-0,01795;3,145
8,48;-0,0173;3,12
8,5;-0,0163;3,1
8,52;-0,01545;3,08
8,54;-0,0141;3,065
8,56;-0,01295;3,045
8,58;-0,01195;3,035
8,6;-0,0108;3,015
8,62;-0,0096;3,005
8,64;-0,0084;2,995
8,66;-0,007;2,985
8,68;-0,0056;2,975
8,7;-0,00415;2,975
8,72;-0,00285;2,97
8,74;-0,00165;2,97
8,76;-0,00025;2,965
8,78;0,00085;2,97
8,8;0,00235;2,97
8,82;0,0036;2,975
8,84;0,00495;2,98
8,86;0,00615;2,99
8,88;0,00705;2,995
8,9;0,0081;3,005
8,92;0,00905;3,015
8,94;0,0102;3,03
8,96;0,01125;3,04
8,98;0,0124;3,06
9;0,01375;3,075
9,02;0,015;3,095
9,04;0,0162;3,115
9,06;0,0172;3,14
9,08;0,0188;3,155
9,1;0,0194;3,18
9,12;0,02005;3,205
9,14;0,0206;3,235
9,16;0,0213;3,255
9,18;0,0218;3,285
9,2;0,0226;3,31
9,22;0,02325;3,34
9,24;0,02405;3,37
9,26;0,02505;3,4
9,28;0,0257;3,43
9,3;0,02625;3,465
9,32;0,0265;3,495
9,34;0,0267;3,525
9,36;0,02685;3,56
9,38;0,0272;3,595
9,4;0,0273;3,63
9,42;0,02765;3,66
9,44;0,0278;3,695
9,46;0,02815;3,73
9,48;0,02825;3,765
9,5;0,02835;3,8
9,52;0,0285;3,835
9,54;0,0287;3,87
9,56;0,02835;3,905
9,58;0,0283;3,94
9,6;0,02845;3,97
9,62;0,0285;4,005
9,64;0,02835;4,04
9,66;0,02805;4,075
9,68;0,02785;4,11
9,7;0,0279;4,145
9,72;0,02775;4,175
9,74;0,0277;4,21
9,76;0,02745;4,24
9,78;0,02695;4,275
9,8;0,027;4,305
9,82;0,02705;4,34
9,84;0,0269;4,375
9,86;0,02685;4,405
9,88;0,027;4,435
9,9;0,02685;4,47
9,92;0,02695;4,5
9,94;0,0268;4,535
9,96;0,02665;4,565
9,98;0,0263;4,595
10;0,0259;4,625
10,02;0,0255;4,655
10,04;0,0251;4,685
10,06;0,02475;4,715
10,08;0,02405;4,745
10,1;0,02365;4,765
10,12;0,0231;4,795
10,14;0,0227;4,82
10,16;0,02225;4,85
10,18;0,022;4,87
10,2;0,02185;4,9
10,22;0,0213;4,925
10,24;0,0208;4,95
10,26;0,02055;4,97
10,28;0,02025;4,995
10,3;0,0199;5,015
10,32;0,01965;5,04
10,34;0,0196;5,06
10,36;0,0195;5,085
10,38;0,01925;5,105
10,4;0,019;5,13
10,42;0,01875;5,15
10,44;0,0183;5,175
10,46;0,01805;5,195
10,48;0,0178;5,21
10,5;0,0175;5,23
10,52;0,0174;5,25
10,54;0,0171;5,27
10,56;0,0167;5,285
10,58;0,01605;5,31
10,6;0,01575;5,32
10,62;0,01545;5,335
10,64;0,015;5,355
10,66;0,01455;5,375
10,68;0,01405;5,39
10,7;0,0138;5,405
10,72;0,01325;5,42
10,74;0,0129;5,43
10,76;0,0124;5,44
10,78;0,01205;5,455
10,8;0,01165;5,465
10,82;0,0114;5,48
10,84;0,0111;5,49
10,86;0,01065;5,505
10,88;0,01025;5,51
10,9;0,0099;5,52
10,92;0,0094;5,53
10,94;0,00905;5,54
10,96;0,00875;5,545
10,98;0,0083;5,555
11;0,008;5,565
11,02;0,0076;5,57
11,04;0,00715;5,575
11,06;0,00675;5,58
11,08;0,00635;5,59
11,1;0,00615;5,59
11,12;0,00605;5,595
11,14;0,00575;5,6
11,16;0,0054;5,605
11,18;0,0051;5,605
11,2;0,0049;5,61
11,22;0,0045;5,615
11,24;0,0041;5,62
11,26;0,0039;5,62
11,28;0,00375;5,62
11,3;0,00355;5,62
11,32;0,00315;5,625
11,34;0,00305;5,625
11,36;0,0028;5,625
11,38;0,0027;5,625
11,4;0,00275;5,625
11,42;0,00275;5,625
11,44;0,0026;5,625
11,46;0,0025;5,625
11,48;0,00225;5,625
11,5;0,0023;5,625
11,52;0,00225;5,625
11,54;0,0021;5,62
11,56;0,0021;5,62
11,58;0,002;5,62
11,6;0,00205;5,62
11,62;0,00205;5,62
11,64;0,002;5,62
11,66;0,00195;5,62
11,68;0,0019;5,615
11,7;0,0019;5,615
11,72;0,00175;5,62
11,74;0,00195;5,615
11,76;0,00205;5,61
11,78;0,002;5,61
11,8;0,00205;5,615
11,82;0,00215;5,61
11,84;0,00215;5,61
11,86;0,0022;5,615
11,88;0,00235;5,605
11,9;0,0025;5,61
11,92;0,00235;5,61
11,94;0,00245;5,61
11,96;0,00245;5,61
11,98;0,00265;5,61
12;0,0027;5,605
12,02;0,00265;5,61
12,04;0,0029;5,61
12,06;0,00315;5,61
12,08;0,0034;5,61
12,1;0,0036;5,61
12,12;0,0036;5,615
12,14;0,0037;5,615
12,16;0,0038;5,615
12,18;0,00385;5,615
12,2;0,004;5,62
12,22;0,0041;5,62
12,24;0,0041;5,62
12,26;0,00415;5,625
12,28;0,00435;5,625
12,3;0,00445;5,625
12,32;0,00455;5,63
12,34;0,0047;5,635
12,36;0,00485;5,635
12,38;0,0048;5,64
12,4;0,00485;5,645
12,42;0,0051;5,645
12,44;0,00515;5,645
12,46;0,00525;5,65
12,48;0,0055;5,655
12,5;0,0056;5,66
12,52;0,00575;5,665
12,54;0,006;5,665
12,56;0,00615;5,67
12,58;0,0062;5,67
12,6;0,00645;5,68
12,62;0,00655;5,685
12,64;0,0067;5,685
12,66;0,00705;5,695
12,68;0,0074;5,7
12,7;0,00755;5,705
12,72;0,00785;5,71
12,74;0,00805;5,72
12,76;0,0084;5,725
12,78;0,0087;5,735
12,8;0,0091;5,74
12,82;0,00955;5,75
12,84;0,00995;5,755
12,86;0,0103;5,765
12,88;0,0107;5,78
12,9;0,011;5,79
12,92;0,0115;5,8
12,94;0,01195;5,81
12,96;0,0122;5,82
12,98;0,01255;5,835
13;0,01295;5,85
13,02;0,01355;5,86
13,04;0,01385;5,875
13,06;0,01435;5,89
13,08;0,01505;5,91
13,1;0,0156;5,925
13,12;0,016;5,94
13,14;0,0166;5,955
13,16;0,01705;5,975
13,18;0,0176;5,995
13,2;0,018;6,015
13,22;0,0186;6,035
13,24;0,01915;6,055
13,26;0,0194;6,075
13,28;0,0196;6,095
13,3;0,0199;6,12
13,32;0,02055;6,14
13,34;0,0209;6,165
13,36;0,0216;6,19
13,38;0,0222;6,215
13,4;0,023;6,24
13,42;0,02385;6,265
13,44;0,0244;6,295
13,46;0,02505;6,325
13,48;0,0255;6,35
13,5;0,02585;6,38
13,52;0,0258;6,41
13,54;0,02585;6,44
13,56;0,0259;6,465
13,58;0,0259;6,5
13,6;0,02615;6,525
13,62;0,02635;6,56
13,64;0,0266;6,585
13,66;0,0265;6,615
13,68;0,0264;6,645
13,7;0,0263;6,675
13,72;0,02615;6,71
13,74;0,02615;6,73
13,76;0,02635;6,765
13,78;0,02645;6,79
13,8;0,02635;6,82
13,82;0,0264;6,85
13,84;0,0261;6,88
13,86;0,0261;6,91
13,88;0,02595;6,94
13,9;0,02605;6,97
13,92;0,02605;7
13,94;0,02565;7,03
13,96;0,0252;7,055
13,98;0,0246;7,08
14;0,02385;7,11
14,02;0,02265;7,135
14,04;0,0214;7,16
14,06;0,0203;7,18
14,08;0,01905;7,2
14,1;0,0182;7,215
14,12;0,0173;7,24
14,14;0,0162;7,255
14,16;0,01505;7,265
14,18;0,01395;7,285
14,2;0,01275;7,295
14,22;0,01145;7,305
14,24;0,01015;7,315
14,26;0,00885;7,32
14,28;0,00745;7,325
14,3;0,0062;7,33
14,32;0,00495;7,335
14,34;0,00375;7,33
14,36;0,00225;7,33
14,38;0,00115;7,33
14,4;0;7,325
14,42;-0,0009;7,32
14,44;-0,00175;7,315
14,46;-0,00305;7,305
14,48;-0,00455;7,295
14,5;-0,0058;7,29
14,52;-0,00715;7,27
14,54;-0,00855;7,255
14,56;-0,0101;7,24
14,58;-0,01135;7,225
14,6;-0,0126;7,205
14,62;-0,0136;7,185
14,64;-0,01445;7,16
14,66;-0,0153;7,135
14,68;-0,0162;7,11
14,7;-0,01685;7,085
14,72;-0,0178;7,06
14,74;-0,01835;7,035
14,76;-0,01885;7,005
14,78;-0,01925;6,98
14,8;-0,0196;6,95
14,82;-0,01995;6,92
14,84;-0,0206;6,89
14,86;-0,0213;6,86
14,88;-0,0217;6,83
14,9;-0,022;6,795
14,92;-0,0222;6,765
14,94;-0,02225;6,735
14,96;-0,0227;6,705
14,98;-0,02325;6,67
15;-0,02395;6,635
15,02;-0,0245;6,6
15,04;-0,025;6,565
15,06;-0,02555;6,53
15,08;-0,0259;6,495
15,1;-0,026;6,455
15,12;-0,02615;6,425
15,14;-0,02595;6,385
15,16;-0,0256;6,35
15,18;-0,02545;6,315
15,2;-0,02565;6,28
15,22;-0,0257;6,245
15,24;-0,02585;6,205
15,26;-0,0259;6,17
15,28;-0,0258;6,135
15,3;-0,02575;6,1
15,32;-0,02565;6,06
15,34;-0,02565;6,025
15,36;-0,02545;5,99
15,38;-0,02535;5,955
15,4;-0,0251;5,92
15,42;-0,02475;5,885
15,44;-0,02435;5,855
15,46;-0,02395;5,82
15,48;-0,02395;5,785
15,5;-0,02385;5,755
15,52;-0,02385;5,72
15,54;-0,0239;5,685
15,56;-0,0241;5,655
15,58;-0,02435;5,62
15,6;-0,02435;5,585
15,62;-0,02465;5,55
15,64;-0,02465;5,515
15,66;-0,0247;5,48
15,68;-0,02515;5,445
15,7;-0,02515;5,41
15,72;-0,025;5,375
15,74;-0,02495;5,34
15,76;-0,0245;5,31
15,78;-0,0246;5,275
15,8;-0,0246;5,24
15,82;-0,02445;5,205
15,84;-0,02425;5,17
15,86;-0,024;5,135
15,88;-0,02415;5,1
15,9;-0,0243;5,065
15,92;-0,0243;5,035
15,94;-0,02455;5
15,96;-0,0248;4,965
15,98;-0,0254;4,93
16;-0,02585;4,895
16,02;-0,0263;4,86
16,04;-0,02655;4,82
16,06;-0,0268;4,785
16,08;-0,027;4,745
16,1;-0,02675;4,71
16,12;-0,0267;4,67
16,14;-0,0267;4,635
16,16;-0,02695;4,6
16,18;-0,02705;4,56
16,2;-0,0271;4,525
16,22;-0,02705;4,49
16,24;-0,0273;4,45
16,26;-0,02755;4,41
16,28;-0,02715;4,375
16,3;-0,02745;4,335
16,32;-0,02775;4,295
16,34;-0,0279;4,26
16,36;-0,02795;4,22
16,38;-0,0281;4,185
16,4;-0,0282;4,145
16,42;-0,0282;4,105
16,44;-0,0283;4,065
16,46;-0,02825;4,025
16,48;-0,0281;3,99
16,5;-0,02785;3,95
16,52;-0,02795;3,91
16,54;-0,0281;3,875
16,56;-0,0282;3,835
16,58;-0,02815;3,795
16,6;-0,02785;3,755
16,62;-0,0276;3,72
16,64;-0,0272;3,68
16,66;-0,0267;3,645
16,68;-0,02625;3,61
16,7;-0,0253;3,575
16,72;-0,0252;3,54
16,74;-0,02495;3,505
16,76;-0,0245;3,475
16,78;-0,0238;3,44
16,8;-0,0234;3,405
16,82;-0,02265;3,375
16,84;-0,0218;3,345
16,86;-0,0208;3,315
16,88;-0,0198;3,29
16,9;-0,01855;3,265
16,92;-0,01745;3,24
16,94;-0,01635;3,22
16,96;-0,0149;3,195
16,98;-0,0136;3,175
17;-0,01285;3,16
17,02;-0,01175;3,14
17,04;-0,0104;3,125
17,06;-0,0094;3,11
17,08;-0,008;3,095
17,1;-0,00685;3,09
17,12;-0,0054;3,08
17,14;-0,00415;3,065
17,16;-0,0029;3,06
17,18;-0,0016;3,055
17,2;-0,00015;3,055
17,22;0,00095;3,055
17,24;0,002;3,055
17,26;0,00305;3,055
17,28;0,0041;3,06
17,3;0,0053;3,06
17,32;0,0064;3,065
17,34;0,00755;3,075
17,36;0,00845;3,08
17,38;0,00965;3,095
17,4;0,0109;3,1
17,42;0,0123;3,12
17,44;0,01345;3,135
17,46;0,01465;3,145
17,48;0,0155;3,165
17,5;0,01705;3,185
17,52;0,01775;3,205
17,54;0,0183;3,225
17,56;0,019;3,245
17,58;0,0195;3,265
17,6;0,02015;3,29
17,62;0,02085;3,315
17,64;0,0216;3,335
17,66;0,0224;3,365
17,68;0,02295;3,39
17,7;0,02365;3,415
17,72;0,02435;3,445
17,74;0,02495;3,475
17,76;0,0252;3,505
17,78;0,02525;3,535
17,8;0,02545;3,565
17,82;0,0257;3,595
17,84;0,02555;3,62
17,86;0,0258;3,655
17,88;0,02595;3,68
17,9;0,0259;3,715
17,92;0,02625;3,74
17,94;0,0262;3,775
17,96;0,0261;3,805
17,98;0,02625;3,835
18;0,0262;3,865
18,02;0,02595;3,895
18,04;0,0257;3,925
18,06;0,02545;3,955
18,08;0,0254;3,985
18,1;0,02535;4,01
18,12;0,02485;4,04
18,14;0,0245;4,07
18,16;0,0241;4,1
18,18;0,02395;4,12
18,2;0,02365;4,15
18,22;0,02325;4,175
18,24;0,02305;4,2
18,26;0,0229;4,23
18,28;0,0225;4,255
18,3;0,0217;4,28
18,32;0,02125;4,305
18,34;0,02085;4,325
18,36;0,02065;4,35
18,38;0,02015;4,37
18,4;0,01985;4,395
18,42;0,01945;4,42
18,44;0,01915;4,435
18,46;0,01875;4,46
18,48;0,0184;4,48
18,5;0,01785;4,5
18,52;0,01755;4,52
18,54;0,017;4,535
18,56;0,0165;4,555
18,58;0,0161;4,575
18,6;0,01555;4,59
18,62;0,01495;4,605
18,64;0,01415;4,62
18,66;0,01365;4,635
18,68;0,013;4,65
18,7;0,01235;4,66
18,72;0,01165;4,675
18,74;0,01105;4,685
18,76;0,0104;4,69
18,78;0,00965;4,705
18,8;0,00895;4,71
18,82;0,00835;4,72
18,84;0,0077;4,725
18,86;0,007;4,73
18,88;0,00625;4,735
18,9;0,00555;4,74
18,92;0,0049;4,74
18,94;0,0042;4,75
18,96;0,0036;4,75
18,98;0,003;4,75
19;0,0025;4,75
19,02;0,00185;4,75
19,04;0,00115;4,75
19,06;0,00075;4,745
19,08;0,00015;4,745
19,1;-0,00045;4,735
19,12;-0,00125;4,735
19,14;-0,0018;4,73
19,16;-0,00225;4,725
19,18;-0,003;4,715
19,2;-0,0037;4,71
19,22;-0,00425;4,7
19,24;-0,0048;4,69
19,26;-0,00545;4,685
19,28;-0,00595;4,67
19,3;-0,0065;4,66
19,32;-0,00705;4,655
19,34;-0,0077;4,635
19,36;-0,0083;4,625
19,38;-0,0089;4,61
19,4;-0,00945;4,6
19,42;-0,00995;4,58
19,44;-0,01045;4,565
19,46;-0,0109;4,55
19,48;-0,01135;4,53
19,5;-0,01155;4,515
19,52;-0,0119;4,495
19,54;-0,0125;4,48
19,56;-0,013;4,455
19,58;-0,01355;4,44
19,6;-0,0142;4,42
19,62;-0,0147;4,395
19,64;-0,01515;4,375
19,66;-0,0156;4,35
19,68;-0,016;4,33
19,7;-0,01665;4,305
19,72;-0,0172;4,28
19,74;-0,01795;4,255
19,76;-0,01795;4,23
19,78;-0,0184;4,2
19,8;-0,019;4,175
19,82;-0,01975;4,15
19,84;-0,0201;4,12
19,86;-0,02065;4,09
19,88;-0,02105;4,06
19,9;-0,02165;4,035
19,92;-0,02215;4,005
19,94;-0,0223;3,97
19,96;-0,02275;3,94
19,98;-0,023;3,91
20;-0,02305;3,875
20,02;-0,02335;3,845
20,04;-0,0237;3,81
20,06;-0,02445;3,785
20,08;-0,02475;3,745
20,1;-0,02495;3,71
20,12;-0,02495;3,675
20,14;-0,02505;3,645
20,16;-0,02505;3,61
20,18;-0,025;3,58
20,2;-0,0248;3,545
20,22;-0,0242;3,51
20,24;-0,0245;3,48
20,26;-0,0246;3,44
20,28;-0,0244;3,41
20,3;-0,0243;3,38
20,32;-0,024;3,345
20,34;-0,0235;3,31
20,36;-0,0229;3,28
20,38;-0,0219;3,25
20,4;-0,02115;3,225
20,42;-0,0201;3,195
20,44;-0,0194;3,17
20,46;-0,01885;3,14
20,48;-0,01805;3,12
20,5;-0,01715;3,095
20,52;-0,0163;3,07
20,54;-0,0154;3,05
20,56;-0,0143;3,03
20,58;-0,01325;3,01
20,6;-0,012;2,99
20,62;-0,01085;2,98
20,64;-0,00955;2,965
20,66;-0,0084;2,95
20,68;-0,007;2,94
20,7;-0,00565;2,935
20,72;-0,00415;2,93
