Temps t / s;Tension U_B1 / V;Tension U_A1 / V
9,8;-0,01585;3,12
9,9;-0,01325;3,01
10;-0,0087;2,925
10,101;-0,00325;2,875
10,2;0,0024;2,86
10,3;0,0083;2,885
10,4;0,01305;2,94
10,5;0,0181;3,025
10,599;0,02275;3,14
10,7;0,02535;3,28
10,8;0,02865;3,44
10,9;0,02935;3,605
11;0,02995;3,775
11,1;0,03005;3,95
11,2;0,0298;4,125
11,3;0,0291;4,295
11,4;0,02945;4,46
11,501;0,029;4,63
11,6;0,0275;4,79
11,701;0,0262;4,94
11,8;0,02625;5,09
11,9;0,02645;5,24
12;0,0254;5,385
12,1;0,0238;5,525
12,2;0,02345;5,655
12,301;0,02345;5,785
12,4;0,02345;5,92
12,501;0,02195;6,045
12,6;0,0222;6,165
12,7;0,02125;6,285
12,8;0,01865;6,395
12,9;0,01595;6,485
13;0,0134;6,56
13,101;0,0107;6,615
13,2;0,00715;6,65
13,299;0,00435;6,67
13,4;0,0019;6,67
13,5;-0,0002;6,655
13,6;-0,00155;6,635
13,7;-0,00245;6,6
13,801;-0,003;6,565
13,9;-0,0037;6,525
13,999;-0,0035;6,485
14,1;-0,00255;6,45
14,201;-0,0014;6,425
14,3;0,0006;6,405
14,401;0,0023;6,4
14,5;0,0045;6,41
14,6;0,00635;6,425
14,701;0,00785;6,455
14,8;0,01;6,5
14,9;0,0113;6,55
15;0,01225;6,61
15,1;0,0135;6,67
15,2;0,01455;6,745
15,301;0,01405;6,82
15,4;0,01445;6,89
15,5;0,01365;6,965
15,6;0,0121;7,025
15,7;0,00995;7,08
15,801;0,00685;7,115
15,9;0,0033;7,125
16,001;-0,0004;7,115
16,101;-0,00335;7,08
16,2;-0,00615;7,035
16,301;-0,00905;6,965
16,4;-0,01055;6,885
16,501;-0,0126;6,79
16,6;-0,0139;6,69
16,7;-0,0154;6,58
16,8;-0,0169;6,46
16,901;-0,0171;6,335
16,999;-0,01675;6,21
17,101;-0,01675;6,09
17,201;-0,0162;5,965
17,3;-0,0157;5,845
17,401;-0,0144;5,74
17,5;-0,01405;5,635
17,601;-0,0143;5,525
17,7;-0,01425;5,42
17,8;-0,01395;5,31
17,9;-0,0129;5,21
18;-0,0124;5,11
18,1;-0,0119;5,02
18,2;-0,0118;4,93
18,3;-0,01185;4,835
18,401;-0,01175;4,745
18,5;-0,01105;4,655
18,6;-0,0096;4,575
18,701;-0,009;4,5
18,8;-0,0078;4,43
18,901;-0,00675;4,37
19;-0,00535;4,315
19,101;-0,0045;4,27
19,2;-0,0032;4,23
19,3;-0,0022;4,195
19,401;-0,00095;4,17
19,5;0,0002;4,15
19,601;0,0005;4,14
19,7;0,0008;4,125
19,801;0,00075;4,115
19,901;0,0002;4,1
20,001;-0,00075;4,085
20,1;-0,00105;4,06
20,2;-0,00215;4,03
20,301;-0,0038;3,995
20,4;-0,0052;3,95
20,501;-0,00715;3,89
20,6;-0,00865;3,825
20,701;-0,0104;3,745
20,8;-0,01245;3,655
20,9;-0,01425;3,55
21,001;-0,0151;3,435
21,101;-0,01535;3,325
21,2;-0,01545;3,21
21,301;-0,0134;3,105
21,401;-0,01105;3,015
21,5;-0,00785;2,94
21,6;-0,00355;2,89
21,7;0,0009;2,87
21,8;0,0058;2,88
21,9;0,0101;2,915
22,001;0,01355;2,98
22,1;0,0178;3,065
22,201;0,02105;3,175
22,3;0,023;3,3
22,401;0,0252;3,435
22,5;0,02585;3,58
22,6;0,02635;3,73
22,701;0,0263;3,88
22,8;0,0264;4,03
22,9;0,0258;4,175
23;0,0251;4,32
23,1;0,02525;4,46
23,2;0,02565;4,605
23,301;0,02435;4,75
23,401;0,023;4,88
23,5;0,0223;5,005
23,6;0,0225;5,125
23,7;0,0224;5,255
23,8;0,0218;5,375
23,9;0,02065;5,49
24,001;0,0196;5,6
24,1;0,01935;5,705
24,2;0,019;5,81
24,301;0,01885;5,915
24,4;0,01755;6,01
24,501;0,01625;6,1
24,601;0,0157;6,18
24,7;0,0144;6,26
24,801;0,0121;6,33
24,9;0,01085;6,38
25;0,00845;6,425
25,1;0,0059;6,45
25,201;0,00395;6,465
25,301;0,00295;6,47
25,401;0,0021;6,465
25,5;0,0017;6,46
25,6;0,00185;6,455
25,701;0,00225;6,455
25,801;0,00305;6,455
25,9;0,004;6,46
26;0,0046;6,47
26,101;0,00485;6,485
26,2;0,00655;6,505
26,301;0,007;6,535
26,401;0,00805;6,57
26,501;0,00885;6,6
26,6;0,00985;6,645
26,701;0,01065;6,695
26,801;0,01155;6,75
26,9;0,0116;6,805
27;0,0114;6,86
27,1;0,01135;6,915
27,201;0,0105;6,97
27,301;0,00925;7,015
27,4;0,0071;7,045
27,5;0,00455;7,065
27,601;0,00195;7,07
27,7;-0,0004;7,05
27,801;-0,0029;7,02
27,9;-0,00525;6,975
28;-0,00725;6,92
28,1;-0,00835;6,85
28,2;-0,01035;6,775
28,3;-0,01145;6,685
28,4;-0,0126;6,595
28,5;-0,01415;6,49
28,6;-0,01515;6,38
28,7;-0,0147;6,265
28,801;-0,01465;6,16
28,901;-0,01445;6,05
29;-0,01395;5,945
29,1;-0,0132;5,845
29,201;-0,01235;5,745
29,301;-0,0117;5,655
29,401;-0,0114;5,57
29,5;-0,0111;5,485
29,601;-0,0107;5,4
29,7;-0,00985;5,32
29,801;-0,00875;5,245
29,9;-0,00755;5,18
30;-0,00675;5,115
30,101;-0,00575;5,065
30,201;-0,0045;5,015
30,301;-0,0032;4,98
30,401;-0,00215;4,945
30,5;-0,0004;4,92
30,601;0,00105;4,91
30,7;0,0022;4,905
30,8;0,00265;4,905
30,9;0,0037;4,905
31,001;0,0042;4,92
31,101;0,0047;4,93
31,2;0,00435;4,94
31,3;0,00435;4,955
31,4;0,0041;4,965
31,501;0,00325;4,975
31,601;0,00285;4,975
31,7;0,00185;4,975
31,801;0,0008;4,97
31,9;0,00025;4,955
32;-0,00065;4,935
32,1;-0,00175;4,915
32,2;-0,00295;4,885
32,301;-0,00475;4,845
32,401;-0,0069;4,79
32,5;-0,00935;4,72
32,6;-0,01185;4,635
32,7;-0,0139;4,535
32,8;-0,0165;4,425
32,901;-0,019;4,295
33;-0,0208;4,155
33,1;-0,02305;3,995
33,2;-0,02495;3,825
33,301;-0,02655;3,645
33,4;-0,02635;3,465
33,501;-0,02525;3,285
33,6;-0,0215;3,125
33,7;-0,01675;2,99
33,8;-0,01105;2,895
33,9;-0,00365;2,835
34;0,00375;2,83
34,099;0,0108;2,865
34,201;0,01655;2,945
34,3;0,02305;3,055
34,4;0,02725;3,205
34,5;0,0311;3,375
34,601;0,0321;3,565
34,701;0,0335;3,76
34,8;0,03365;3,96
34,901;0,03305;4,155
35,001;0,0328;4,35
35,1;0,03315;4,54
35,2;0,0313;4,73
35,3;0,02965;4,91
35,401;0,0296;5,08
35,5;0,0298;5,25
35,601;0,0277;5,42
35,701;0,0265;5,575
35,8;0,0263;5,725
35,901;0,0261;5,88
36;0,0249;6,025
36,101;0,0249;6,165
36,2;0,0237;6,305
36,3;0,0207;6,43
36,401;0,01815;6,54
36,501;0,01475;6,63
36,601;0,01125;6,69
36,7;0,00755;6,735
36,801;0,0042;6,755
36,9;0,00135;6,755
37;-0,00095;6,74
37,1;-0,0035;6,71
37,2;-0,0048;6,665
37,3;-0,0055;6,62
37,4;-0,00615;6,57
37,501;-0,00685;6,51
37,601;-0,0059;6,46
37,7;-0,0047;6,41
37,8;-0,00265;6,375
37,9;-0,00015;6,355
38;0,00195;6,35
38,1;0,0041;6,36
38,2;0,0067;6,38
38,3;0,0087;6,42
38,4;0,0106;6,47
38,5;0,0126;6,53
38,6;0,01325;6,6
38,701;0,0143;6,675
38,8;0,01485;6,755
38,9;0,01485;6,835
39;0,0141;6,92
39,1;0,01355;6,99
39,2;0,01185;7,06
39,3;0,0089;7,11
39,4;0,00475;7,135
39,5;0,0012;7,14
39,6;-0,003;7,115
39,701;-0,0063;7,07
39,8;-0,009;7,005
39,9;-0,01125;6,925
40;-0,01345;6,83
40,1;-0,01535;6,725
40,2;-0,0167;6,61
40,3;-0,0182;6,485
40,4;-0,0187;6,355
40,501;-0,0185;6,225
40,6;-0,01835;6,095
40,7;-0,01805;5,965
40,8;-0,01725;5,84
40,9;-0,0161;5,725
41,001;-0,01605;5,61
41,1;-0,0161;5,495
41,201;-0,01635;5,38
41,301;-0,01545;5,27
41,4;-0,01475;5,165
41,5;-0,0138;5,065
41,601;-0,0139;4,965
41,7;-0,01425;4,865
41,801;-0,01415;4,76
41,9;-0,01375;4,66
42,001;-0,01265;4,57
42,101;-0,0118;4,48
42,2;-0,01045;4,4
42,301;-0,00975;4,325
42,401;-0,00895;4,255
42,5;-0,00715;4,195
42,6;-0,0059;4,145
42,7;-0,00495;4,1
42,8;-0,00345;4,06
42,9;-0,0024;4,03
43,001;-0,00195;4,01
43,1;-0,0006;3,99
43,201;-0,00025;3,98
43,301;-0,00075;3,97
43,401;-0,00015;3,955
43,5;-0,0005;3,94
43,6;-0,00125;3,925
43,701;-0,003;3,9
43,799;-0,0031;3,875
43,9;-0,00485;3,835
44,001;-0,0064;3,79
44,1;-0,00785;3,73
44,2;-0,00945;3,665
44,3;-0,01155;3,585
44,4;-0,01275;3,495
44,5;-0,0132;3,4
44,6;-0,0133;3,31
44,701;-0,0136;3,21
44,8;-0,01195;3,12
44,9;-0,0091;3,045
45,001;-0,00785;2,99
45,1;-0,0029;2,95
45,2;0,0011;2,94
45,3;0,0047;2,955
45,4;0,00805;2,985
45,5;0,01165;3,04
45,6;0,01515;3,115
45,701;0,0177;3,215
45,8;0,0198;3,325
45,901;0,02175;3,445
46;0,02235;3,58
46,1;0,0228;3,715
46,201;0,0216;3,855
46,3;0,02325;3,99
46,401;0,0226;4,125
46,5;0,02225;4,26
46,6;0,02205;4,385
46,7;0,0217;4,515
46,8;0,02135;4,645
46,901;0,0201;4,77
47;0,01835;4,88
47,101;0,01595;4,99
47,201;0,0166;5,085
47,3;0,01635;5,185
47,401;0,01545;5,28
47,5;0,0143;5,37
47,601;0,0127;5,445
47,7;0,0111;5,515
47,801;0,00935;5,57
47,9;0,00905;5,62
48;0,0069;5,66
48,101;0,00545;5,695
48,2;0,0041;5,72
48,301;0,0027;5,735
48,4;0,0026;5,745
48,499;0,002;5,745
48,6;0,00065;5,75
48,7;0,00045;5,745
48,8;0,00055;5,745
48,9;0,001;5,75
49;0,00285;5,755
49,1;0,00185;5,76
49,2;0,00215;5,77
49,301;0,00145;5,785
49,4;0,00325;5,8
49,5;0,0045;5,825
49,6;0,00545;5,85
49,7;0,00815;5,89
49,8;0,00875;5,935
49,9;0,0108;6
50,001;0,01195;6,075
50,1;0,01605;6,16
50,2;0,0176;6,265
50,301;0,0205;6,385
50,4;0,02095;6,51
50,5;0,02185;6,65
50,601;0,0219;6,78
50,7;0,02165;6,915
50,8;0,0226;7,05
50,9;0,01725;7,17
51,001;0,01215;7,26
51,1;0,0065;7,31
51,199;0,00185;7,325
51,299;-0,0034;7,305
51,4;-0,0113;7,25
51,5;-0,01505;7,155
51,6;-0,02015;7,03
51,7;-0,0219;6,895
51,801;-0,02385;6,745
51,902;-0,02835;6,58
52,001;-0,0273;6,415
52,101;-0,02695;6,24
52,2;-0,027;6,07
52,301;-0,0262;5,9
52,4;-0,02345;5,745
52,501;-0,02665;5,58
52,601;-0,0261;5,415
52,7;-0,02395;5,255
52,8;-0,0251;5,095
52,9;-0,02625;4,93
53,001;-0,0291;4,755
53,1;-0,0264;4,58
53,2;-0,0283;4,405
53,3;-0,0285;4,225
53,4;-0,02855;4,04
53,501;-0,0293;3,86
53,6;-0,02695;3,69
53,701;-0,02515;3,525
53,8;-0,0214;3,39
53,9;-0,0167;3,27
54,001;-0,0108;3,19
54,1;-0,00515;3,14
54,2;0,00025;3,135
54,301;0,00595;3,155
54,4;0,01115;3,21
54,501;0,0138;3,295
54,601;0,01695;3,395
54,7;0,0192;3,515
54,8;0,0195;3,635
54,9;0,0199;3,765
55;0,019;3,885
55,101;0,01735;4
55,2;0,01545;4,105
55,299;0,01475;4,19
55,4;0,0104;4,265
55,5;0,0075;4,32
55,601;0,00405;4,35
55,7;0,00235;4,365
55,8;-0,00225;4,355
55,9;-0,0053;4,33
56,001;-0,00935;4,285
56,1;-0,01095;4,22
56,2;-0,0137;4,14
56,3;-0,01675;4,045
56,4;-0,01925;3,925
56,5;-0,02105;3,8
56,601;-0,0246;3,65
56,701;-0,025;3,5
56,801;-0,02495;3,35
56,9;-0,0203;3,21
57;-0,01875;3,085
57,101;-0,01445;2,985
57,2;-0,00895;2,91
57,3;-0,0026;2,885
57,401;0,00245;2,89
57,5;0,0094;2,935
57,601;0,01315;3,015
57,7;0,02015;3,135
57,801;0,0219;3,275
57,9;0,0264;3,43
58,001;0,0275;3,605
58,1;0,03015;3,78
58,2;0,0286;3,965
58,301;0,02805;4,145
58,4;0,0275;4,32
58,5;0,02955;4,5
58,6;0,0286;4,67
58,7;0,02485;4,835
58,801;0,02375;4,99
58,9;0,0253;5,14
59;0,0234;5,29
59,1;0,0217;5,435
59,2;0,02015;5,565
59,3;0,0198;5,695
59,401;0,0194;5,815
59,5;0,0187;5,94
59,6;0,0188;6,05
59,7;0,0184;6,16
59,8;0,0157;6,265
59,901;0,0138;6,355
60;0,01095;6,435
60,1;0,00995;6,495
60,2;0,00565;6,54
60,301;0,00305;6,565
60,401;0,0008;6,575
60,501;-0,00065;6,58
60,6;-0,0018;6,57
60,701;-0,0024;6,56
60,8;-0,0031;6,54
60,9;-0,00305;6,525
61;-0,0032;6,505
61,1;-0,00195;6,495
61,199;0,00075;6,49
61,3;0,0022;6,49
61,401;-0,0009;6,5
61,5;0,00335;6,52
61,601;0,00315;6,55
61,7;0,00515;6,585
61,801;0,00605;6,625
61,9;0,0072;6,67
62;0,0084;6,725
62,1;0,0086;6,78
62,2;0,00985;6,835
62,301;0,00855;6,895
62,4;0,0079;6,95
62,5;0,0066;6,995
62,601;0,0045;7,03
62,7;0,00195;7,055
62,8;-0,00055;7,06
62,9;-0,0033;7,05
63;-0,00565;7,02
63,1;-0,00795;6,985
63,2;-0,009;6,93
63,3;-0,01055;6,86
63,401;-0,0136;6,78
63,5;-0,01615;6,695
63,6;-0,01585;6,6
63,701;-0,01875;6,495
63,8;-0,0187;6,385
63,901;-0,0184;6,27
64;-0,01815;6,16
64,1;-0,0182;6,05
64,2;-0,0176;5,945
64,301;-0,018;5,84
64,401;-0,0157;5,745
64,5;-0,01395;5,65
64,6;-0,0149;5,565
64,701;-0,0158;5,47
64,801;-0,01505;5,39
64,899;-0,01245;5,31
65,001;-0,0134;5,23
65,101;-0,0114;5,165
65,201;-0,01025;5,105
65,3;-0,0078;5,05
65,401;-0,0078;5,005
65,5;-0,00595;4,965
65,6;-0,0043;4,935
65,7;-0,00415;4,91
65,8;-0,0015;4,895
65,901;-0,00225;4,89
66,001;-0,00165;4,89
66,1;-0,00055;4,895
66,2;0,00135;4,905
66,3;0,0004;4,915
66,401;0,0008;4,925
66,5;0,0003;4,935
66,6;5E-05;4,94
66,7;-0,00055;4,95
66,8;-5E-05;4,95
66,9;-0,00105;4,95
67;-0,0029;4,94
67,101;-0,0036;4,925
67,2;-0,00355;4,905
67,3;-0,00585;4,88
67,4;-0,0062;4,845
67,501;-0,00895;4,8
67,6;-0,0104;4,74
67,7;-0,01305;4,665
67,8;-0,01645;4,575
67,901;-0,01845;4,475
68;-0,0197;4,355
68,1;-0,02325;4,225
68,2;-0,02565;4,075
68,3;-0,02775;3,91
68,4;-0,02985;3,735
68,5;-0,0301;3,555
68,6;-0,0302;3,375
68,7;-0,027;3,205
68,801;-0,0246;3,055
68,901;-0,0193;2,935
69;-0,012;2,855
69,1;-0,0034;2,82
69,2;0,0029;2,83
69,301;0,0099;2,885
69,401;0,0143;2,985
69,5;0,0215;3,115
69,602;0,0235;3,275
69,701;0,0271;3,455
69,8;0,0292;3,645
69,9;0,0297;3,845
70;0,0306;4,04
70,1;0,02885;4,235
70,2;0,02915;4,43
70,301;0,0285;4,625
70,4;0,0265;4,81
70,501;0,02465;4,98
70,6;0,0259;5,155
70,701;0,0242;5,33
70,801;0,02225;5,49
70,9;0,02255;5,645
71,001;0,02255;5,795
71,1;0,0229;5,945
71,2;0,02155;6,095
71,299;0,02235;6,24
71,399;0,0196;6,375
71,5;0,01705;6,495
71,601;0,01225;6,595
71,7;0,0094;6,675
71,801;0,00485;6,73
71,901;0,00085;6,765
72;-0,0013;6,775
72,1;-0,0041;6,765
72,2;-0,0065;6,74
72,301;-0,00875;6,7
72,401;-0,00995;6,655
72,5;-0,01055;6,6
72,6;-0,01125;6,545
72,701;-0,011;6,485
72,8;-0,00895;6,43
72,9;-0,0085;6,38
73,001;-0,0063;6,35
73,1;-0,0038;6,33
73,2;-0,00125;6,325
73,3;0,001;6,34
73,4;0,0033;6,37
73,5;0,00655;6,41
73,6;0,0076;6,465
73,7;0,00915;6,535
73,8;0,0111;6,605
73,9;0,0124;6,69
74;0,0123;6,77
74,1;0,0115;6,855
74,2;0,01195;6,94
74,3;0,00955;7,015
74,401;0,0073;7,08
74,5;0,0042;7,125
74,6;-0,0004;7,145
74,7;-0,00455;7,14
74,801;-0,0092;7,105
74,901;-0,0126;7,05
75;-0,0148;6,98
75,1;-0,0166;6,885
75,199;-0,01765;6,79
75,3;-0,0198;6,68
75,401;-0,0219;6,56
75,501;-0,02355;6,425
75,6;-0,0221;6,295
75,7;-0,02285;6,16
75,8;-0,0218;6,03
75,9;-0,02215;5,9
76,001;-0,02085;5,775
76,1;-0,0203;5,66
76,2;-0,0207;5,54
76,299;-0,0197;5,425
76,4;-0,02045;5,305
76,5;-0,0197;5,19
76,6;-0,01785;5,085
76,7;-0,01885;4,98
76,801;-0,0194;4,87
76,9;-0,01965;4,76
77;-0,01905;4,65
