Temps t / s;Tension U_B1 / V;Tension U_A1 / V
41,9;0,001;4,24
42;-0,002;4,225
42,1;-0,0048;4,19
42,2;-0,0082;4,135
42,299;-0,01085;4,06
42,4;-0,01355;3,97
42,5;-0,0162;3,865
42,6;-0,01815;3,74
42,7;-0,02015;3,61
42,8;-0,02025;3,47
42,899;-0,02045;3,33
42,999;-0,01835;3,19
43,1;-0,01535;3,075
43,199;-0,0114;2,985
43,3;-0,0058;2,92
43,4;0;2,895
43,5;0,00595;2,91
43,6;0,01125;2,96
43,7;0,0162;3,04
43,8;0,0215;3,15
43,9;0,02425;3,29
43,999;0,02785;3,44
44,099;0,02885;3,61
44,2;0,0295;3,785
44,3;0,0297;3,96
44,4;0,02945;4,135
44,5;0,02875;4,305
44,6;0,0291;4,48
44,7;0,0284;4,65
44,799;0,0267;4,805
44,899;0,0253;4,96
44,999;0,0254;5,105
45,099;0,02505;5,255
45,199;0,02365;5,395
45,3;0,0215;5,52
45,4;0,021;5,645
45,5;0,02045;5,76
45,599;0,02025;5,875
45,7;0,0188;5,99
45,8;0,01765;6,09
45,9;0,0168;6,185
45,999;0,01565;6,275
46,1;0,0137;6,355
46,2;0,01125;6,415
46,3;0,00835;6,465
46,4;0,00605;6,495
46,5;0,00395;6,515
46,6;0,00275;6,52
46,701;0,0016;6,52
46,8;0,00065;6,52
46,9;0,0009;6,51
47;0,00075;6,5
47,1;0,00115;6,495
47,201;0,0021;6,495
47,3;0,0034;6,495
47,4;0,0045;6,51
47,499;0,00535;6,53
47,6;0,00635;6,555
47,7;0,00685;6,585
47,799;0,00795;6,62
47,9;0,00865;6,66
47,999;0,00995;6,705
48,099;0,01095;6,76
48,2;0,0106;6,815
48,299;0,0107;6,865
48,4;0,0104;6,92
48,5;0,00945;6,97
48,6;0,0083;7,01
48,7;0,00595;7,04
48,8;0,0033;7,055
48,9;0,00085;7,055
49;-0,0016;7,035
49,1;-0,00385;7,005
49,199;-0,00595;6,955
49,3;-0,0079;6,895
49,4;-0,00935;6,825
49,5;-0,011;6,75
49,599;-0,01195;6,665
49,7;-0,01345;6,57
49,8;-0,01455;6,465
49,899;-0,0151;6,355
50;-0,01465;6,245
50,101;-0,0149;6,135
50,2;-0,01475;6,03
50,299;-0,014;5,925
50,399;-0,01335;5,825
50,5;-0,012;5,735
50,6;-0,01145;5,645
50,7;-0,0111;5,56
50,801;-0,01105;5,48
50,9;-0,0101;5,4
51;-0,0096;5,32
51,1;-0,0083;5,255
51,201;-0,0069;5,195
51,299;-0,0059;5,14
51,399;-0,0045;5,09
51,5;-0,00335;5,05
51,599;-0,0017;5,02
51,699;-0,00045;5
51,799;0,00085;4,985
51,9;0,00175;4,98
52;0,00295;4,985
52,101;0,0032;4,99
52,2;0,0039;5
52,3;0,0044;5,01
52,401;0,00445;5,025
52,5;0,00505;5,04
52,599;0,0052;5,055
52,7;0,0053;5,075
52,799;0,0045;5,09
52,9;0,0033;5,095
53;0,0023;5,1
53,1;0,00145;5,095
53,2;0,0008;5,085
53,299;0,0004;5,075
53,399;-0,00135;5,05
53,499;-0,003;5,02
53,599;-0,004;4,975
53,699;-0,0058;4,93
53,799;-0,00775;4,87
53,899;-0,0103;4,795
54;-0,0133;4,7
54,1;-0,01575;4,59
54,2;-0,0174;4,47
54,299;-0,0193;4,335
54,4;-0,02155;4,19
54,5;-0,0235;4,03
54,599;-0,0245;3,86
54,7;-0,02585;3,68
54,8;-0,025;3,505
54,899;-0,02365;3,33
55;-0,0195;3,185
55,099;-0,01505;3,06
55,2;-0,0092;2,97
55,3;-0,00205;2,925
55,4;0,00485;2,92
55,5;0,0114;2,96
55,6;0,01685;3,04
55,699;0,02295;3,155
55,8;0,02625;3,295
55,9;0,02975;3,46
55,999;0,0308;3,63
56,1;0,03165;3,82
56,2;0,03145;4
56,3;0,0309;4,175
56,399;0,02985;4,35
56,5;0,0299;4,525
56,6;0,0279;4,69
56,699;0,0253;4,835
56,799;0,02375;4,975
56,9;0,0228;5,105
56,999;0,02155;5,225
57,1;0,01995;5,34
57,201;0,01755;5,44
57,3;0,01535;5,525
57,399;0,01365;5,6
57,499;0,01215;5,66
57,6;0,0109;5,715
57,699;0,00905;5,76
57,799;0,0077;5,795
57,9;0,00645;5,825
58;0,0049;5,845
58,101;0,0041;5,855
58,2;0,00385;5,86
58,3;0,0037;5,865
58,4;0,004;5,875
58,5;0,0042;5,885
58,599;0,0041;5,895
58,7;0,00425;5,9
58,8;0,00465;5,915
58,899;0,00565;5,935
59,001;0,0069;5,955
59,1;0,00795;5,985
59,199;0,009;6,025
59,299;0,0108;6,075
59,4;0,01305;6,145
59,5;0,01525;6,22
59,6;0,0184;6,31
59,699;0,01995;6,42
59,799;0,0205;6,535
59,9;0,02225;6,665
59,999;0,0222;6,785
60,1;0,02205;6,91
60,2;0,0216;7,035
60,299;0,01785;7,145
60,4;0,01365;7,23
60,499;0,00745;7,28
60,599;0,0031;7,3
60,7;-0,0022;7,28
60,799;-0,00915;7,23
60,9;-0,013;7,145
61;-0,0165;7,035
61,1;-0,01845;6,91
61,2;-0,0207;6,77
61,301;-0,02175;6,62
61,399;-0,02535;6,46
61,501;-0,0229;6,295
61,599;-0,02385;6,135
61,7;-0,0235;5,975
61,801;-0,0214;5,815
61,899;-0,02255;5,67
61,999;-0,0224;5,515
62,099;-0,02375;5,365
62,199;-0,0233;5,21
62,3;-0,0219;5,06
62,399;-0,0242;4,91
62,5;-0,0245;4,75
62,599;-0,0254;4,585
62,7;-0,02445;4,42
62,799;-0,02575;4,255
62,899;-0,0259;4,09
63;-0,0236;3,93
63,101;-0,0222;3,77
63,2;-0,021;3,625
63,3;-0,01735;3,5
63,4;-0,01455;3,39
63,499;-0,0111;3,31
63,6;-0,005;3,26
63,699;-0,00095;3,24
63,8;0,00445;3,255
63,9;0,0081;3,29
64;0,0109;3,35
64,1;0,0147;3,425
64,2;0,01595;3,515
64,3;0,01585;3,61
64,399;0,0147;3,7
64,5;0,01515;3,795
64,6;0,0135;3,88
64,699;0,0108;3,95
64,799;0,0088;4,005
64,899;0,00475;4,045
65;0,00295;4,07
65,1;0;4,07
65,2;-0,0021;4,055
65,3;-0,0056;4,02
65,399;-0,0084;3,97
65,5;-0,01115;3,9
65,599;-0,0151;3,815
65,7;-0,0156;3,72
65,799;-0,01955;3,605
65,9;-0,01905;3,48
66;-0,01935;3,355
66,1;-0,01915;3,23
66,201;-0,01515;3,115
66,299;-0,0148;3,025
66,399;-0,01095;2,95
66,499;-0,0042;2,91
66,6;0,001;2,905
66,7;0,0064;2,93
66,799;0,00875;2,98
66,9;0,01525;3,065
67;0,01915;3,18
67,1;0,0217;3,305
67,2;0,02575;3,46
67,3;0,02525;3,615
67,399;0,02445;3,77
67,5;0,02595;3,935
67,601;0,02665;4,1
67,7;0,02515;4,26
67,8;0,0248;4,415
67,9;0,02485;4,57
67,999;0,0236;4,72
68,1;0,02165;4,865
68,2;0,0206;4,995
68,3;0,02065;5,13
68,401;0,0212;5,255
68,499;0,0174;5,375
68,599;0,0157;5,49
68,699;0,01455;5,59
68,8;0,0166;5,695
68,9;0,0149;5,79
68,999;0,0125;5,875
69,1;0,0131;5,96
69,2;0,0114;6,04
69,3;0,00985;6,105
69,4;0,009;6,16
69,501;0,00855;6,215
69,6;0,0057;6,25
69,701;0,005;6,285
69,801;0,00335;6,3
69,9;0,00135;6,315
70;0,0008;6,315
70,101;0,00205;6,325
70,2;0,0012;6,33
70,299;-0,00015;6,34
70,4;0,0015;6,35
70,5;0,0019;6,36
70,6;0,00225;6,375
70,7;0,0031;6,39
70,8;0,00405;6,415
70,9;0,00635;6,445
71;0,0069;6,485
71,1;0,0082;6,535
71,2;0,0085;6,59
71,3;0,00975;6,645
71,399;0,00945;6,71
71,499;0,00925;6,78
71,599;0,0109;6,85
71,7;0,01065;6,92
71,8;0,00975;6,985
71,9;0,00805;7,04
71,999;0,00425;7,085
72,099;0,00105;7,105
72,199;-0,0022;7,115
72,3;-0,00385;7,095
72,401;-0,00555;7,06
72,5;-0,00905;7,01
72,599;-0,01315;6,94
72,7;-0,01295;6,86
72,8;-0,01485;6,77
72,901;-0,0149;6,67
73;-0,0175;6,565
73,1;-0,01895;6,45
73,2;-0,01905;6,33
73,3;-0,0176;6,21
73,399;-0,0186;6,095
73,501;-0,0172;5,975
73,599;-0,01915;5,865
73,699;-0,018;5,755
73,8;-0,0156;5,65
73,9;-0,0157;5,555
74;-0,0159;5,45
74,101;-0,01465;5,35
74,199;-0,01635;5,255
74,3;-0,014;5,165
74,4;-0,01305;5,075
74,5;-0,0119;4,99
74,6;-0,0124;4,91
74,701;-0,0113;4,83
74,8;-0,01175;4,75
74,9;-0,011;4,68
75;-0,00865;4,61
75,099;-0,0096;4,555
75,199;-0,00855;4,505
75,3;-0,00595;4,46
75,4;-0,005;4,425
75,5;-0,0039;4,395
75,599;-0,0038;4,37
75,7;-0,0016;4,355
75,801;0;4,345
75,9;-0,00105;4,335
76;-0,00095;4,325
76,099;-0,00095;4,315
76,2;-0,00125;4,305
76,3;-0,00175;4,29
76,4;-0,0026;4,27
76,5;-0,0039;4,245
76,6;-0,0051;4,21
76,699;-0,0073;4,16
76,8;-0,00885;4,105
76,899;-0,0114;4,035
76,999;-0,0147;3,95
77,1;-0,01585;3,85
77,199;-0,01875;3,735
77,299;-0,02115;3,61
77,4;-0,0208;3,47
77,501;-0,02045;3,33
77,6;-0,0207;3,19
77,699;-0,0194;3,065
77,799;-0,0152;2,955
77,9;-0,00965;2,87
78;-0,0051;2,815
78,1;0,0003;2,8
78,2;0,00595;2,82
78,299;0,0106;2,87
78,399;0,0145;2,955
78,499;0,0195;3,065
78,6;0,02355;3,2
78,7;0,0263;3,355
78,8;0,0276;3,52
78,901;0,02915;3,69
79;0,0299;3,865
79,1;0,02825;4,03
79,2;0,028;4,2
79,3;0,0276;4,365
79,4;0,0284;4,535
79,5;0,0274;4,7
79,6;0,0269;4,86
79,7;0,02545;5,01
79,8;0,02615;5,165
79,9;0,02625;5,32
80;0,02505;5,475
80,1;0,0256;5,62
80,199;0,02525;5,765
80,3;0,0256;5,92
80,4;0,0263;6,07
80,5;0,02585;6,22
80,599;0,02475;6,37
80,7;0,02205;6,495
80,8;0,01895;6,615
80,9;0,01565;6,71
81;0,01225;6,785
81,1;0,00835;6,83
81,199;0,0035;6,85
81,3;-0,00035;6,84
81,4;-0,0033;6,815
81,499;-0,0068;6,77
81,6;-0,0084;6,71
81,7;-0,0089;6,64
81,799;-0,012;6,56
81,9;-0,01115;6,475
82,001;-0,01095;6,385
82,1;-0,00925;6,305
82,199;-0,00845;6,24
82,299;-0,00675;6,185
82,4;-0,00315;6,145
82,499;-0,00035;6,12
82,6;0,0025;6,115
82,7;0,00515;6,125
82,799;0,0067;6,155
82,9;0,0099;6,195
83,001;0,013;6,255
83,1;0,01575;6,33
83,2;0,0184;6,43
83,299;0,0185;6,53
83,4;0,02055;6,64
83,499;0,01935;6,755
83,6;0,0203;6,87
83,7;0,01945;6,98
83,8;0,01785;7,08
83,899;0,0131;7,16
83,999;0,0081;7,21
84,1;0,0033;7,23
84,2;-0,00185;7,215
84,301;-0,00705;7,165
84,401;-0,01115;7,085
84,5;-0,01455;6,98
84,6;-0,01635;6,865
84,7;-0,0185;6,735
84,801;-0,0205;6,595
84,901;-0,02215;6,44
85;-0,02175;6,285
85,099;-0,0226;6,13
85,199;-0,02155;5,975
85,3;-0,02035;5,825
85,399;-0,0195;5,685
85,499;-0,0207;5,54
85,599;-0,021;5,4
85,699;-0,01955;5,255
85,8;-0,01895;5,115
85,899;-0,0191;4,975
86;-0,0207;4,835
86,1;-0,0206;4,685
86,199;-0,0205;4,535
86,3;-0,0202;4,39
