Temps t / s;Tension U_B1 / V;Tension U_A1 / V
0;0,0051;2,98
0,02;0,0049;2,98
0,04;0,0048;2,985
0,06;0,0046;2,985
0,08;0,00455;2,99
0,1;0,0046;2,995
0,12;0,00445;2,995
0,14;0,0044;2,995
0,16;0,0042;3
0,18;0,00415;3
0,2;0,00395;3,005
0,22;0,00395;3,005
0,24;0,00375;3,01
0,26;0,00375;3,01
0,28;0,00375;3,005
0,3;0,00365;3,01
0,32;0,00365;3,01
0,34;0,00375;3,015
0,36;0,00375;3,015
0,38;0,0037;3,015
0,4;0,0037;3,02
0,42;0,00375;3,015
0,44;0,00365;3,02
0,46;0,00365;3,02
0,48;0,00375;3,025
0,5;0,00365;3,03
0,52;0,0038;3,03
0,54;0,00375;3,03
0,56;0,00365;3,03
0,58;0,00335;3,03
0,6;0,00315;3,03
0,62;0,00295;3,03
0,64;0,00295;3,03
0,66;0,0028;3,035
0,68;0,0027;3,035
0,7;0,00265;3,035
0,72;0,0026;3,035
0,74;0,0027;3,03
0,76;0,00265;3,035
0,78;0,00265;3,035
0,8;0,0028;3,035
0,82;0,0028;3,035
0,84;0,00265;3,04
0,86;0,00245;3,035
0,88;0,0025;3,035
0,9;0,0026;3,035
0,92;0,0026;3,035
0,94;0,00275;3,035
0,96;0,0025;3,035
0,98;0,00235;3,04
1;0,00225;3,04
1,02;0,00215;3,035
1,04;0,00195;3,035
1,06;0,0018;3,035
1,08;0,00185;3,035
1,1;0,00185;3,03
1,12;0,0019;3,035
1,14;0,0021;3,03
1,16;0,0022;3,035
1,18;0,00185;3,03
1,2;0,00175;3,035
1,22;0,0014;3,03
1,24;0,0013;3,03
1,26;0,0013;3,025
1,28;0,0014;3,025
1,3;0,00165;3,025
1,32;0,0021;3,025
1,34;0,0023;3,025
1,36;0,0027;3,025
1,38;0,0032;3,025
1,4;0,0037;3,025
1,42;0,0043;3,03
1,44;0,005;3,035
1,46;0,0056;3,04
1,48;0,0063;3,045
1,5;0,00705;3,05
1,52;0,00775;3,055
1,54;0,0085;3,065
1,56;0,00945;3,075
1,58;0,0101;3,085
1,6;0,0113;3,095
1,62;0,012;3,105
1,64;0,01275;3,12
1,66;0,0134;3,135
1,68;0,0142;3,15
1,7;0,0152;3,165
1,72;0,01525;3,185
1,74;0,01555;3,2
1,76;0,0159;3,22
1,78;0,01615;3,235
1,8;0,0164;3,25
1,82;0,0167;3,27
1,84;0,01705;3,29
1,86;0,0173;3,31
1,88;0,0175;3,33
1,9;0,0178;3,35
1,92;0,01795;3,37
1,94;0,0182;3,39
1,96;0,01845;3,41
1,98;0,01855;3,43
2;0,0186;3,45
2,02;0,01865;3,47
2,04;0,01835;3,49
2,06;0,018;3,515
2,08;0,0177;3,53
2,1;0,01725;3,55
2,12;0,01705;3,565
2,14;0,0167;3,585
2,16;0,0164;3,605
2,18;0,0166;3,62
2,2;0,01575;3,635
2,22;0,0152;3,655
2,24;0,0149;3,67
2,26;0,01445;3,685
2,28;0,01415;3,7
2,3;0,01375;3,715
2,32;0,0131;3,73
2,34;0,01315;3,74
2,36;0,0122;3,755
2,38;0,01145;3,765
2,4;0,01085;3,775
2,42;0,01025;3,785
2,44;0,0099;3,79
2,46;0,00935;3,805
2,48;0,00885;3,81
2,5;0,00815;3,82
2,52;0,0075;3,825
2,54;0,0069;3,835
2,56;0,006;3,835
2,58;0,0054;3,84
2,6;0,00485;3,84
2,62;0,004;3,845
2,64;0,0032;3,845
2,66;0,0026;3,845
2,68;0,00205;3,84
2,7;0,0015;3,845
2,72;0,00115;3,84
2,74;0,00055;3,84
2,76;-0,00025;3,835
2,78;-0,0008;3,83
2,8;-0,0014;3,825
2,82;-0,0019;3,825
2,84;-0,0025;3,815
2,86;-0,00315;3,81
2,88;-0,00365;3,8
2,9;-0,00395;3,79
2,92;-0,00415;3,785
2,94;-0,00505;3,775
2,96;-0,00555;3,765
2,98;-0,00615;3,755
3;-0,00655;3,745
3,02;-0,00695;3,73
3,04;-0,0073;3,72
3,06;-0,0078;3,71
3,08;-0,008;3,695
3,1;-0,00835;3,68
3,12;-0,00895;3,665
3,14;-0,0096;3,65
3,16;-0,0101;3,635
3,18;-0,01065;3,62
3,2;-0,01105;3,6
3,22;-0,0114;3,585
3,24;-0,01175;3,57
3,26;-0,012;3,55
3,28;-0,0122;3,53
