Temps t / s;Tension U_B1 / V;Tension U_A1 / V
30,6;0,02905;3,88
30,7;0,02895;4,06
30,8;0,02855;4,235
30,901;0,02965;4,415
31;0,02955;4,595
31,101;0,0277;4,76
31,2;0,02515;4,92
31,3;0,02505;5,07
31,4;0,0248;5,22
31,501;0,02455;5,375
31,6;0,02275;5,51
31,7;0,02205;5,64
31,8;0,0218;5,765
31,9;0,0217;5,89
32;0,02015;6,005
32,101;0,0202;6,12
32,201;0,0187;6,225
32,3;0,0162;6,32
32,4;0,0135;6,41
32,501;0,0118;6,48
32,6;0,00925;6,53
32,7;0,0057;6,56
32,801;0,00465;6,58
32,9;0,0016;6,585
33,001;0,00105;6,58
33,101;0,0002;6,57
33,2;-0,00095;6,55
33,301;-0,0007;6,535
33,4;-0,0013;6,515
33,5;-0,0005;6,495
33,601;0,00135;6,485
33,7;0,00305;6,49
33,801;0,00395;6,495
33,9;0,005;6,51
34,001;0,00675;6,535
34,1;0,0072;6,565
34,202;0,009;6,605
34,3;0,0098;6,645
34,4;0,0109;6,695
34,501;0,01185;6,755
34,601;0,0118;6,815
34,701;0,0118;6,87
34,801;0,01145;6,925
34,901;0,0103;6,975
35;0,00885;7,02
35,101;0,0065;7,05
35,2;0,00315;7,065
35,301;0,0012;7,06
35,4;-0,0021;7,04
35,501;-0,0038;7,005
35,601;-0,00635;6,955
35,7;-0,0079;6,89
35,801;-0,0093;6,815
35,901;-0,0113;6,73
36;-0,0123;6,64
36,1;-0,0136;6,54
36,2;-0,01525;6,43
36,3;-0,0151;6,32
36,4;-0,01495;6,205
36,501;-0,01465;6,095
36,6;-0,0146;5,99
36,701;-0,0137;5,885
36,801;-0,01275;5,78
36,9;-0,012;5,69
37,001;-0,0113;5,6
37,1;-0,0115;5,51
37,2;-0,01055;5,425
37,301;-0,01035;5,34
37,4;-0,00925;5,26
37,501;-0,00785;5,195
37,6;-0,00715;5,13
37,7;-0,006;5,07
37,801;-0,0047;5,02
37,9;-0,00375;4,98
38,001;-0,00245;4,94
38,1;-0,00125;4,915
38,2;0,00025;4,895
38,301;0,0016;4,885
38,4;0,0029;4,885
38,501;0,0034;4,89
38,601;0,00365;4,895
38,7;0,0045;4,905
38,8;0,00465;4,915
38,9;0,00455;4,925
39;0,0043;4,935
39,1;0,00375;4,945
39,201;0,00305;4,95
39,3;0,00215;4,95
39,4;0,00135;4,945
39,5;0,0006;4,93
39,6;-0,00035;4,915
39,7;-0,0013;4,89
39,8;-0,003;4,86
39,901;-0,00425;4,82
40;-0,0061;4,765
40,101;-0,00895;4,7
40,2;-0,01125;4,62
40,3;-0,0133;4,52
40,4;-0,01565;4,41
40,501;-0,01815;4,285
40,6;-0,02055;4,145
40,7;-0,02275;3,99
40,801;-0,02465;3,82
40,9;-0,02625;3,635
41,001;-0,02615;3,455
41,1;-0,0248;3,28
41,201;-0,0215;3,12
41,3;-0,017;2,985
41,401;-0,01125;2,88
41,5;-0,0039;2,82
41,6;0,00375;2,81
41,7;0,01075;2,845
41,8;0,01705;2,925
41,901;0,02285;3,04
42;0,0273;3,19
42,102;0,0308;3,36
42,2;0,03295;3,55
42,3;0,034;3,745
42,4;0,03435;3,945
42,501;0,03355;4,15
42,6;0,0336;4,34
42,7;0,0339;4,535
42,8;0,032;4,73
42,901;0,0305;4,91
43,001;0,0307;5,09
43,1;0,0308;5,265
43,2;0,02875;5,435
43,301;0,02795;5,6
43,401;0,0277;5,765
43,5;0,02755;5,92
43,601;0,02705;6,08
43,701;0,02725;6,235
43,8;0,0247;6,38
43,9;0,0224;6,515
44,001;0,01865;6,625
44,101;0,01515;6,715
44,2;0,01195;6,785
44,301;0,0075;6,825
44,4;0,00345;6,84
44,501;-0,0002;6,83
44,6;-0,0031;6,8
44,7;-0,00565;6,755
44,801;-0,0078;6,695
44,9;-0,00835;6,63
45;-0,00965;6,555
45,1;-0,0098;6,475
45,201;-0,00935;6,4
45,3;-0,0075;6,33
45,401;-0,00535;6,28
45,5;-0,0027;6,24
45,601;-0,0001;6,215
45,7;0,00275;6,21
45,8;0,00495;6,22
45,9;0,00735;6,245
46;0,0101;6,285
46,101;0,0127;6,345
46,2;0,01525;6,42
46,3;0,01705;6,51
46,4;0,01765;6,605
46,501;0,0184;6,705
46,6;0,01845;6,805
46,701;0,018;6,905
46,8;0,01705;7
46,9;0,0152;7,085
47;0,01125;7,15
47,101;0,00645;7,19
47,2;0,00205;7,195
47,3;-0,00335;7,17
47,4;-0,0077;7,115
47,5;-0,0106;7,04
47,601;-0,01375;6,94
47,701;-0,0157;6,835
47,8;-0,0171;6,715
47,9;-0,019;6,58
48;-0,02115;6,435
48,1;-0,02045;6,29
48,201;-0,02065;6,145
48,3;-0,0205;6
48,401;-0,0196;5,855
48,5;-0,01815;5,725
48,6;-0,01845;5,595
48,7;-0,01875;5,46
48,801;-0,01885;5,325
48,9;-0,01775;5,2
49,001;-0,0173;5,07
49,1;-0,01775;4,945
49,2;-0,01885;4,815
49,301;-0,01875;4,68
49,4;-0,018;4,55
49,5;-0,01735;4,42
49,601;-0,0171;4,295
49,7;-0,01615;4,175
49,8;-0,01565;4,06
49,901;-0,01455;3,95
50;-0,0122;3,855
50,1;-0,0103;3,77
50,2;-0,0082;3,7
50,301;-0,00545;3,645
50,4;-0,0022;3,605
50,5;-5E-05;3,585
50,601;0,00175;3,58
50,7;0,00375;3,585
50,801;0,00465;3,595
50,9;0,00535;3,615
51,001;0,0052;3,635
51,1;0,0047;3,645
51,201;0,00365;3,66
51,3;0,00285;3,66
51,4;0,0017;3,66
51,5;0,00055;3,65
51,601;-0,00075;3,635
51,7;-0,00235;3,61
51,8;-0,00345;3,57
51,901;-0,0052;3,525
52;-0,00625;3,475
52,1;-0,00715;3,415
52,201;-0,0074;3,355
52,301;-0,0072;3,295
52,4;-0,00765;3,235
52,5;-0,00685;3,175
52,601;-0,0051;3,125
52,7;-0,0027;3,085
52,801;-0,0001;3,065
52,9;0,0027;3,06
53;0,0053;3,07
53,1;0,00825;3,105
53,201;0,01085;3,15
53,3;0,01325;3,215
53,401;0,0146;3,29
53,5;0,01675;3,375
53,6;0,01855;3,475
53,701;0,0194;3,585
53,8;0,02005;3,695
53,9;0,02085;3,805
54,001;0,0207;3,92
54,1;0,02035;4,04
54,201;0,01985;4,15
54,3;0,01965;4,26
54,4;0,0186;4,365
54,5;0,0179;4,465
54,601;0,01745;4,565
54,7;0,0165;4,655
54,801;0,0146;4,735
54,901;0,01315;4,81
55,001;0,01105;4,87
55,1;0,0095;4,915
55,2;0,0074;4,955
55,3;0,00555;4,98
55,4;0,00345;4,99
55,501;0,0011;4,99
55,6;-0,0006;4,975
55,701;-0,00235;4,95
55,8;-0,00415;4,91
55,901;-0,00635;4,86
56;-0,00875;4,8
56,1;-0,0117;4,715
56,201;-0,01455;4,615
56,3;-0,01595;4,505
56,4;-0,01785;4,38
56,501;-0,02;4,245
56,6;-0,0221;4,095
56,701;-0,0237;3,935
56,801;-0,025;3,765
56,901;-0,02495;3,59
57,001;-0,0239;3,425
57,1;-0,02115;3,27
57,201;-0,01685;3,14
57,3;-0,0119;3,04
57,401;-0,0053;2,975
57,5;0,00155;2,955
57,6;0,0079;2,975
57,701;0,01305;3,03
57,8;0,01935;3,12
57,9;0,0231;3,25
58,001;0,0268;3,395
58,101;0,0286;3,56
58,2;0,02975;3,73
58,3;0,0299;3,9
58,4;0,02915;4,08
58,5;0,02865;4,245
58,601;0,02765;4,405
58,7;0,02745;4,565
58,8;0,0249;4,715
58,9;0,02235;4,845
59,001;0,0204;4,965
59,1;0,01945;5,075
59,2;0,0177;5,175
59,301;0,01575;5,265
59,4;0,01405;5,34
59,501;0,0112;5,4
59,6;0,00895;5,45
59,7;0,00695;5,485
59,801;0,0046;5,505
59,9;0,0033;5,51
60;0,00195;5,51
60,1;0,0007;5,505
60,201;0;5,49
60,3;-0,0008;5,47
60,401;-0,0015;5,45
60,501;-0,00165;5,425
60,6;-0,0018;5,4
60,7;-0,00175;5,375
60,8;-0,0015;5,345
60,9;-0,0015;5,32
61;-0,00095;5,3
61,1;-0,00015;5,28
61,2;0,00125;5,27
61,3;0,00275;5,265
61,401;0,00345;5,27
61,5;0,00465;5,28
61,601;0,0057;5,305
61,701;0,00675;5,33
61,8;0,00765;5,36
61,901;0,00895;5,4
62,001;0,0105;5,45
62,1;0,0118;5,505
62,2;0,0133;5,57
62,301;0,0138;5,645
62,4;0,0153;5,72
62,501;0,0169;5,81
62,601;0,0188;5,915
62,701;0,02;6,025
62,8;0,02105;6,14
62,9;0,0223;6,26
63;0,02195;6,39
63,1;0,02045;6,51
63,201;0,0183;6,62
63,301;0,0155;6,705
63,4;0,0133;6,78
63,501;0,0091;6,83
63,6;0,0051;6,86
63,701;0,0006;6,86
63,8;-0,0021;6,835
63,9;-0,00485;6,795
64;-0,0081;6,735
64,101;-0,0102;6,66
64,2;-0,0114;6,575
64,3;-0,01335;6,48
64,401;-0,014;6,38
64,501;-0,013;6,28
64,601;-0,0119;6,19
64,7;-0,01045;6,1
64,801;-0,00895;6,025
64,9;-0,00725;5,965
65,001;-0,0045;5,915
65,1;-0,0018;5,885
65,201;0,0009;5,87
65,301;0,00365;5,875
65,4;0,00635;5,89
65,5;0,00855;5,925
65,601;0,01105;5,975
65,7;0,01385;6,04
65,801;0,01595;6,125
65,901;0,0188;6,22
66;0,0219;6,34
66,101;0,02325;6,475
66,2;0,0243;6,605
66,3;0,0234;6,74
66,399;0,02365;6,87
66,5;0,0225;7,005
66,6;0,0198;7,12
66,7;0,0135;7,205
66,801;0,0078;7,255
66,9;0,0025;7,265
67;-0,0032;7,24
67,101;-0,01005;7,18
67,201;-0,0146;7,08
67,3;-0,01775;6,96
67,401;-0,02015;6,825
67,5;-0,02135;6,68
67,601;-0,0243;6,515
67,7;-0,0242;6,34
67,8;-0,02435;6,17
67,9;-0,02425;6
68,001;-0,02295;5,84
68,1;-0,0221;5,68
68,2;-0,0228;5,52
68,3;-0,0226;5,365
68,4;-0,022;5,21
68,501;-0,0217;5,055
68,6;-0,0222;4,905
68,7;-0,02325;4,74
68,801;-0,023;4,58
68,901;-0,0226;4,425
69,001;-0,02235;4,265
69,1;-0,02175;4,115
69,2;-0,02065;3,965
69,3;-0,0198;3,82
69,4;-0,0179;3,685
69,501;-0,01495;3,57
69,6;-0,01105;3,475
69,701;-0,00725;3,41
69,8;-0,00285;3,365
69,9;0,0011;3,345
70,002;0,0037;3,35
70,1;0,0071;3,375
70,201;0,0096;3,415
70,3;0,01185;3,47
70,401;0,0132;3,535
70,5;0,01375;3,6
70,6;0,0133;3,675
70,7;0,01225;3,735
70,801;0,01075;3,79
70,9;0,0093;3,835
71;0,00665;3,865
71,101;0,0036;3,88
71,201;0,0009;3,875
71,301;-0,0013;3,86
71,4;-0,00375;3,825
71,501;-0,006;3,775
71,6;-0,00805;3,715
71,701;-0,0102;3,64
71,8;-0,012;3,55
71,9;-0,0129;3,455
72;-0,01285;3,355
72,101;-0,01345;3,255
72,2;-0,01195;3,16
72,301;-0,009;3,08
72,4;-0,0057;3,02
72,501;-0,0018;2,98
72,601;0,0025;2,97
72,7;0,0063;2,985
72,801;0,00975;3,025
72,901;0,014;3,09
73,001;0,0181;3,18
73,1;0,02005;3,285
73,2;0,0228;3,41
73,3;0,02435;3,545
73,401;0,02485;3,685
73,5;0,02565;3,825
73,6;0,02525;3,975
73,7;0,025;4,12
73,801;0,0247;4,26
73,901;0,02405;4,395
74;0,02445;4,53
74,1;0,0235;4,67
74,201;0,0218;4,795
74,3;0,0206;4,91
74,401;0,01895;5,02
74,501;0,0189;5,125
74,6;0,01815;5,22
74,701;0,0169;5,32
74,8;0,01555;5,4
74,9;0,01365;5,475
75,001;0,0118;5,54
75,1;0,0104;5,59
75,2;0,00895;5,635
75,301;0,0077;5,67
75,4;0,0062;5,7
75,501;0,0048;5,715
75,6;0,00355;5,725
75,701;0,00285;5,73
75,8;0,0024;5,73
75,9;0,0022;5,725
76,001;0,0023;5,725
76,1;0,00285;5,725
76,2;0,00355;5,73
76,3;0,00365;5,735
76,4;0,0041;5,745
76,5;0,0049;5,755
76,6;0,00555;5,775
76,701;0,006;5,795
76,801;0,0074;5,825
76,9;0,0086;5,86
77,001;0,00985;5,905
77,101;0,01205;5,96
77,2;0,0143;6,03
77,301;0,01635;6,115
77,401;0,0187;6,21
77,5;0,022;6,325
77,601;0,0233;6,46
77,7;0,0243;6,59
77,8;0,02405;6,73
77,901;0,02405;6,87
78;0,02385;7,005
78,101;0,02125;7,13
78,2;0,0158;7,23
78,3;0,01085;7,29
78,401;0,0045;7,32
78,5;-0,0004;7,31
78,6;-0,0071;7,265
78,7;-0,0131;7,18
78,801;-0,01735;7,065
78,901;-0,01925;6,93
79;-0,02135;6,785
79,1;-0,02315;6,625
79,2;-0,0253;6,455
79,3;-0,0249;6,28
79,401;-0,02515;6,105
79,501;-0,02455;5,935
79,601;-0,0231;5,775
79,699;-0,02285;5,615
79,8;-0,02385;5,45
79,9;-0,0233;5,285
80;-0,02275;5,125
80,101;-0,0237;4,96
80,201;-0,02515;4,79
80,3;-0,0251;4,615
80,4;-0,0254;4,44
80,501;-0,02565;4,265
80,6;-0,02525;4,085
80,701;-0,0249;3,91
80,8;-0,0241;3,74
80,9;-0,0218;3,58
81,001;-0,0191;3,435
81,101;-0,01535;3,32
81,201;-0,00995;3,23
81,3;-0,00405;3,175
81,401;0,00125;3,155
81,5;0,0069;3,17
81,6;0,0118;3,22
81,701;0,0147;3,295
81,8;0,0177;3,38
81,901;0,0203;3,49
82;0,0207;3,605
82,101;0,02075;3,725
82,2;0,02015;3,84
82,3;0,01855;3,945
82,401;0,01705;4,045
82,5;0,01445;4,125
82,601;0,01175;4,19
82,699;0,00915;4,24
82,8;0,0052;4,265
82,9;0,00195;4,275
83,001;-0,00105;4,26
83,1;-0,00385;4,23
83,201;-0,00685;4,18
83,301;-0,00955;4,11
83,401;-0,01245;4,02
83,5;-0,015;3,92
83,6;-0,01695;3,8
83,7;-0,0197;3,665
83,8;-0,02045;3,52
83,901;-0,0205;3,38
84;-0,01955;3,235
84,101;-0,0162;3,115
84,2;-0,01275;3,01
84,301;-0,00765;2,935
84,4;-0,0018;2,895
84,501;0,0041;2,895
84,6;0,0103;2,93
84,7;0,0147;2,995
84,8;0,0203;3,1
84,9;0,0236;3,23
85;0,0273;3,375
85,1;0,02885;3,545
85,201;0,03;3,715
85,301;0,0298;3,895
85,401;0,0298;4,075
85,501;0,02965;4,245
85,6;0,02955;4,415
85,701;0,0292;4,59
85,8;0,02775;4,755
85,901;0,02615;4,915
86;0,026;5,06
86,1;0,0255;5,21
86,201;0,02445;5,355
86,3;0,0226;5,485
86,4;0,02185;5,615
86,501;0,0212;5,735
86,6;0,0211;5,855
86,7;0,01985;5,97
86,801;0,01855;6,075
86,9;0,0181;6,18
87;0,0167;6,275
87,1;0,0148;6,36
87,201;0,01215;6,43
87,3;0,0095;6,485
87,401;0,00685;6,52
87,5;0,0046;6,54
87,6;0,00305;6,55
87,7;0,00205;6,55
87,8;0,00105;6,545
87,9;0,0004;6,535
88,001;0,00045;6,525
88,1;0,0005;6,515
88,201;0,0007;6,505
88,301;0,00225;6,5
88,401;0,0035;6,51
88,5;0,00475;6,52
88,6;0,0053;6,54
88,701;0,00635;6,565
88,801;0,0072;6,6
88,9;0,00795;6,63
89;0,0091;6,675
89,1;0,0106;6,725
89,2;0,0105;6,775
89,3;0,0105;6,83
89,401;0,01025;6,885
89,501;0,01;6,935
89,601;0,0085;6,985
89,7;0,0073;7,02
89,801;0,0049;7,04
89,9;0,00225;7,05
90;-0,0003;7,04
90,101;-0,00275;7,015
90,2;-0,00475;6,98
90,301;-0,0071;6,925
90,401;-0,00855;6,86
90,5;-0,00995;6,79
90,6;-0,01155;6,705
90,7;-0,0125;6,615
90,8;-0,0144;6,515
90,901;-0,0154;6,405
91;-0,01545;6,295
91,101;-0,01505;6,185
91,201;-0,0151;6,075
91,3;-0,0147;5,97
91,4;-0,014;5,87
91,501;-0,0131;5,77
91,601;-0,01215;5,68
91,701;-0,01135;5,595
91,8;-0,01135;5,515
91,901;-0,0105;5,43
92;-0,00975;5,36
92,1;-0,0088;5,285
92,2;-0,00745;5,22
92,3;-0,00625;5,165
92,401;-0,0051;5,12
92,5;-0,00355;5,08
92,6;-0,00245;5,05
92,701;-0,00105;5,03
92,8;0,00065;5,015
92,9;0,00185;5,015
93,001;0,00265;5,015
93,1;0,0033;5,025
93,2;0,004;5,035
93,3;0,00465;5,05
93,4;0,00495;5,07
93,5;0,00585;5,09
93,601;0,00515;5,115
93,7;0,00545;5,135
93,8;0,0053;5,16
93,9;0,00495;5,18
94;0,0044;5,195
94,1;0,0035;5,205
94,201;0,00225;5,215
94,3;0,0012;5,21
94,4;0,00015;5,2
94,501;-0,00105;5,18
94,6;-0,00225;5,155
94,7;-0,00345;5,125
94,802;-0,00485;5,085
94,9;-0,00655;5,035
95;-0,008;4,975
95,101;-0,01025;4,905
95,2;-0,01255;4,815
95,3;-0,01515;4,715
95,4;-0,0172;4,595
95,501;-0,01875;4,47
95,6;-0,0203;4,33
95,7;-0,0218;4,185
95,8;-0,02285;4,03
95,9;-0,023;3,87
96;-0,02385;3,705
96,101;-0,02215;3,55
96,2;-0,02035;3,405
96,3;-0,0168;3,275
96,4;-0,01165;3,175
96,5;-0,006;3,11
96,6;-0,00055;3,085
96,701;0,0048;3,09
96,8;0,0107;3,13
96,9;0,016;3,205
97;0,01875;3,305
97,1;0,02225;3,425
97,201;0,024;3,56
97,3;0,02535;3,705
97,401;0,0252;3,855
97,5;0,0247;3,995
97,6;0,02345;4,135
97,7;0,0221;4,265
97,801;0,02;4,385
97,9;0,01905;4,495
98;0,01695;4,595
98,1;0,01375;4,675
98,2;0,0103;4,735
98,3;0,00785;4,78
98,401;0,0044;4,8
98,5;0,00145;4,805
98,601;-0,00055;4,79
98,7;-0,00295;4,765
98,8;-0,0062;4,72
98,901;-0,0092;4,655
99;-0,01185;4,575
99,101;-0,014;4,48
99,201;-0,0162;4,37
99,301;-0,01815;4,245
99,4;-0,02055;4,11
99,5;-0,02215;3,96
99,6;-0,02325;3,8
99,7;-0,0243;3,635
99,801;-0,02315;3,475
99,9;-0,02185;3,32
100;-0,01725;3,18
100,1;-0,0131;3,08
100,2;-0,0072;3,005
100,3;-0,0009;2,97
100,401;0,0057;2,98
100,5;0,0108;3,025
100,6;0,0167;3,105
100,701;0,0212;3,22
100,8;0,02475;3,35
100,901;0,02745;3,51
101;0,02875;3,675
101,101;0,02915;3,85
101,2;0,02895;4,02
101,3;0,02835;4,185
101,4;0,0274;4,345
101,501;0,02715;4,505
101,6;0,02565;4,655
101,7;0,0229;4,795
101,801;0,02085;4,92
101,9;0,01925;5,03
102;0,01805;5,135
102,1;0,01615;5,23
102,201;0,01435;5,31
102,3;0,01245;5,375
102,401;0,0099;5,43
102,5;0,0076;5,475
102,6;0,00525;5,495
102,701;0,0033;5,51
102,801;0,00205;5,51
102,901;0,0008;5,51
103,001;0;5,495
103,1;-0,00055;5,48
103,2;-0,00115;5,46
103,3;-0,00165;5,44
103,4;-0,00215;5,415
103,501;-0,0022;5,385
103,6;-0,00205;5,36
103,7;-0,00135;5,335
103,801;-0,0011;5,31
103,901;-0,0004;5,295
104;0,0008;5,285
104,1;0,00205;5,28
104,2;0,0031;5,285
104,3;0,00435;5,295
104,401;0,00525;5,315
104,5;0,0061;5,335
104,6;0,0072;5,365
104,701;0,0083;5,4
104,8;0,0101;5,45
104,9;0,01135;5,505
105;0,01255;5,565
105,101;0,0132;5,64
105,2;0,015;5,715
105,301;0,0168;5,805
