Temps t / s;Tension U_B1 / V;Tension U_A1 / V
18,501;0,0238;4,96
18,6;0,02295;5,09
18,7;0,0239;5,23
18,799;0,0227;5,36
18,9;0,02225;5,49
19;0,02095;5,605
19,1;0,02185;5,73
19,2;0,02205;5,855
19,301;0,0216;5,975
19,4;0,021;6,09
19,5;0,02075;6,205
19,6;0,0195;6,315
19,7;0,0169;6,415
19,801;0,0143;6,495
19,9;0,0118;6,56
20;0,00875;6,605
20,101;0,00565;6,63
20,201;0,0029;6,635
20,3;0,00065;6,63
20,401;-0,00075;6,61
20,5;-0,0022;6,58
20,6;-0,00315;6,545
20,701;-0,00415;6,51
20,8;-0,00445;6,46
20,9;-0,0041;6,42
20,999;-0,004;6,38
21,1;-0,0018;6,345
21,201;0;6,325
21,301;0,00195;6,315
21,4;0,00375;6,32
21,501;0,00555;6,33
21,601;0,0076;6,36
21,701;0,0094;6,395
21,8;0,01115;6,445
21,9;0,0129;6,505
22;0,01335;6,575
22,1;0,0146;6,645
22,2;0,01535;6,725
22,301;0,01515;6,805
22,401;0,0151;6,885
22,5;0,01445;6,955
22,601;0,0131;7,025
22,7;0,01065;7,08
22,8;0,0075;7,12
22,9;0,00385;7,135
23,001;0,00045;7,13
23,1;-0,00345;7,1
23,201;-0,0054;7,055
23,3;-0,00815;6,995
23,401;-0,0097;6,92
23,501;-0,011;6,835
23,601;-0,0127;6,74
23,701;-0,01325;6,64
23,8;-0,0148;6,53
23,901;-0,0156;6,415
24;-0,01545;6,3
24,1;-0,0148;6,19
24,201;-0,0147;6,08
24,301;-0,0142;5,97
24,401;-0,0133;5,865
24,5;-0,01315;5,765
24,599;-0,01225;5,68
24,7;-0,0116;5,59
24,8;-0,01095;5,505
24,901;-0,0104;5,42
25;-0,0102;5,34
25,1;-0,00925;5,26
25,2;-0,0078;5,19
25,3;-0,0074;5,125
25,401;-0,0063;5,07
25,5;-0,00605;5,015
25,6;-0,0044;4,97
25,701;-0,00335;4,925
25,8;-0,0033;4,89
25,9;-0,0011;4,865
26;-0,00015;4,845
26,099;0,00065;4,83
26,2;0,002;4,83
26,3;0,00325;4,835
26,399;0,00295;4,84
26,501;0,00455;4,85
26,6;0,00465;4,865
26,7;0,0044;4,875
26,8;0,00465;4,89
26,9;0,0046;4,9
27;0,00395;4,91
27,1;0,0032;4,915
27,2;0,00215;4,92
27,3;0,00145;4,91
27,401;0,0008;4,905
27,5;-0,00015;4,885
27,6;-0,0012;4,865
27,699;-0,0031;4,835
27,8;-0,0047;4,8
27,9;-0,00575;4,755
28,001;-0,0079;4,69
28,1;-0,01035;4,615
28,201;-0,01185;4,525
28,301;-0,0141;4,425
28,401;-0,01615;4,31
28,5;-0,01875;4,18
28,599;-0,022;4,035
28,7;-0,02375;3,88
28,8;-0,0248;3,71
28,9;-0,025;3,535
29,001;-0,02455;3,36
29,1;-0,0221;3,2
29,2;-0,01965;3,06
29,3;-0,0135;2,945
29,4;-0,0079;2,865
29,5;-0,00095;2,83
29,601;0,0055;2,83
29,701;0,01195;2,88
29,8;0,01595;2,96
29,9;0,02235;3,075
30,001;0,02625;3,22
30,1;0,028;3,375
30,2;0,03035;3,55
30,3;0,03095;3,735
30,4;0,0307;3,915
30,5;0,02935;4,09
30,6;0,0293;4,265
30,7;0,02935;4,435
30,801;0,02905;4,61
30,9;0,02715;4,77
31;0,0257;4,92
31,1;0,0254;5,07
31,2;0,02525;5,215
31,299;0,02345;5,355
31,4;0,02265;5,49
31,501;0,02255;5,615
31,6;0,0218;5,74
31,7;0,0217;5,865
31,801;0,0212;5,985
31,9;0,01995;6,095
32;0,0195;6,205
32,099;0,01705;6,305
32,2;0,0153;6,395
32,301;0,0125;6,47
32,4;0,00985;6,525
32,5;0,00715;6,565
32,6;0,00425;6,58
32,701;0,0023;6,59
32,801;0,0005;6,58
32,9;-0,0006;6,565
33;-0,00145;6,545
33,1;-0,00225;6,52
33,2;-0,0029;6,485
33,3;-0,0028;6,455
33,4;-0,00195;6,425
33,5;-0,00075;6,4
33,6;0,0007;6,39
33,7;0,00235;6,385
33,8;0,00395;6,395
33,9;0,0053;6,41
34;0,00675;6,435
34,1;0,00815;6,47
34,2;0,01;6,52
34,3;0,0098;6,57
34,4;0,0116;6,63
34,5;0,01305;6,695
34,601;0,0129;6,765
34,7;0,01275;6,83
34,8;0,01185;6,895
34,9;0,01095;6,96
35;0,01035;7,015
35,1;0,0082;7,06
35,2;0,00465;7,085
35,3;0,0024;7,095
35,4;-0,0004;7,085
35,5;-0,00395;7,055
35,6;-0,0053;7,01
35,7;-0,0076;6,955
35,801;-0,0085;6,89
35,901;-0,00995;6,815
36;-0,0118;6,725
36,1;-0,01215;6,63
36,201;-0,01325;6,535
36,3;-0,0147;6,43
36,4;-0,01455;6,325
36,5;-0,01375;6,22
36,6;-0,0136;6,115
36,701;-0,01355;6,015
36,8;-0,01265;5,92
36,9;-0,012;5,825
37;-0,01075;5,74
37,1;-0,01005;5,66
37,2;-0,0092;5,58
37,3;-0,00895;5,51
37,401;-0,0081;5,44
37,501;-0,00765;5,375
37,6;-0,0077;5,315
37,7;-0,00645;5,26
37,8;-0,00395;5,215
37,901;-0,00235;5,18
38;-0,00095;5,155
38,1;-0,0002;5,135
38,2;0,0015;5,125
38,301;0,0035;5,125
38,4;0,0038;5,13
38,5;0,00435;5,145
38,601;0,0057;5,16
38,7;0,0067;5,185
38,801;0,00785;5,22
38,9;0,0096;5,255
39,001;0,01075;5,305
39,1;0,01195;5,36
39,201;0,013;5,425
39,3;0,01325;5,485
39,4;0,01305;5,56
39,5;0,01405;5,63
39,601;0,01485;5,705
39,7;0,01465;5,785
39,8;0,01615;5,87
39,9;0,0165;5,955
40,001;0,01595;6,045
40,1;0,01515;6,12
40,199;0,0143;6,2
40,3;0,01325;6,275
40,4;0,0126;6,34
40,5;0,0105;6,395
40,6;0,00765;6,44
40,701;0,0058;6,465
40,8;0,00385;6,475
40,9;0,00215;6,475
41;0,0004;6,47
41,1;-0,00015;6,45
41,201;-0,0006;6,435
41,3;-0,0009;6,41
41,4;-0,0014;6,39
41,5;-0,0003;6,37
41,601;0,00055;6,355
41,7;0,0009;6,34
41,8;0,00235;6,34
41,9;0,0042;6,345
42;0,0055;6,36
42,1;0,00685;6,38
42,201;0,0079;6,415
42,301;0,00955;6,455
42,4;0,01105;6,5
42,5;0,0117;6,555
42,6;0,0127;6,615
42,7;0,0137;6,68
42,799;0,01355;6,75
42,9;0,0139;6,825
43,001;0,0138;6,895
43,101;0,013;6,96
43,2;0,01175;7,02
43,3;0,00965;7,065
43,401;0,00695;7,1
43,501;0,00375;7,115
43,6;0,0006;7,11
43,7;-0,00225;7,085
43,8;-0,00465;7,04
43,9;-0,0067;6,985
44,001;-0,0086;6,915
44,101;-0,00955;6,84
44,201;-0,01145;6,755
44,301;-0,0121;6,665
44,4;-0,0131;6,565
44,5;-0,0141;6,46
44,601;-0,01465;6,35
44,7;-0,0138;6,245
44,8;-0,0134;6,145
44,899;-0,0134;6,04
45;-0,01275;5,945
45,101;-0,01185;5,85
45,201;-0,0111;5,76
45,3;-0,0097;5,68
45,401;-0,00945;5,6
45,501;-0,00895;5,525
45,6;-0,0088;5,45
45,7;-0,0079;5,38
45,801;-0,0074;5,32
45,9;-0,00605;5,26
46;-0,0046;5,21
46,101;-0,00325;5,17
46,2;-0,0023;5,135
46,3;-0,00085;5,105
46,401;0,0001;5,09
46,5;0,00195;5,08
46,6;0,00325;5,08
46,7;0,004;5,085
46,8;0,0051;5,095
46,901;0,00585;5,12
47,001;0,0064;5,145
47,1;0,0077;5,17
47,2;0,00865;5,205
47,3;0,01005;5,245
47,401;0,01095;5,3
47,5;0,0119;5,35
47,6;0,01265;5,415
47,7;0,0129;5,48
47,8;0,01305;5,545
47,9;0,0127;5,605
48,001;0,013;5,67
48,1;0,01315;5,735
48,2;0,01305;5,8
48,3;0,013;5,87
48,401;0,01245;5,935
48,5;0,0124;5,995
48,6;0,01075;6,05
48,7;0,0096;6,09
48,8;0,0083;6,135
48,9;0,0069;6,165
49;0,0057;6,185
49,099;0,00435;6,195
49,2;0,00335;6,2
49,3;0,00285;6,205
49,401;0,00265;6,205
49,5;0,0028;6,205
49,601;0,003;6,21
49,7;0,00375;6,215
49,8;0,0038;6,22
49,9;0,00405;6,23
50;0,0044;6,245
50,1;0,00535;6,255
50,2;0,0059;6,275
50,3;0,007;6,3
50,4;0,00835;6,335
50,5;0,0099;6,375
50,601;0,0115;6,43
50,7;0,0128;6,49
50,8;0,01365;6,56
50,9;0,01445;6,63
51,001;0,01515;6,71
51,1;0,0149;6,79
51,201;0,01485;6,865
51,3;0,01415;6,94
51,4;0,0132;7,01
51,5;0,0112;7,075
51,6;0,00855;7,115
51,7;0,00505;7,14
51,8;0,0021;7,145
51,9;-0,00175;7,13
52;-0,00415;7,09
52,1;-0,00665;7,045
52,2;-0,00885;6,975
52,3;-0,0102;6,895
52,4;-0,01165;6,815
52,5;-0,01255;6,72
52,6;-0,01295;6,625
52,701;-0,01455;6,52
52,8;-0,01535;6,41
52,9;-0,01505;6,295
53;-0,0142;6,19
53,1;-0,01415;6,085
53,201;-0,0139;5,98
53,3;-0,01305;5,885
53,4;-0,01215;5,79
53,5;-0,0109;5,705
53,601;-0,01085;5,62
53,7;-0,01;5,54
53,8;-0,0104;5,465
53,9;-0,00965;5,385
54;-0,00915;5,31
54,101;-0,0082;5,24
54,2;-0,00675;5,18
54,301;-0,0065;5,125
54,401;-0,00525;5,075
54,5;-0,00405;5,03
54,6;-0,00305;4,995
54,7;-0,00205;4,97
54,8;-0,00065;4,945
54,9;0,00025;4,93
55;0,002;4,925
55,1;0,00275;4,925
55,201;0,00315;4,93
55,301;0,0041;4,945
55,4;0,00435;4,955
55,5;0,00495;4,97
55,6;0,005;4,99
55,7;0,0052;5,01
55,8;0,00555;5,03
55,9;0,00575;5,05
56;0,00545;5,075
56,1;0,00465;5,09
56,2;0,0042;5,105
56,3;0,00315;5,115
56,4;0,00195;5,115
56,501;0,0007;5,11
56,601;-0,00015;5,1
56,7;-0,0007;5,08
56,8;-0,00205;5,06
56,9;-0,00335;5,025
57;-0,005;4,985
57,1;-0,0065;4,935
57,2;-0,0085;4,87
57,301;-0,0108;4,795
57,4;-0,01355;4,705
57,5;-0,0159;4,595
57,601;-0,0176;4,475
57,7;-0,01915;4,345
57,8;-0,0209;4,205
57,9;-0,02285;4,05
58;-0,02385;3,89
58,1;-0,02485;3,72
58,2;-0,02425;3,55
58,301;-0,0231;3,39
58,4;-0,0198;3,24
58,5;-0,01535;3,12
58,6;-0,01;3,03
58,7;-0,0041;2,975
58,8;0,0019;2,965
58,901;0,0077;2,99
59,001;0,01275;3,045
59,1;0,0184;3,135
59,201;0,02165;3,26
59,3;0,02515;3,395
59,401;0,02685;3,55
59,5;0,02775;3,715
59,6;0,0284;3,88
59,7;0,02785;4,04
59,8;0,02685;4,205
59,9;0,0258;4,355
60;0,02555;4,505
60,1;0,02405;4,655
60,2;0,0219;4,785
60,3;0,0204;4,9
60,401;0,0181;5,01
60,5;0,01715;5,105
60,6;0,01565;5,195
60,7;0,01425;5,28
60,801;0,0124;5,35
60,9;0,01025;5,41
61;0,0085;5,455
61,101;0,0065;5,49
61,2;0,0051;5,515
61,3;0,00305;5,525
61,4;0,00185;5,525
61,501;-0,00015;5,525
61,6;0,00025;5,515
61,7;-0,0005;5,5
61,8;-0,0008;5,485
61,901;-0,0012;5,465
62;-0,00155;5,445
62,1;-0,00165;5,425
62,2;-0,00175;5,4
62,299;-0,00125;5,385
62,4;-0,00095;5,365
62,5;-0,0004;5,35
62,6;0,0007;5,34
62,7;0,00205;5,335
62,8;0,00275;5,345
62,901;0,00195;5,355
63;0,0042;5,365
63,1;0,0051;5,385
63,201;0,00645;5,415
63,3;0,00785;5,45
63,401;0,00765;5,495
63,5;0,01045;5,55
63,601;0,0118;5,61
63,7;0,0132;5,68
63,8;0,01535;5,76
63,9;0,01795;5,86
64;0,0199;5,97
64,1;0,0212;6,09
64,201;0,02205;6,225
64,3;0,0246;6,375
64,4;0,02455;6,515
64,5;0,02255;6,66
64,6;0,02085;6,785
64,701;0,01685;6,9
64,8;0,0149;6,995
64,901;0,01005;7,065
65;0,00405;7,095
65,1;-0,00195;7,09
65,2;-0,00695;7,05
65,301;-0,0112;6,98
65,4;-0,0144;6,89
65,5;-0,017;6,785
65,6;-0,0177;6,67
65,7;-0,0211;6,535
65,8;-0,02225;6,385
65,9;-0,02175;6,245
66;-0,0217;6,1
66,1;-0,0196;5,965
66,2;-0,0192;5,835
66,3;-0,0166;5,715
66,401;-0,01685;5,605
66,5;-0,0164;5,495
66,6;-0,01435;5,39
66,7;-0,0141;5,295
66,801;-0,0123;5,21
66,9;-0,0112;5,13
67;-0,00975;5,06
67,101;-0,00985;5
67,2;-0,00735;4,95
67,3;-0,0064;4,9
67,401;-0,00535;4,86
67,499;-0,00255;4,83
67,6;-0,00235;4,81
67,701;-0,0007;4,8
67,8;0,00025;4,8
67,9;0,001;4,8
68;0,0012;4,805
68,1;0,00185;4,815
68,2;0,0018;4,825
68,299;0,00325;4,835
68,4;0,0017;4,845
68,501;0,00075;4,85
68,601;0;4,855
68,7;0,00075;4,845
68,8;-0,00125;4,84
68,9;-0,00205;4,83
69,001;-0,0043;4,81
69,1;-0,00415;4,785
69,201;-0,00585;4,755
69,3;-0,00605;4,71
69,4;-0,00955;4,655
69,5;-0,01165;4,58
69,601;-0,01445;4,5
69,7;-0,01565;4,41
69,8;-0,01615;4,3
69,9;-0,0202;4,18
70;-0,0226;4,04
70,101;-0,0258;3,885
70,201;-0,02785;3,725
70,3;-0,02735;3,555
70,4;-0,02735;3,385
70,5;-0,02385;3,22
70,6;-0,0224;3,07
70,7;-0,0178;2,945
70,8;-0,0124;2,855
70,9;-0,0056;2,805
70,999;0,00265;2,8
71,1;0,0091;2,835
71,2;0,0132;2,91
71,3;0,0182;3,01
71,4;0,0226;3,15
71,5;0,0252;3,305
71,6;0,02755;3,48
71,7;0,0282;3,655
71,8;0,02855;3,84
71,9;0,02805;4,02
72,001;0,02755;4,195
72,1;0,0268;4,37
72,2;0,02715;4,545
72,299;0,0274;4,715
72,4;0,02575;4,875
72,501;0,02235;5,025
72,6;0,02375;5,18
72,701;0,02245;5,335
72,8;0,02205;5,485
72,901;0,02165;5,625
73;0,02325;5,765
73,1;0,02205;5,91
73,2;0,0215;6,055
73,3;0,02165;6,195
73,4;0,02025;6,335
73,5;0,01775;6,455
73,601;0,01545;6,565
73,7;0,01175;6,655
73,801;0,00685;6,715
73,9;0,00415;6,76
74;0,00055;6,775
74,101;-0,0038;6,77
74,2;-0,0053;6,75
74,3;-0,0081;6,71
74,4;-0,01005;6,655
74,501;-0,01195;6,595
74,6;-0,0125;6,525
74,701;-0,013;6,45
74,8;-0,01295;6,375
74,901;-0,0118;6,305
75;-0,0101;6,245
75,1;-0,0078;6,2
75,2;-0,00625;6,16
75,299;-0,0028;6,14
75,4;-0,0014;6,13
75,501;0,0011;6,14
75,6;0,0024;6,16
75,7;0,00565;6,195
75,8;0,00695;6,245
75,9;0,0097;6,305
76,001;0,0115;6,385
76,101;0,0138;6,485
76,201;0,01455;6,58
76,3;0,0152;6,685
76,401;0,01475;6,79
76,5;0,01465;6,895
76,6;0,01485;6,995
76,701;0,01195;7,085
76,8;0,00825;7,155
76,9;0,00385;7,2
77,001;-0,0019;7,22
77,101;-0,0056;7,205
77,2;-0,0102;7,16
77,301;-0,01355;7,095
77,4;-0,01545;7,01
77,5;-0,01835;6,905
77,6;-0,0191;6,8
77,701;-0,021;6,675
77,801;-0,0234;6,545
77,9;-0,0239;6,41
78;-0,02275;6,275
78,101;-0,02345;6,145
78,201;-0,02235;6,015
78,301;-0,0216;5,89
78,4;-0,0204;5,77
78,5;-0,0198;5,655
78,6;-0,0197;5,545
78,7;-0,0189;5,435
78,8;-0,01895;5,32
78,9;-0,01885;5,21
79;-0,0185;5,105
79,101;-0,0184;5,005
79,2;-0,01855;4,9
79,3;-0,01855;4,795
79,4;-0,0195;4,685
79,499;-0,0176;4,585
79,6;-0,01725;4,485
79,7;-0,0172;4,385
79,801;-0,0173;4,29
79,901;-0,01595;4,205
80,001;-0,01455;4,13
80,1;-0,0133;4,055
80,199;-0,0111;3,995
80,299;-0,0093;3,945
80,4;-0,00815;3,9
80,5;-0,0063;3,88
80,6;-0,00485;3,86
80,7;-0,004;3,85
80,801;-0,00345;3,845
80,9;-0,00275;3,84
81,001;-0,0029;3,84
81,101;-0,00315;3,84
81,2;-0,00305;3,835
81,3;-0,00415;3,825
81,4;-0,0051;3,815
81,5;-0,0055;3,8
81,6;-0,00565;3,78
81,7;-0,00745;3,75
81,801;-0,00845;3,72
81,9;-0,0096;3,68
82;-0,011;3,63
82,1;-0,01275;3,575
82,201;-0,01385;3,505
82,3;-0,0145;3,435
82,401;-0,0147;3,355
82,5;-0,0148;3,285
82,601;-0,0147;3,205
82,7;-0,01375;3,135
82,801;-0,0116;3,075
82,9;-0,0086;3,035
83,001;-0,00595;3,005
83,1;-0,00315;2,995
83,2;-0,0005;3,005
83,299;0,0022;3,03
83,4;0,00525;3,07
83,5;0,0078;3,135
83,6;0,00965;3,21
83,7;0,01095;3,295
83,8;0,01265;3,39
83,9;0,01425;3,495
84,001;0,01465;3,605
84,101;0,01465;3,715
84,201;0,01525;3,83
84,3;0,0151;3,94
84,401;0,0146;4,05
84,5;0,01435;4,16
84,6;0,0139;4,265
84,702;0,0136;4,37
84,8;0,01295;4,47
84,901;0,01275;4,565
85;0,01215;4,665
85,1;0,0106;4,75
85,2;0,00945;4,83
85,3;0,0077;4,9
85,4;0,00625;4,96
85,5;0,00505;5,015
85,601;0,00375;5,06
85,7;0,00175;5,09
85,801;5E-05;5,11
85,9;-0,00185;5,12
86;-0,00345;5,12
86,1;-0,00515;5,105
86,2;-0,00685;5,08
86,301;-0,00805;5,05
86,401;-0,0101;5,005
86,5;-0,01155;4,955
86,6;-0,0138;4,885
86,701;-0,0159;4,805
86,8;-0,01885;4,71
86,9;-0,02085;4,595
87,001;-0,02195;4,475
87,101;-0,02355;4,345
87,2;-0,02515;4,205
87,301;-0,0267;4,055
87,4;-0,0272;3,9
87,5;-0,028;3,74
87,599;-0,02725;3,58
87,7;-0,0255;3,435
87,8;-0,02275;3,295
87,9;-0,0178;3,185
88,001;-0,0122;3,11
88,101;-0,00705;3,065
88,201;-0,00175;3,06
88,3;0,00325;3,08
88,401;0,0091;3,14
88,5;0,013;3,23
88,6;0,01605;3,34
88,7;0,0192;3,465
88,801;0,02045;3,605
88,9;0,02105;3,755
89;0,02125;3,9
89,102;0,0208;4,045
89,2;0,0193;4,185
89,301;0,018;4,315
89,401;0,0172;4,44
