Temps t / s;Tension U_B1 / V;Tension U_A1 / V
14,899;0,007;6,6
14,999;0,00835;6,665
15,099;0,0089;6,735
15,2;0,00885;6,8
15,3;0,00895;6,87
15,399;0,00815;6,935
15,499;0,0072;7
15,6;0,0052;7,045
15,699;0,0026;7,08
15,799;-0,00055;7,1
15,899;-0,0034;7,095
16;-0,00605;7,075
16,099;-0,0086;7,04
16,2;-0,011;6,985
16,299;-0,01265;6,92
16,401;-0,0128;6,84
16,5;-0,01455;6,76
16,599;-0,01635;6,67
16,7;-0,0174;6,575
16,8;-0,0184;6,47
16,899;-0,0195;6,36
17;-0,0185;6,255
17,1;-0,0178;6,15
17,199;-0,01805;6,05
17,299;-0,0176;5,95
17,399;-0,0169;5,855
17,499;-0,01525;5,76
17,6;-0,01415;5,675
17,699;-0,01425;5,595
17,799;-0,01395;5,52
17,899;-0,0127;5,445
18;-0,0106;5,37
18,1;-0,0115;5,305
18,199;-0,01125;5,24
18,299;-0,00875;5,19
18,4;-0,0077;5,14
18,499;-0,0066;5,095
18,6;-0,0052;5,065
18,699;-0,0052;5,04
18,8;-0,0012;5,025
18,9;-0,0008;5,015
18,999;0,0002;5,015
19,099;0,00095;5,02
19,2;0,00195;5,03
19,299;0,00105;5,045
19,399;0,0035;5,065
19,5;0,00475;5,09
19,599;0,00335;5,115
19,699;0,00565;5,15
19,799;0,0062;5,185
19,899;0,0058;5,225
19,999;0,0073;5,27
20,099;0,00605;5,31
20,2;0,00865;5,355
20,3;0,0072;5,395
20,399;0,0055;5,435
20,5;0,006;5,47
20,599;0,00495;5,495
20,7;0,00415;5,52
20,8;0,0031;5,53
20,901;0,00275;5,545
21;0,002;5,545
21,1;0,00045;5,54
21,2;-0,0001;5,53
21,299;-0,00155;5,52
21,4;-0,00105;5,505
21,499;-0,00135;5,485
21,6;-0,0019;5,465
21,699;-0,00345;5,44
21,8;-0,00265;5,415
21,899;-0,00305;5,385
22;-0,00295;5,355
22,1;-0,00265;5,325
22,199;-0,00235;5,295
22,3;-0,00225;5,27
22,4;-0,00155;5,245
22,5;0,0001;5,225
22,599;0,0007;5,215
22,699;0,00195;5,21
22,8;0,003;5,215
22,9;0,0042;5,22
23;0,0054;5,24
23,099;0,00545;5,255
23,199;0,0068;5,285
23,3;0,0088;5,325
23,399;0,0094;5,37
23,5;0,01195;5,425
23,6;0,01325;5,49
23,7;0,0147;5,565
23,8;0,0154;5,64
23,899;0,0164;5,725
23,999;0,01885;5,83
24,1;0,0208;5,94
24,199;0,02165;6,055
24,3;0,0233;6,18
24,399;0,0241;6,315
24,499;0,0228;6,445
24,599;0,0215;6,565
24,7;0,0186;6,675
24,8;0,01625;6,765
24,9;0,01275;6,835
25;0,0084;6,88
25,1;0,0042;6,9
25,199;0,00015;6,89
25,3;-0,00365;6,86
25,399;-0,00635;6,805
25,5;-0,00925;6,735
25,6;-0,01105;6,655
25,699;-0,01285;6,56
25,799;-0,0143;6,455
25,9;-0,0149;6,345
25,999;-0,0135;6,24
26,1;-0,0128;6,135
26,2;-0,01195;6,045
26,3;-0,01045;5,955
26,399;-0,00825;5,88
26,5;-0,0061;5,82
26,6;-0,0037;5,775
26,7;-0,0014;5,745
26,799;0,00115;5,725
26,899;0,0034;5,725
27;0,00525;5,74
27,1;0,00745;5,77
27,199;0,01025;5,81
27,3;0,01225;5,865
27,4;0,01505;5,935
27,499;0,018;6,03
27,6;0,0194;6,135
27,7;0,0226;6,255
27,8;0,02505;6,39
27,9;0,0251;6,53
28;0,02495;6,675
28,099;0,0247;6,815
28,199;0,0236;6,95
28,299;0,02135;7,075
28,399;0,0162;7,175
28,5;0,0106;7,24
28,6;0,00455;7,27
28,7;-0,00085;7,265
28,8;-0,00735;7,215
28,899;-0,01255;7,135
28,999;-0,01625;7,02
29,099;-0,0177;6,895
29,199;-0,02005;6,76
29,299;-0,02215;6,61
29,4;-0,02395;6,445
29,499;-0,02315;6,28
29,6;-0,02335;6,12
29,7;-0,0224;5,965
29,799;-0,02055;5,815
29,899;-0,0201;5,67
30;-0,0205;5,53
30,099;-0,021;5,385
30,199;-0,0194;5,245
30,3;-0,0187;5,11
30,4;-0,01875;4,98
30,499;-0,0197;4,845
30,599;-0,0201;4,705
30,699;-0,0193;4,565
30,8;-0,01895;4,43
30,9;-0,0185;4,295
31;-0,01825;4,165
31,1;-0,01755;4,04
31,199;-0,0159;3,925
31,3;-0,0141;3,815
31,4;-0,0124;3,72
31,5;-0,00985;3,64
31,6;-0,00665;3,58
31,699;-0,00315;3,54
31,8;-0,0001;3,52
31,899;0,0028;3,515
31,999;0,005;3,53
32,099;0,0068;3,555
32,2;0,00375;3,59
32,3;0,0084;3,635
32,399;0,0088;3,675
32,499;0,0088;3,715
32,601;0,0064;3,755
32,7;0,00665;3,79
32,8;0,0049;3,815
32,899;0,00305;3,82
32,999;0,0012;3,82
33,1;-0,0007;3,81
33,2;-0,0024;3,785
33,3;-0,0043;3,75
33,399;-0,00585;3,705
33,499;-0,0078;3,645
33,6;-0,00995;3,575
33,699;-0,0111;3,495
33,799;-0,0117;3,41
33,9;-0,01195;3,325
34;-0,01225;3,24
34,099;-0,01095;3,155
34,2;-0,00845;3,085
34,299;-0,0056;3,03
34,4;-0,00235;2,995
34,499;0,00105;2,98
34,599;0,0039;2,99
34,7;0,006;3,015
34,799;0,01025;3,06
34,899;0,01375;3,13
34,999;0,016;3,21
35,1;0,01735;3,31
35,201;0,01805;3,415
35,3;0,02065;3,535
35,399;0,02115;3,655
35,5;0,021;3,775
35,599;0,02145;3,9
35,699;0,02075;4,02
35,799;0,02035;4,14
35,9;0,0184;4,255
35,999;0,0193;4,365
36,099;0,01895;4,48
36,2;0,01865;4,59
36,3;0,01775;4,695
36,4;0,01495;4,795
36,502;0,012;4,88
36,601;0,01205;4,96
36,699;0,0128;5,03
36,8;0,01095;5,095
36,9;0,0099;5,155
36,999;0,00855;5,205
37,099;0,00665;5,245
37,199;0,00575;5,275
37,3;0,0014;5,29
37,399;0,00195;5,295
37,5;-0,00075;5,29
37,599;-0,0019;5,275
37,7;-0,00335;5,255
37,8;-0,0064;5,22
37,9;-0,00645;5,18
37,999;-0,0077;5,13
38,1;-0,0088;5,075
38,199;-0,00895;5,01
38,299;-0,0115;4,94
38,4;-0,0133;4,855
38,499;-0,01405;4,76
38,599;-0,017;4,655
38,7;-0,01735;4,545
38,799;-0,01675;4,43
38,9;-0,01895;4,31
38,999;-0,0192;4,19
39,1;-0,0192;4,065
39,199;-0,0188;3,945
39,3;-0,01865;3,83
39,4;-0,0178;3,72
39,5;-0,0144;3,625
39,599;-0,01;3,545
39,699;-0,00645;3,485
39,799;-0,00445;3,45
39,9;-0,00135;3,435
40,001;0,00065;3,44
40,1;0,0045;3,465
40,2;0,00685;3,5
40,299;0,0089;3,555
40,4;0,00995;3,62
40,499;0,01015;3,685
40,6;0,00895;3,75
40,7;0,00985;3,815
40,799;0,0091;3,875
40,901;0,0065;3,93
40,999;0,0073;3,975
41,1;0,0038;4,005
41,199;0,0013;4,02
41,3;-0,0014;4,02
41,4;-0,00355;4,005
41,5;-0,0059;3,98
41,6;-0,0081;3,935
41,7;-0,01055;3,88
41,8;-0,01375;3,805
41,9;-0,01435;3,725
41,999;-0,0169;3,63
42,099;-0,0181;3,52
42,199;-0,017;3,41
42,299;-0,01865;3,295
42,4;-0,01795;3,185
42,5;-0,0151;3,085
42,6;-0,0135;3,005
42,699;-0,00865;2,945
42,8;-0,0043;2,915
42,9;0;2,91
42,999;0,0043;2,935
43,099;0,0076;2,98
43,2;0,01165;3,05
43,299;0,0146;3,145
43,4;0,01705;3,255
43,499;0,01915;3,38
43,599;0,02075;3,51
43,7;0,021;3,655
43,799;0,02255;3,79
43,9;0,02015;3,935
43,999;0,02195;4,07
44,099;0,0201;4,205
44,2;0,0191;4,34
44,3;0,0191;4,47
44,399;0,0203;4,6
44,499;0,01785;4,72
44,599;0,01625;4,835
44,7;0,0156;4,945
44,8;0,01415;5,045
44,9;0,014;5,14
45;0,01325;5,24
45,1;0,0125;5,325
45,199;0,0113;5,41
45,3;0,00905;5,485
45,399;0,00935;5,555
45,499;0,0072;5,61
45,6;0,00625;5,66
45,699;0,0064;5,71
45,799;0,00505;5,75
45,899;0,00385;5,78
46;0,0017;5,805
46,1;-0,0006;5,82
46,199;0,0002;5,83
46,3;-0,00165;5,835
46,399;-0,001;5,835
46,499;-0,0019;5,83
46,599;-0,00175;5,83
46,7;-0,00195;5,835
46,8;-0,0016;5,84
46,9;-0,00075;5,85
46,999;-0,00065;5,86
47,099;0,0007;5,87
47,2;-0,0002;5,885
47,299;0,00185;5,905
47,399;0,0021;5,925
47,499;0,00325;5,96
47,599;0,005;6
47,7;0,00615;6,05
47,8;0,0079;6,115
47,899;0,01005;6,19
47,999;0,0137;6,285
48,1;0,0151;6,39
48,2;0,0158;6,505
48,3;0,01705;6,625
48,399;0,0163;6,75
48,499;0,01595;6,865
48,6;0,0157;6,985
48,699;0,01415;7,095
48,799;0,01035;7,185
48,899;0,005;7,245
49;0,0002;7,275
49,099;-0,0041;7,275
49,2;-0,00995;7,24
49,3;-0,01505;7,17
49,4;-0,01815;7,08
49,5;-0,0206;6,975
49,6;-0,02215;6,85
49,7;-0,02345;6,725
49,8;-0,02485;6,59
49,9;-0,0262;6,445
50;-0,02525;6,295
50,1;-0,02505;6,16
50,2;-0,0247;6,02
50,301;-0,0238;5,88
50,399;-0,0224;5,755
50,5;-0,0219;5,635
50,6;-0,0224;5,515
50,699;-0,0219;5,39
50,799;-0,0222;5,265
50,901;-0,02145;5,145
50,999;-0,0207;5,03
51,1;-0,0216;4,915
51,199;-0,02245;4,79
51,3;-0,0231;4,66
51,4;-0,0226;4,535
51,499;-0,02215;4,41
51,6;-0,0215;4,285
51,7;-0,0215;4,17
51,799;-0,02025;4,06
51,899;-0,01905;3,95
52;-0,01745;3,85
52,1;-0,0157;3,765
52,199;-0,01355;3,695
52,299;-0,0107;3,64
52,401;-0,0075;3,6
52,5;-0,00485;3,575
52,599;-0,00275;3,575
52,7;-0,0006;3,585
52,799;0,00075;3,605
52,899;0,00185;3,635
52,999;0,002;3,665
53,1;0,0019;3,695
53,2;0,0019;3,72
53,3;0,00085;3,75
53,4;-0,0003;3,77
53,499;-0,00155;3,78
53,6;-0,0038;3,78
53,7;-0,0048;3,77
53,799;-0,00635;3,755
53,9;-0,00805;3,72
53,999;-0,0097;3,68
54,099;-0,0112;3,63
54,2;-0,01305;3,57
54,301;-0,0143;3,5
54,399;-0,0153;3,425
54,5;-0,01525;3,345
54,599;-0,0155;3,265
54,699;-0,0152;3,185
54,8;-0,0136;3,11
54,9;-0,0108;3,055
55;-0,00775;3,015
55,1;-0,0048;2,995
55,199;-0,0019;2,99
55,3;0,0015;3,01
55,4;0,0042;3,045
55,5;0,0072;3,105
55,599;0,01;3,18
55,699;0,01115;3,265
55,8;0,0128;3,36
55,899;0,0148;3,465
55,999;0,01525;3,58
56,099;0,0154;3,695
56,2;0,0161;3,81
56,3;0,01565;3,93
56,401;0,01555;4,045
56,5;0,0151;4,16
56,6;0,0144;4,27
56,7;0,01355;4,375
56,799;0,0135;4,48
56,901;0,01335;4,585
57;0,0127;4,68
57,1;0,0114;4,77
57,201;0,00975;4,855
57,301;0,0083;4,93
57,401;0,00735;4,995
57,5;0,0056;5,05
57,6;0,0038;5,095
57,699;0,0024;5,13
57,8;0,0006;5,155
57,899;-0,00135;5,17
58;-0,0031;5,175
58,099;-0,00495;5,16
58,2;-0,0063;5,145
58,3;-0,00725;5,115
58,4;-0,0089;5,075
58,5;-0,0112;5,03
58,601;-0,01245;4,97
58,699;-0,0144;4,905
58,799;-0,0164;4,825
58,899;-0,01955;4,72
59;-0,0214;4,605
59,1;-0,02245;4,485
59,2;-0,02365;4,355
59,3;-0,02485;4,215
59,4;-0,0261;4,075
59,499;-0,02635;3,925
59,6;-0,02695;3,775
59,699;-0,02605;3,62
59,799;-0,0231;3,49
59,899;-0,02095;3,365
59,999;-0,01725;3,26
60,1;-0,0125;3,19
60,199;-0,0071;3,15
60,3;-0,0022;3,14
60,399;0,00315;3,17
60,5;0,00805;3,225
60,6;0,01065;3,3
60,7;0,01375;3,4
60,799;0,01695;3,515
60,899;0,0172;3,64
61;0,01765;3,77
61,1;0,0177;3,895
61,2;0,01675;4,025
61,299;0,01535;4,14
61,4;0,0141;4,25
61,499;0,01195;4,35
61,6;0,01025;4,435
61,699;0,0083;4,51
61,799;0,0056;4,565
61,9;0,00275;4,61
61,999;-0,0004;4,63
62,1;-0,0035;4,635
62,201;-0,0058;4,615
62,299;-0,00865;4,585
62,4;-0,01115;4,54
62,499;-0,01335;4,475
62,6;-0,01595;4,395
62,7;-0,01865;4,295
62,8;-0,02065;4,19
62,901;-0,02395;4,06
63;-0,02605;3,915
63,099;-0,02715;3,765
63,2;-0,029;3,6
63,3;-0,02815;3,44
63,4;-0,0274;3,275
63,5;-0,02425;3,135
63,6;-0,02;3,015
63,699;-0,01375;2,925
63,8;-0,00815;2,865
63,899;-0,00085;2,855
63,999;0,00435;2,88
64,099;0,00975;2,945
64,201;0,01445;3,04
64,299;0,02045;3,17
64,4;0,02235;3,315
64,5;0,0242;3,48
64,6;0,0257;3,655
64,7;0,02605;3,83
64,801;0,0252;4,01
64,9;0,02535;4,18
65;0,02455;4,35
65,1;0,0242;4,515
65,199;0,0238;4,68
65,3;0,0219;4,835
65,4;0,02065;4,98
65,5;0,0206;5,115
65,599;0,0215;5,255
65,699;0,0203;5,39
65,8;0,01765;5,515
65,9;0,01705;5,635
66;0,0169;5,75
66,099;0,01785;5,86
66,199;0,01575;5,97
66,299;0,01455;6,075
66,4;0,01415;6,17
66,499;0,0129;6,265
66,6;0,01115;6,345
66,701;0,00755;6,41
66,799;0,00715;6,46
66,9;0,00315;6,495
66,999;0,0024;6,51
67,099;-0,00075;6,515
67,2;-0,0017;6,51
67,299;-0,0031;6,5
67,399;-0,0036;6,485
67,499;-0,00255;6,465
67,6;-0,00375;6,445
67,699;-0,00215;6,425
67,8;-0,0025;6,41
67,899;0,00015;6,4
68;-0,00085;6,405
68,1;0,00025;6,415
68,199;0,0025;6,43
68,301;0,0027;6,455
68,4;0,0052;6,485
68,499;0,00825;6,53
68,601;0,0062;6,575
68,7;0,00825;6,625
68,8;0,0092;6,685
68,899;0,0115;6,75
68,999;0,01145;6,81
69,099;0,00955;6,87
69,2;0,0094;6,935
69,299;0,0074;6,99
69,4;0,0066;7,04
69,499;0,00585;7,07
69,6;0,00145;7,085
69,7;-0,00095;7,085
69,8;-0,00455;7,065
69,901;-0,0072;7,03
70,001;-0,00905;6,985
70,1;-0,0108;6,925
70,199;-0,01065;6,86
70,3;-0,01335;6,78
70,4;-0,01315;6,695
70,5;-0,0137;6,61
70,6;-0,01645;6,51
70,699;-0,0148;6,41
70,799;-0,01465;6,305
70,9;-0,0147;6,2
70,999;-0,0145;6,105
71,099;-0,01435;6,005
71,2;-0,015;5,91
71,3;-0,0143;5,82
71,399;-0,0117;5,74
71,5;-0,01225;5,66
71,599;-0,01005;5,59
71,7;-0,0096;5,52
71,8;-0,0092;5,45
71,899;-0,0077;5,395
71,999;-0,00685;5,335
72,101;-0,0078;5,28
72,2;-0,00465;5,24
72,3;-0,0031;5,205
72,399;-0,0018;5,18
72,5;-0,00035;5,165
72,6;-0,0004;5,16
72,7;0,0023;5,16
72,8;0,00365;5,17
72,899;0,00465;5,185
72,999;0,00555;5,21
73,099;0,0066;5,235
73,2;0,0083;5,27
73,3;0,00805;5,32
73,4;0,00965;5,375
73,5;0,01215;5,435
73,599;0,01285;5,505
73,7;0,0135;5,575
73,8;0,01305;5,655
73,9;0,0153;5,735
74;0,01655;5,83
74,1;0,01735;5,925
74,199;0,01755;6,025
74,3;0,0178;6,125
74,399;0,0181;6,225
74,499;0,01745;6,33
74,6;0,01535;6,42
74,7;0,01315;6,5
74,799;0,01115;6,56
74,899;0,0082;6,605
74,999;0,00515;6,635
75,1;0,0024;6,645
75,199;0,00015;6,64
75,301;-0,00225;6,62
75,399;-0,00335;6,59
75,5;-0,0048;6,55
75,599;-0,006;6,505
75,7;-0,007;6,45
75,8;-0,00705;6,395
75,9;-0,0068;6,34
76,001;-0,00575;6,285
76,099;-0,00415;6,245
76,2;-0,00245;6,215
76,299;-0,00045;6,195
76,4;0,0012;6,185
76,499;0,0035;6,19
76,6;0,0051;6,205
76,699;0,0071;6,235
76,8;0,009;6,275
76,899;0,0115;6,33
77;0,01375;6,4
77,1;0,0155;6,48
77,201;0,01585;6,565
77,299;0,0173;6,66
77,4;0,0172;6,755
77,5;0,0169;6,855
77,6;0,0164;6,945
77,7;0,0154;7,035
77,8;0,0136;7,11
77,9;0,00965;7,17
78;0,0057;7,205
78,099;0,0013;7,205
78,2;-0,0034;7,185
78,299;-0,00665;7,14
78,4;-0,0099;7,07
78,499;-0,0121;6,985
78,6;-0,01335;6,89
78,7;-0,01515;6,785
78,799;-0,01565;6,675
78,9;-0,0174;6,555
78,999;-0,0184;6,43
79,1;-0,018;6,3
79,199;-0,0172;6,175
79,299;-0,01695;6,055
79,4;-0,01655;5,935
79,499;-0,0155;5,825
79,6;-0,0142;5,715
79,699;-0,01375;5,615
79,8;-0,01415;5,515
79,9;-0,01395;5,41
80;-0,01395;5,31
80,1;-0,01295;5,21
80,199;-0,0125;5,12
80,3;-0,01175;5,03
80,399;-0,01185;4,94
80,499;-0,01225;4,85
80,6;-0,0124;4,755
80,7;-0,0119;4,67
80,799;-0,0105;4,585
80,9;-0,0101;4,505
81;-0,0092;4,43
81,1;-0,008;4,365
81,2;-0,00715;4,3
81,299;-0,0058;4,25
81,399;-0,0038;4,2
81,5;-0,00315;4,17
81,599;-0,00165;4,14
81,7;-0,0003;4,12
81,8;0,00015;4,11
81,901;0,0007;4,1
81,999;0,00095;4,09
82,1;0,00085;4,085
82,199;0,0009;4,075
82,3;0,0005;4,065
82,4;0,0003;4,055
82,5;-5E-05;4,04
82,6;-0,0009;4,025
82,7;-0,0019;4
82,799;-0,0032;3,965
82,9;-0,0048;3,93
83;-0,0067;3,875
83,099;-0,0078;3,815
83,201;-0,0098;3,74
83,299;-0,01135;3,66
83,4;-0,0134;3,565
83,499;-0,014;3,465
83,6;-0,0136;3,365
83,699;-0,0142;3,26
83,799;-0,0132;3,16
83,9;-0,0107;3,07
83,999;-0,0077;3
84,1;-0,0047;2,945
84,2;-0,00065;2,92
84,3;0,00315;2,915
84,399;0,0072;2,94
84,5;0,00975;2,98
84,6;0,0134;3,04
84,7;0,0169;3,125
84,799;0,01865;3,225
84,9;0,0202;3,335
85;0,0218;3,46
85,099;0,02255;3,58
85,2;0,02235;3,715
85,3;0,02255;3,84
85,399;0,0221;3,965
85,499;0,02205;4,09
85,6;0,02125;4,215
85,701;0,02005;4,335
85,8;0,02035;4,445
85,9;0,02025;4,56
86;0,01985;4,67
86,1;0,0188;4,775
86,199;0,0173;4,87
86,3;0,0165;4,965
86,399;0,0153;5,045
86,5;0,01465;5,125
86,6;0,0142;5,205
86,699;0,0132;5,275
86,8;0,01205;5,34
86,9;0,01085;5,395
86,999;0,0094;5,445
