BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;86;627;627;86
750;13;1122;1122;13
1250;2;293;293;2
1750;2;28;28;2
2250;2;10;10;2
2750;1;0;0;1
3250;1;2;2;1
3750;1;2;2;1
4250;2;0;0;2
4750;2;2;2;2
5250;2;0;0;2
5750;2;0;0;2
6250;1;3;3;1
6750;1;3;3;1
7250;3;4;4;3
7750;3;0;0;3
8250;2;3;3;2
8750;0;1;1;0
9250;2;3;3;2
9750;3;0;0;3
10250;2;3;3;2
10750;1;0;0;1
11250;2;1;1;2
11750;0;2;2;0
12250;0;0;0;0
12750;2;4;4;2
13250;0;0;0;0
13750;1;0;0;1
14250;5;0;0;5
14750;0;3;3;0
15250;0;0;0;0
15750;0;1;1;0
16250;0;1;1;0
16750;0;0;0;0
17250;2;4;4;2
17750;1;5;5;1
18250;1;4;4;1
18750;6;1;1;6
19250;2;2;2;2
19750;3;1;1;3
20250;2;2;2;2
20750;1;1;1;1
21250;2;1;1;2
21750;3;0;0;3
22250;2;1;1;2
22750;2;2;2;2
23250;2;2;2;2
23750;1;3;3;1
24250;2;2;2;2
24750;0;1;1;0
25250;2;2;2;2
25750;1;1;1;1
26250;0;2;2;0
26750;2;1;1;2
27250;2;0;0;2
27750;2;1;1;2
28250;1;4;4;1
28750;1;3;3;1
29250;2;3;3;2
29750;2;2;2;2
30250;1;2;2;1
30750;2;2;2;2
31250;2;3;3;2
31750;1;1;1;1
32250;6;3;3;6
32750;2;3;3;2
33250;6;1;1;6
33750;4;4;4;4
34250;1;1;1;1
34750;0;3;3;0
35250;2;0;0;2
35750;2;1;1;2
36250;1;0;0;1
36750;0;5;5;0
37250;2;1;1;2
37750;0;2;2;0
38250;2;2;2;2
38750;0;2;2;0
39250;3;2;2;3
39750;0;1;1;0
40250;3;4;4;3
40750;3;3;3;3
41250;4;0;0;4
41750;2;1;1;2
42250;0;1;1;0
42750;1;2;2;1
43250;2;2;2;2
43750;6;0;0;6
44250;3;0;0;3
44750;4;4;4;4
45250;1;2;2;1
45750;1;3;3;1
46250;3;2;2;3
46750;1;1;1;1
47250;3;3;3;3
47750;1;3;3;1
48250;3;3;3;3
48750;3;1;1;3
49250;5;1;1;5
49750;5;2;2;5
50250;2;1;1;2
50750;2;4;4;2
51250;1;1;1;1
51750;1;1;1;1
52250;2;5;5;2
52750;4;2;2;4
53250;5;1;1;5
53750;9;6;6;9
54250;7;6;6;7
54750;2;9;9;2
55250;6;4;4;6
55750;1;3;3;1
56250;4;6;6;4
56750;5;3;3;5
57250;3;1;1;3
57750;3;4;4;3
58250;7;2;2;7
58750;3;7;7;3
59250;1;2;2;1
59750;1;1;1;1
60250;2;1;1;2
60750;3;0;0;3
61250;5;1;1;5
61750;3;4;4;3
62250;3;1;1;3
62750;0;0;0;0
63250;3;3;3;3
63750;3;2;2;3
64250;3;3;3;3
64750;1;3;3;1
65250;6;3;3;6
65750;3;2;2;3
66250;1;0;0;1
66750;3;2;2;3
67250;0;1;1;0
67750;3;1;1;3
68250;1;4;4;1
68750;0;0;0;0
69250;1;3;3;1
69750;2;2;2;2
70250;0;1;1;0
70750;2;0;0;2
71250;3;1;1;3
71750;2;4;4;2
72250;2;1;1;2
72750;2;1;1;2
73250;0;0;0;0
73750;3;1;1;3
74250;1;4;4;1
74750;0;0;0;0
75250;2;0;0;2
75750;3;3;3;3
76250;3;1;1;3
76750;3;3;3;3
77250;2;4;4;2
77750;2;4;4;2
78250;0;1;1;0
78750;0;4;4;0
79250;0;0;0;0
79750;2;2;2;2
80250;1;2;2;1
80750;3;2;2;3
81250;2;2;2;2
81750;1;1;1;1
82250;1;1;1;1
82750;2;2;2;2
83250;2;1;1;2
83750;0;1;1;0
84250;3;2;2;3
84750;2;0;0;2
85250;1;2;2;1
85750;2;3;3;2
86250;0;0;0;0
86750;3;1;1;3
87250;4;4;4;4
87750;1;1;1;1
88250;0;1;1;0
88750;3;2;2;3
89250;1;1;1;1
89750;2;0;0;2
90250;2;1;1;2
90750;2;1;1;2
91250;4;4;4;4
91750;0;1;1;0
92250;4;1;1;4
92750;0;2;2;0
93250;0;2;2;0
93750;2;0;0;2
94250;2;0;0;2
94750;2;1;1;2
95250;2;2;2;2
95750;0;1;1;0
96250;2;0;0;2
96750;2;3;3;2
97250;1;3;3;1
97750;2;1;1;2
98250;0;0;0;0
98750;5;0;0;5
99250;0;4;4;0
99750;3;0;0;3
