BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;171;1276;1276;171
750;23;2180;2180;23
1250;10;553;553;10
1750;4;72;72;4
2250;2;17;17;2
2750;4;5;5;4
3250;4;5;5;4
3750;2;1;1;2
4250;5;2;2;5
4750;2;1;1;2
5250;3;3;3;3
5750;5;4;4;5
6250;2;3;3;2
6750;4;3;3;4
7250;2;4;4;2
7750;1;1;1;1
8250;4;2;2;4
8750;2;0;0;2
9250;1;1;1;1
9750;4;5;5;4
10250;2;3;3;2
10750;6;0;0;6
11250;1;3;3;1
11750;2;1;1;2
12250;3;0;0;3
12750;3;0;0;3
13250;4;0;0;4
13750;1;1;1;1
14250;1;3;3;1
14750;2;1;1;2
15250;1;2;2;1
15750;2;2;2;2
16250;4;5;5;4
16750;1;6;6;1
17250;5;0;0;5
17750;2;2;2;2
18250;3;3;3;3
18750;1;1;1;1
19250;1;1;1;1
19750;7;3;3;7
20250;1;2;2;1
20750;1;3;3;1
21250;3;1;1;3
21750;0;2;2;0
22250;1;2;2;1
22750;3;0;0;3
23250;2;4;4;2
23750;3;3;3;3
24250;0;1;1;0
24750;1;3;3;1
25250;3;6;6;3
25750;6;2;2;6
26250;1;4;4;1
26750;4;1;1;4
27250;1;3;3;1
27750;0;3;3;0
28250;0;1;1;0
28750;5;3;3;5
29250;4;2;2;4
29750;1;3;3;1
30250;4;4;4;4
30750;1;4;4;1
31250;3;5;5;3
31750;3;1;1;3
32250;2;4;4;2
32750;4;1;1;4
33250;1;2;2;1
33750;1;2;2;1
34250;2;2;2;2
34750;3;2;2;3
35250;2;4;4;2
35750;2;0;0;2
36250;3;1;1;3
36750;1;5;5;1
37250;2;1;1;2
37750;0;2;2;0
38250;0;2;2;0
38750;5;4;4;5
39250;6;2;2;6
39750;3;4;4;3
40250;2;1;1;2
40750;2;2;2;2
41250;1;5;5;1
41750;3;4;4;3
42250;3;2;2;3
42750;2;2;2;2
43250;2;2;2;2
43750;10;2;2;10
44250;5;1;1;5
44750;5;2;2;5
45250;6;5;5;6
45750;1;4;4;1
46250;1;2;2;1
46750;1;5;5;1
47250;0;10;10;0
47750;1;6;6;1
48250;0;2;2;0
48750;4;1;1;4
49250;8;1;1;8
49750;4;4;4;4
50250;3;4;4;3
50750;5;7;7;5
51250;4;3;3;4
51750;2;3;3;2
52250;6;2;2;6
52750;8;4;4;8
53250;6;4;4;6
53750;9;3;3;9
54250;16;10;10;16
54750;7;9;9;7
55250;8;12;12;8
55750;5;7;7;5
56250;10;4;4;10
56750;10;8;8;10
57250;5;3;3;5
57750;10;6;6;10
58250;5;3;3;5
58750;5;2;2;5
59250;2;4;4;2
59750;3;5;5;3
60250;6;4;4;6
60750;5;9;9;5
61250;8;3;3;8
61750;5;5;5;5
62250;2;2;2;2
62750;4;3;3;4
63250;2;1;1;2
63750;5;3;3;5
64250;4;3;3;4
64750;1;1;1;1
65250;1;4;4;1
65750;0;3;3;0
66250;6;7;7;6
66750;4;6;6;4
67250;3;3;3;3
67750;3;2;2;3
68250;2;3;3;2
68750;2;2;2;2
69250;4;3;3;4
69750;5;1;1;5
70250;0;1;1;0
70750;8;3;3;8
71250;3;0;0;3
71750;4;3;3;4
72250;1;3;3;1
72750;2;4;4;2
73250;7;3;3;7
73750;3;7;7;3
74250;2;2;2;2
74750;2;1;1;2
75250;1;5;5;1
75750;4;3;3;4
76250;2;2;2;2
76750;0;2;2;0
77250;0;1;1;0
77750;3;2;2;3
78250;2;1;1;2
78750;5;4;4;5
79250;1;3;3;1
79750;2;2;2;2
80250;1;6;6;1
80750;1;2;2;1
81250;1;9;9;1
81750;0;1;1;0
82250;1;2;2;1
82750;2;3;3;2
83250;3;5;5;3
83750;1;1;1;1
84250;3;5;5;3
84750;2;3;3;2
85250;2;1;1;2
85750;0;2;2;0
86250;0;2;2;0
86750;2;1;1;2
87250;3;0;0;3
87750;2;4;4;2
88250;2;2;2;2
88750;0;2;2;0
89250;4;4;4;4
89750;1;0;0;1
90250;2;3;3;2
90750;3;3;3;3
91250;1;2;2;1
91750;3;0;0;3
92250;1;0;0;1
92750;1;7;7;1
93250;2;1;1;2
93750;2;1;1;2
94250;2;2;2;2
94750;2;4;4;2
95250;2;1;1;2
95750;3;1;1;3
96250;1;1;1;1
96750;2;6;6;2
97250;2;0;0;2
97750;3;4;4;3
98250;2;2;2;2
98750;3;3;3;3
99250;4;5;5;4
99750;1;1;1;1
