BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;409;3459;3459;409
750;69;5800;5800;69
1250;19;1570;1570;19
1750;5;196;196;5
2250;13;38;38;13
2750;8;18;18;8
3250;5;13;13;5
3750;5;9;9;5
4250;5;9;9;5
4750;4;5;5;4
5250;7;6;6;7
5750;4;8;8;4
6250;7;7;7;7
6750;7;6;6;7
7250;3;3;3;3
7750;4;11;11;4
8250;5;7;7;5
8750;5;10;10;5
9250;1;2;2;1
9750;2;5;5;2
10250;9;3;3;9
10750;8;9;9;8
11250;13;4;4;13
11750;2;4;4;2
12250;4;8;8;4
12750;6;6;6;6
13250;7;6;6;7
13750;3;12;12;3
14250;9;3;3;9
14750;7;10;10;7
15250;4;3;3;4
15750;8;9;9;8
16250;11;10;10;11
16750;2;7;7;2
17250;3;4;4;3
17750;1;2;2;1
18250;2;8;8;2
18750;7;6;6;7
19250;7;3;3;7
19750;8;6;6;8
20250;10;6;6;10
20750;8;9;9;8
21250;6;8;8;6
21750;7;4;4;7
22250;8;5;5;8
22750;7;6;6;7
23250;4;4;4;4
23750;9;8;8;9
24250;6;11;11;6
24750;6;7;7;6
25250;9;5;5;9
25750;5;4;4;5
26250;6;3;3;6
26750;3;6;6;3
27250;5;4;4;5
27750;8;8;8;8
28250;8;7;7;8
28750;7;6;6;7
29250;4;6;6;4
29750;1;3;3;1
30250;7;2;2;7
30750;5;7;7;5
31250;6;4;4;6
31750;6;5;5;6
32250;5;7;7;5
32750;3;2;2;3
33250;7;7;7;7
33750;9;4;4;9
34250;7;8;8;7
34750;7;8;8;7
35250;8;5;5;8
35750;11;8;8;11
36250;6;5;5;6
36750;3;4;4;3
37250;5;7;7;5
37750;4;4;4;4
38250;9;3;3;9
38750;6;4;4;6
39250;9;10;10;9
39750;6;1;1;6
40250;7;7;7;7
40750;8;7;7;8
41250;2;7;7;2
41750;7;6;6;7
42250;3;7;7;3
42750;5;9;9;5
43250;9;6;6;9
43750;12;5;5;12
44250;13;5;5;13
44750;18;6;6;18
45250;17;14;14;17
45750;10;8;8;10
46250;12;16;16;12
46750;6;18;18;6
47250;5;26;26;5
47750;6;17;17;6
48250;9;8;8;9
48750;4;9;9;4
49250;21;3;3;21
49750;14;5;5;14
50250;17;17;17;17
50750;8;15;15;8
51250;5;13;13;5
51750;6;6;6;6
52250;17;5;5;17
52750;21;4;4;21
53250;21;15;15;21
53750;23;20;20;23
54250;30;13;13;30
54750;26;28;28;26
55250;32;18;18;32
55750;17;27;27;17
56250;15;22;22;15
56750;18;16;16;18
57250;13;11;11;13
57750;16;25;25;16
58250;13;14;14;13
58750;10;13;13;10
59250;10;10;10;10
59750;13;11;11;13
60250;14;11;11;14
60750;9;6;6;9
61250;11;12;12;11
61750;7;10;10;7
62250;11;6;6;11
62750;6;11;11;6
63250;15;8;8;15
63750;6;4;4;6
64250;9;12;12;9
64750;12;8;8;12
65250;6;10;10;6
65750;7;8;8;7
66250;7;10;10;7
66750;7;6;6;7
67250;6;4;4;6
67750;2;2;2;2
68250;6;9;9;6
68750;7;14;14;7
69250;11;3;3;11
69750;3;3;3;3
70250;9;7;7;9
70750;7;6;6;7
71250;2;4;4;2
71750;4;3;3;4
72250;6;6;6;6
72750;8;12;12;8
73250;5;5;5;5
73750;12;5;5;12
74250;7;8;8;7
74750;9;5;5;9
75250;6;10;10;6
75750;8;9;9;8
76250;5;6;6;5
76750;9;6;6;9
77250;8;1;1;8
77750;12;0;0;12
78250;5;8;8;5
78750;4;9;9;4
79250;9;8;8;9
79750;12;6;6;12
80250;7;5;5;7
80750;5;2;2;5
81250;3;2;2;3
81750;8;6;6;8
82250;2;9;9;2
82750;3;2;2;3
83250;3;8;8;3
83750;6;6;6;6
84250;6;1;1;6
84750;5;6;6;5
85250;7;5;5;7
85750;5;2;2;5
86250;10;9;9;10
86750;3;6;6;3
87250;8;7;7;8
87750;7;6;6;7
88250;5;4;4;5
88750;6;7;7;6
89250;8;2;2;8
89750;4;2;2;4
90250;7;7;7;7
90750;4;6;6;4
91250;7;6;6;7
91750;8;3;3;8
92250;6;8;8;6
92750;5;5;5;5
93250;7;8;8;7
93750;5;4;4;5
94250;7;7;7;7
94750;7;7;7;7
95250;0;7;7;0
95750;7;4;4;7
96250;5;5;5;5
96750;7;4;4;7
97250;8;4;4;8
97750;5;9;9;5
98250;5;6;6;5
98750;5;6;6;5
99250;4;5;5;4
99750;9;3;3;9
