BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;438;3581;3581;438
750;61;6356;6356;61
1250;16;1687;1687;16
1750;6;210;210;6
2250;9;40;40;9
2750;10;12;12;10
3250;2;9;9;2
3750;7;2;2;7
4250;4;6;6;4
4750;7;9;9;7
5250;5;8;8;5
5750;5;6;6;5
6250;6;4;4;6
6750;3;2;2;3
7250;6;6;6;6
7750;5;4;4;5
8250;8;8;8;8
8750;6;4;4;6
9250;9;7;7;9
9750;2;5;5;2
10250;4;3;3;4
10750;6;7;7;6
11250;2;4;4;2
11750;4;6;6;4
12250;4;5;5;4
12750;2;6;6;2
13250;4;2;2;4
13750;3;3;3;3
14250;5;3;3;5
14750;4;5;5;4
15250;9;5;5;9
15750;3;1;1;3
16250;3;8;8;3
16750;2;3;3;2
17250;5;3;3;5
17750;4;2;2;4
18250;3;5;5;3
18750;4;4;4;4
19250;2;6;6;2
19750;6;3;3;6
20250;5;2;2;5
20750;2;3;3;2
21250;3;5;5;3
21750;6;2;2;6
22250;1;2;2;1
22750;4;5;5;4
23250;4;4;4;4
23750;4;3;3;4
24250;5;2;2;5
24750;5;6;6;5
25250;6;2;2;6
25750;3;7;7;3
26250;2;2;2;2
26750;3;6;6;3
27250;6;5;5;6
27750;2;6;6;2
28250;6;2;2;6
28750;3;8;8;3
29250;2;4;4;2
29750;1;2;2;1
30250;2;6;6;2
30750;7;4;4;7
31250;6;1;1;6
31750;4;6;6;4
32250;8;5;5;8
32750;4;4;4;4
33250;4;5;5;4
33750;2;4;4;2
34250;2;3;3;2
34750;0;6;6;0
35250;3;2;2;3
35750;2;4;4;2
36250;4;4;4;4
36750;4;4;4;4
37250;6;0;0;6
37750;3;2;2;3
38250;4;3;3;4
38750;6;3;3;6
39250;7;3;3;7
39750;2;10;10;2
40250;5;7;7;5
40750;3;7;7;3
41250;3;5;5;3
41750;4;4;4;4
42250;2;4;4;2
42750;1;4;4;1
43250;8;2;2;8
43750;16;5;5;16
44250;25;4;4;25
44750;14;4;4;14
45250;16;2;2;16
45750;7;9;9;7
46250;7;9;9;7
46750;6;18;18;6
47250;1;15;15;1
47750;4;19;19;4
48250;3;7;7;3
48750;5;2;2;5
49250;19;8;8;19
49750;18;5;5;18
50250;11;8;8;11
50750;5;16;16;5
51250;6;10;10;6
51750;9;4;4;9
52250;11;6;6;11
52750;15;9;9;15
53250;20;4;4;20
53750;25;14;14;25
54250;15;16;16;15
54750;20;15;15;20
55250;27;30;30;27
55750;18;24;24;18
56250;14;17;17;14
56750;20;22;22;20
57250;22;13;13;22
57750;16;11;11;16
58250;15;21;21;15
58750;16;9;9;16
59250;11;2;2;11
59750;9;13;13;9
60250;10;1;1;10
60750;8;9;9;8
61250;8;16;16;8
61750;10;8;8;10
62250;10;12;12;10
62750;9;10;10;9
63250;7;10;10;7
63750;5;5;5;5
64250;8;7;7;8
64750;10;11;11;10
65250;6;2;2;6
65750;6;4;4;6
66250;4;6;6;4
66750;3;9;9;3
67250;2;3;3;2
67750;9;8;8;9
68250;7;1;1;7
68750;4;3;3;4
69250;4;8;8;4
69750;2;4;4;2
70250;4;5;5;4
70750;5;8;8;5
71250;3;8;8;3
71750;7;5;5;7
72250;2;1;1;2
72750;5;4;4;5
73250;3;2;2;3
73750;2;4;4;2
74250;4;1;1;4
74750;2;4;4;2
75250;6;2;2;6
75750;4;7;7;4
76250;1;3;3;1
76750;7;3;3;7
77250;4;4;4;4
77750;10;4;4;10
78250;2;3;3;2
78750;3;3;3;3
79250;4;3;3;4
79750;4;0;0;4
80250;8;7;7;8
80750;6;4;4;6
81250;2;5;5;2
81750;1;5;5;1
82250;4;4;4;4
82750;9;6;6;9
83250;9;6;6;9
83750;3;5;5;3
84250;4;4;4;4
84750;5;6;6;5
85250;5;4;4;5
85750;3;4;4;3
86250;4;4;4;4
86750;2;2;2;2
87250;4;6;6;4
87750;4;5;5;4
88250;1;6;6;1
88750;2;7;7;2
89250;5;7;7;5
89750;4;4;4;4
90250;6;1;1;6
90750;3;3;3;3
91250;3;3;3;3
91750;3;0;0;3
92250;7;4;4;7
92750;7;2;2;7
93250;2;7;7;2
93750;2;4;4;2
94250;3;2;2;3
94750;3;4;4;3
95250;7;3;3;7
95750;3;4;4;3
96250;6;5;5;6
96750;3;8;8;3
97250;3;4;4;3
97750;2;0;0;2
98250;2;0;0;2
98750;3;6;6;3
99250;5;7;7;5
99750;6;1;1;6
