"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 11:43:57
"Stop Time:"; 11:44:14

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";30            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000240;-0.0084780;;11:43:57:553
-0.000243;-0.0084778;;11:43:58:154
-0.000244;-0.0084777;;11:43:58:755
0.005531;-0.0084775;;11:43:59:356
0.214917;-0.0084776;;11:43:59:957
0.260161;-0.0084777;;11:44:00:558
0.312140;-0.0084778;;11:44:01:159
0.349514;-0.0084777;;11:44:01:760
0.433634;-0.0084778;;11:44:02:361
0.485198;-0.0084775;;11:44:02:962
0.530543;-0.0084780;;11:44:03:563
0.599171;-0.0084778;;11:44:04:164
0.606657;-0.0084777;;11:44:04:765
0.589623;-0.0084777;;11:44:05:366
0.614240;-0.0084779;;11:44:05:967
0.676310;-0.0084777;;11:44:06:568
0.686138;-0.0084774;;11:44:07:169
0.695508;-0.0084778;;11:44:07:770
0.732177;-0.0084778;;11:44:08:371
0.772975;-0.0084776;;11:44:08:972
0.809857;-0.0084773;;11:44:09:573
0.891670;-0.0084773;;11:44:10:174
0.893350;-0.0084777;;11:44:10:775
0.913382;-0.0084777;;11:44:11:376
0.928895;-0.0084776;;11:44:11:977
0.700730;-0.0084776;;11:44:12:578
0.708107;-0.0084776;;11:44:13:179
0.705907;-0.0084776;;11:44:13:780
0.705270;-0.0084776;;11:44:14:381
0.705402;-0.0084776;;11:44:14:982
