"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 18:17:16
"Stop Time:"; 18:17:34

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";31            ;


"DCV[V];DCI[A];Flag;Timestamp";
0.000229;-0.0084090;;18:17:16:371
0.000226;-0.0084095;;18:17:16:972
0.000226;-0.0084096;;18:17:17:573
0.050648;-0.0084092;;18:17:18:174
0.311105;-0.0084092;;18:17:18:775
0.455668;-0.0084096;;18:17:19:376
0.580287;-0.0084097;;18:17:19:977
0.662217;-0.0084097;;18:17:20:578
0.687969;-0.0084097;;18:17:21:179
0.692534;-0.0084097;;18:17:21:780
0.802153;-0.0084096;;18:17:22:381
0.863637;-0.0084093;;18:17:22:982
0.900736;-0.0084093;;18:17:23:583
0.927587;-0.0084092;;18:17:24:184
0.943843;-0.0084094;;18:17:24:785
0.963488;-0.0084097;;18:17:25:386
0.987073;-0.0084093;;18:17:25:987
1.012547;-0.0084094;;18:17:26:588
1.033075;-0.0084095;;18:17:27:189
1.138996;-0.0084094;;18:17:27:790
1.176942;-0.0084094;;18:17:28:391
1.195349;-0.0084092;;18:17:28:992
1.227166;-0.0084094;;18:17:29:593
1.257316;-0.0084096;;18:17:30:194
1.278421;-0.0084098;;18:17:30:795
0.669032;-0.0084099;;18:17:31:396
0.664265;-0.0084100;;18:17:31:997
0.663874;-0.0084097;;18:17:32:598
0.663415;-0.0084097;;18:17:33:199
0.663102;-0.0084096;;18:17:33:800
0.663196;-0.0084095;;18:17:34:401
