"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 11:24:00
"Stop Time:"; 11:24:10

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";17            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000315;-0.0085047;;11:24:00:048
-0.000322;-0.0085042;;11:24:00:649
-0.000328;-0.0085042;;11:24:01:250
-0.000334;-0.0085038;;11:24:01:851
0.209959;-0.0085041;;11:24:02:452
0.243412;-0.0085042;;11:24:03:053
0.458604;-0.0085045;;11:24:03:654
0.568051;-0.0085046;;11:24:04:255
0.642064;-0.0085041;;11:24:04:856
0.778880;-0.0085040;;11:24:05:457
0.846247;-0.0085040;;11:24:06:058
0.944123;-0.0085041;;11:24:06:659
0.953738;-0.0085041;;11:24:07:260
1.022406;-0.0085040;;11:24:07:861
1.017618;-0.0085039;;11:24:08:462
1.016051;-0.0085039;;11:24:09:063
1.015117;-0.0085039;;11:24:09:664
