BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;878;6012;6012;878
750;123;8392;8392;123
1250;26;1864;1864;26
1750;17;222;222;17
2250;14;43;43;14
2750;13;21;21;13
3250;13;15;15;13
3750;6;9;9;6
4250;5;3;3;5
4750;11;4;4;11
5250;6;13;13;6
5750;12;11;11;12
6250;7;10;10;7
6750;10;13;13;10
7250;9;14;14;9
7750;7;6;6;7
8250;8;7;7;8
8750;8;12;12;8
9250;9;8;8;9
9750;15;8;8;15
10250;13;12;12;13
10750;12;15;15;12
11250;13;8;8;13
11750;7;7;7;7
12250;4;4;4;4
12750;2;14;14;2
13250;5;13;13;5
13750;9;7;7;9
14250;5;12;12;5
14750;9;13;13;9
15250;9;9;9;9
15750;12;4;4;12
16250;8;11;11;8
16750;10;8;8;10
17250;11;9;9;11
17750;6;9;9;6
18250;9;15;15;9
18750;7;11;11;7
19250;8;10;10;8
19750;8;6;6;8
20250;7;11;11;7
20750;6;6;6;6
21250;11;8;8;11
21750;7;8;8;7
22250;7;11;11;7
22750;10;14;14;10
23250;10;10;10;10
23750;7;7;7;7
24250;6;5;5;6
24750;8;9;9;8
25250;9;5;5;9
25750;6;9;9;6
26250;5;8;8;5
26750;14;4;4;14
27250;9;7;7;9
27750;6;4;4;6
28250;5;8;8;5
28750;13;7;7;13
29250;8;5;5;8
29750;11;12;12;11
30250;3;11;11;3
30750;7;9;9;7
31250;7;6;6;7
31750;13;14;14;13
32250;9;10;10;9
32750;8;3;3;8
33250;6;7;7;6
33750;4;11;11;4
34250;8;8;8;8
34750;7;11;11;7
35250;9;7;7;9
35750;10;8;8;10
36250;8;12;12;8
36750;5;6;6;5
37250;9;12;12;9
37750;5;7;7;5
38250;3;13;13;3
38750;6;9;9;6
39250;7;9;9;7
39750;12;3;3;12
40250;11;12;12;11
40750;9;7;7;9
41250;6;5;5;6
41750;14;8;8;14
42250;14;6;6;14
42750;4;7;7;4
43250;12;13;13;12
43750;24;9;9;24
44250;29;9;9;29
44750;31;11;11;31
45250;26;11;11;26
45750;19;19;19;19
46250;14;27;27;14
46750;11;19;19;11
47250;8;25;25;8
47750;7;16;16;7
48250;5;15;15;5
48750;12;17;17;12
49250;25;7;7;25
49750;32;12;12;32
50250;9;31;31;9
50750;11;28;28;11
51250;16;22;22;16
51750;16;12;12;16
52250;23;14;14;23
52750;29;12;12;29
53250;27;16;16;27
53750;43;31;31;43
54250;31;26;26;31
54750;36;29;29;36
55250;31;31;31;31
55750;39;21;21;39
56250;23;26;26;23
56750;30;29;29;30
57250;23;31;31;23
57750;24;21;21;24
58250;16;20;20;16
58750;18;21;21;18
59250;22;24;24;22
59750;26;13;13;26
60250;29;15;15;29
60750;12;11;11;12
61250;15;11;11;15
61750;15;11;11;15
62250;19;13;13;19
62750;15;21;21;15
63250;9;15;15;9
63750;14;8;8;14
64250;13;13;13;13
64750;6;17;17;6
65250;18;11;11;18
65750;17;10;10;17
66250;11;9;9;11
66750;8;9;9;8
67250;11;10;10;11
67750;16;14;14;16
68250;7;5;5;7
68750;7;9;9;7
69250;9;7;7;9
69750;7;12;12;7
70250;11;17;17;11
70750;13;10;10;13
71250;8;7;7;8
71750;13;8;8;13
72250;15;5;5;15
72750;3;12;12;3
73250;4;8;8;4
73750;9;11;11;9
74250;8;4;4;8
74750;9;8;8;9
75250;6;2;2;6
75750;11;12;12;11
76250;9;10;10;9
76750;11;11;11;11
77250;6;14;14;6
77750;9;8;8;9
78250;13;6;6;13
78750;13;12;12;13
79250;10;9;9;10
79750;15;6;6;15
80250;6;10;10;6
80750;7;2;2;7
81250;9;7;7;9
81750;4;9;9;4
82250;8;5;5;8
82750;13;9;9;13
83250;15;13;13;15
83750;12;12;12;12
84250;11;11;11;11
84750;7;7;7;7
85250;9;16;16;9
85750;14;7;7;14
86250;5;8;8;5
86750;7;5;5;7
87250;6;6;6;6
87750;7;11;11;7
88250;3;6;6;3
88750;6;6;6;6
89250;8;4;4;8
89750;6;8;8;6
90250;7;8;8;7
90750;13;8;8;13
91250;10;16;16;10
91750;8;10;10;8
92250;7;9;9;7
92750;10;14;14;10
93250;5;5;5;5
93750;16;9;9;16
94250;15;7;7;15
94750;9;11;11;9
95250;5;7;7;5
95750;5;6;6;5
96250;11;8;8;11
96750;13;9;9;13
97250;7;12;12;7
97750;9;11;11;9
98250;18;11;11;18
98750;11;5;5;11
99250;8;3;3;8
99750;12;9;9;12
