BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;698;5248;5248;698
750;87;7196;7196;87
1250;15;1577;1577;15
1750;14;204;204;14
2250;9;43;43;9
2750;8;18;18;8
3250;14;12;12;14
3750;9;14;14;9
4250;8;14;14;8
4750;13;11;11;13
5250;8;15;15;8
5750;4;13;13;4
6250;8;12;12;8
6750;11;5;5;11
7250;13;12;12;13
7750;6;6;6;6
8250;10;8;8;10
8750;9;8;8;9
9250;7;14;14;7
9750;9;7;7;9
10250;11;7;7;11
10750;8;7;7;8
11250;6;10;10;6
11750;14;10;10;14
12250;8;10;10;8
12750;7;8;8;7
13250;13;6;6;13
13750;10;8;8;10
14250;10;8;8;10
14750;7;9;9;7
15250;10;10;10;10
15750;13;9;9;13
16250;12;11;11;12
16750;12;7;7;12
17250;12;5;5;12
17750;8;8;8;8
18250;8;7;7;8
18750;11;6;6;11
19250;6;9;9;6
19750;5;10;10;5
20250;7;9;9;7
20750;7;10;10;7
21250;6;8;8;6
21750;5;7;7;5
22250;8;4;4;8
22750;6;14;14;6
23250;5;6;6;5
23750;10;10;10;10
24250;8;9;9;8
24750;9;7;7;9
25250;7;8;8;7
25750;12;3;3;12
26250;12;7;7;12
26750;11;6;6;11
27250;9;6;6;9
27750;10;16;16;10
28250;8;9;9;8
28750;9;8;8;9
29250;8;8;8;8
29750;9;12;12;9
30250;11;3;3;11
30750;8;13;13;8
31250;6;10;10;6
31750;5;9;9;5
32250;6;10;10;6
32750;7;9;9;7
33250;13;9;9;13
33750;11;11;11;11
34250;10;11;11;10
34750;7;9;9;7
35250;9;12;12;9
35750;7;8;8;7
36250;9;11;11;9
36750;6;8;8;6
37250;6;13;13;6
37750;9;8;8;9
38250;5;5;5;5
38750;10;6;6;10
39250;7;10;10;7
39750;8;12;12;8
40250;14;10;10;14
40750;8;11;11;8
41250;7;4;4;7
41750;14;12;12;14
42250;5;7;7;5
42750;8;15;15;8
43250;14;8;8;14
43750;21;9;9;21
44250;28;9;9;28
44750;15;8;8;15
45250;26;12;12;26
45750;8;9;9;8
46250;9;19;19;9
46750;12;23;23;12
47250;11;23;23;11
47750;10;28;28;10
48250;11;13;13;11
48750;16;7;7;16
49250;17;6;6;17
49750;22;11;11;22
50250;12;22;22;12
50750;10;23;23;10
51250;3;33;33;3
51750;16;5;5;16
52250;20;12;12;20
52750;31;18;18;31
53250;33;17;17;33
53750;33;26;26;33
54250;36;29;29;36
54750;28;20;20;28
55250;39;28;28;39
55750;26;24;24;26
56250;27;29;29;27
56750;38;26;26;38
57250;29;19;19;29
57750;25;28;28;25
58250;17;22;22;17
58750;17;21;21;17
59250;25;17;17;25
59750;19;18;18;19
60250;21;14;14;21
60750;13;16;16;13
61250;14;18;18;14
61750;13;15;15;13
62250;15;19;19;15
62750;12;11;11;12
63250;10;15;15;10
63750;9;13;13;9
64250;11;10;10;11
64750;18;11;11;18
65250;11;18;18;11
65750;19;13;13;19
66250;12;10;10;12
66750;12;9;9;12
67250;6;10;10;6
67750;8;7;7;8
68250;8;13;13;8
68750;10;11;11;10
69250;11;6;6;11
69750;9;12;12;9
70250;12;7;7;12
70750;14;11;11;14
71250;12;9;9;12
71750;8;13;13;8
72250;16;10;10;16
72750;8;15;15;8
73250;13;5;5;13
73750;5;11;11;5
74250;8;12;12;8
74750;4;7;7;4
75250;8;10;10;8
75750;7;7;7;7
76250;13;7;7;13
76750;8;12;12;8
77250;11;12;12;11
77750;8;6;6;8
78250;11;9;9;11
78750;11;9;9;11
79250;13;8;8;13
79750;9;7;7;9
80250;13;9;9;13
80750;8;12;12;8
81250;13;8;8;13
81750;11;12;12;11
82250;4;5;5;4
82750;12;7;7;12
83250;10;7;7;10
83750;6;14;14;6
84250;13;6;6;13
84750;6;8;8;6
85250;14;10;10;14
85750;9;6;6;9
86250;8;3;3;8
86750;11;5;5;11
87250;9;7;7;9
87750;3;8;8;3
88250;3;9;9;3
88750;6;7;7;6
89250;12;12;12;12
89750;10;9;9;10
90250;7;11;11;7
90750;8;11;11;8
91250;6;10;10;6
91750;10;4;4;10
92250;11;13;13;11
92750;5;12;12;5
93250;7;7;7;7
93750;8;10;10;8
94250;13;10;10;13
94750;4;11;11;4
95250;5;9;9;5
95750;7;3;3;7
96250;11;8;8;11
96750;4;10;10;4
97250;5;14;14;5
97750;14;15;15;14
98250;16;7;7;16
98750;10;12;12;10
99250;8;4;4;8
99750;13;5;5;13
