BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;547;4056;4056;547
750;81;5922;5922;81
1250;27;1241;1241;27
1750;6;156;156;6
2250;6;30;30;6
2750;6;19;19;6
3250;4;8;8;4
3750;3;7;7;3
4250;6;7;7;6
4750;6;8;8;6
5250;6;8;8;6
5750;4;5;5;4
6250;4;6;6;4
6750;4;4;4;4
7250;10;9;9;10
7750;5;14;14;5
8250;4;8;8;4
8750;11;8;8;11
9250;7;3;3;7
9750;2;7;7;2
10250;3;4;4;3
10750;5;2;2;5
11250;6;4;4;6
11750;6;6;6;6
12250;3;5;5;3
12750;6;4;4;6
13250;4;8;8;4
13750;5;7;7;5
14250;6;4;4;6
14750;1;6;6;1
15250;4;5;5;4
15750;2;4;4;2
16250;4;10;10;4
16750;4;4;4;4
17250;3;6;6;3
17750;4;6;6;4
18250;6;3;3;6
18750;2;4;4;2
19250;6;4;4;6
19750;3;7;7;3
20250;6;7;7;6
20750;5;2;2;5
21250;5;8;8;5
21750;4;4;4;4
22250;8;7;7;8
22750;4;1;1;4
23250;3;4;4;3
23750;4;4;4;4
24250;9;5;5;9
24750;3;6;6;3
25250;0;6;6;0
25750;5;0;0;5
26250;6;5;5;6
26750;5;5;5;5
27250;5;9;9;5
27750;3;2;2;3
28250;3;6;6;3
28750;6;4;4;6
29250;9;9;9;9
29750;0;8;8;0
30250;6;4;4;6
30750;5;2;2;5
31250;5;7;7;5
31750;3;3;3;3
32250;6;6;6;6
32750;4;6;6;4
33250;6;7;7;6
33750;7;2;2;7
34250;1;1;1;1
34750;3;5;5;3
35250;5;4;4;5
35750;4;3;3;4
36250;5;6;6;5
36750;3;5;5;3
37250;4;7;7;4
37750;4;9;9;4
38250;4;4;4;4
38750;2;10;10;2
39250;6;5;5;6
39750;5;8;8;5
40250;4;7;7;4
40750;2;5;5;2
41250;7;5;5;7
41750;1;2;2;1
42250;8;4;4;8
42750;6;6;6;6
43250;7;3;3;7
43750;13;8;8;13
44250;20;6;6;20
44750;22;7;7;22
45250;22;4;4;22
45750;4;7;7;4
46250;6;18;18;6
46750;4;10;10;4
47250;3;18;18;3
47750;5;11;11;5
48250;7;10;10;7
48750;10;8;8;10
49250;21;4;4;21
49750;25;7;7;25
50250;8;13;13;8
50750;6;19;19;6
51250;11;10;10;11
51750;4;8;8;4
52250;15;6;6;15
52750;20;4;4;20
53250;23;6;6;23
53750;24;19;19;24
54250;29;12;12;29
54750;29;11;11;29
55250;22;23;23;22
55750;19;18;18;19
56250;27;15;15;27
56750;24;21;21;24
57250;22;13;13;22
57750;16;21;21;16
58250;16;7;7;16
58750;14;12;12;14
59250;13;14;14;13
59750;14;12;12;14
60250;12;9;9;12
60750;8;10;10;8
61250;12;11;11;12
61750;9;4;4;9
62250;12;6;6;12
62750;10;11;11;10
63250;12;11;11;12
63750;10;8;8;10
64250;5;14;14;5
64750;5;6;6;5
65250;4;6;6;4
65750;4;9;9;4
66250;4;5;5;4
66750;10;7;7;10
67250;7;4;4;7
67750;3;6;6;3
68250;6;4;4;6
68750;9;3;3;9
69250;6;3;3;6
69750;3;4;4;3
70250;2;7;7;2
70750;9;9;9;9
71250;4;4;4;4
71750;7;6;6;7
72250;4;6;6;4
72750;2;4;4;2
73250;4;3;3;4
73750;5;4;4;5
74250;4;5;5;4
74750;7;4;4;7
75250;3;10;10;3
75750;4;5;5;4
76250;10;2;2;10
76750;6;3;3;6
77250;4;5;5;4
77750;5;4;4;5
78250;6;5;5;6
78750;4;6;6;4
79250;7;2;2;7
79750;5;3;3;5
80250;3;2;2;3
80750;4;6;6;4
81250;4;8;8;4
81750;4;3;3;4
82250;8;4;4;8
82750;6;6;6;6
83250;4;6;6;4
83750;5;5;5;5
84250;2;7;7;2
84750;3;5;5;3
85250;4;4;4;4
85750;13;3;3;13
86250;9;3;3;9
86750;7;4;4;7
87250;2;3;3;2
87750;7;7;7;7
88250;4;4;4;4
88750;3;4;4;3
89250;7;1;1;7
89750;4;6;6;4
90250;2;5;5;2
90750;10;6;6;10
91250;4;2;2;4
91750;3;7;7;3
92250;4;7;7;4
92750;2;2;2;2
93250;7;8;8;7
93750;5;5;5;5
94250;9;8;8;9
94750;5;0;0;5
95250;5;6;6;5
95750;4;5;5;4
96250;12;3;3;12
96750;10;6;6;10
97250;5;9;9;5
97750;5;8;8;5
98250;4;5;5;4
98750;4;1;1;4
99250;1;7;7;1
99750;8;6;6;8
