BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;142;965;965;142
750;6;1548;1548;6
1250;2;330;330;2
1750;0;45;45;0
2250;3;9;9;3
2750;1;6;6;1
3250;0;2;2;0
3750;2;0;0;2
4250;1;3;3;1
4750;3;1;1;3
5250;3;1;1;3
5750;0;1;1;0
6250;0;0;0;0
6750;3;1;1;3
7250;1;1;1;1
7750;1;3;3;1
8250;1;0;0;1
8750;4;2;2;4
9250;3;0;0;3
9750;1;3;3;1
10250;0;3;3;0
10750;1;1;1;1
11250;2;3;3;2
11750;3;2;2;3
12250;0;0;0;0
12750;1;0;0;1
13250;1;1;1;1
13750;2;1;1;2
14250;1;0;0;1
14750;4;2;2;4
15250;2;1;1;2
15750;1;3;3;1
16250;2;1;1;2
16750;4;5;5;4
17250;2;7;7;2
17750;1;2;2;1
18250;0;2;2;0
18750;2;1;1;2
19250;3;2;2;3
19750;0;4;4;0
20250;1;0;0;1
20750;3;3;3;3
21250;0;3;3;0
21750;0;0;0;0
22250;1;2;2;1
22750;2;3;3;2
23250;1;0;0;1
23750;3;0;0;3
24250;1;3;3;1
24750;2;1;1;2
25250;1;0;0;1
25750;1;0;0;1
26250;1;3;3;1
26750;1;0;0;1
27250;1;5;5;1
27750;0;3;3;0
28250;2;1;1;2
28750;1;0;0;1
29250;0;3;3;0
29750;1;0;0;1
30250;3;2;2;3
30750;0;0;0;0
31250;1;0;0;1
31750;2;2;2;2
32250;0;2;2;0
32750;1;1;1;1
33250;2;0;0;2
33750;2;3;3;2
34250;4;2;2;4
34750;1;4;4;1
35250;1;1;1;1
35750;3;0;0;3
36250;2;0;0;2
36750;1;2;2;1
37250;1;4;4;1
37750;0;3;3;0
38250;6;1;1;6
38750;1;3;3;1
39250;1;0;0;1
39750;2;4;4;2
40250;1;1;1;1
40750;1;0;0;1
41250;2;3;3;2
41750;2;0;0;2
42250;1;2;2;1
42750;2;2;2;2
43250;0;0;0;0
43750;3;2;2;3
44250;5;1;1;5
44750;6;3;3;6
45250;5;1;1;5
45750;1;3;3;1
46250;1;3;3;1
46750;0;1;1;0
47250;2;2;2;2
47750;1;4;4;1
48250;2;1;1;2
48750;3;2;2;3
49250;6;2;2;6
49750;3;1;1;3
50250;3;1;1;3
50750;1;6;6;1
51250;3;5;5;3
51750;1;3;3;1
52250;3;1;1;3
52750;4;3;3;4
53250;10;3;3;10
53750;6;3;3;6
54250;8;5;5;8
54750;1;8;8;1
55250;10;6;6;10
55750;4;8;8;4
56250;3;6;6;3
56750;10;7;7;10
57250;5;6;6;5
57750;4;4;4;4
58250;2;3;3;2
58750;3;5;5;3
59250;2;3;3;2
59750;6;4;4;6
60250;1;7;7;1
60750;3;3;3;3
61250;1;4;4;1
61750;3;3;3;3
62250;6;3;3;6
62750;1;1;1;1
63250;2;4;4;2
63750;1;5;5;1
64250;3;3;3;3
64750;4;1;1;4
65250;1;1;1;1
65750;2;1;1;2
66250;1;1;1;1
66750;2;2;2;2
67250;1;0;0;1
67750;0;0;0;0
68250;0;3;3;0
68750;0;0;0;0
69250;1;0;0;1
69750;3;1;1;3
70250;2;0;0;2
70750;3;1;1;3
71250;2;0;0;2
71750;0;1;1;0
72250;1;3;3;1
72750;1;0;0;1
73250;0;0;0;0
73750;3;1;1;3
74250;3;3;3;3
74750;2;2;2;2
75250;1;0;0;1
75750;2;2;2;2
76250;2;1;1;2
76750;1;1;1;1
77250;2;2;2;2
77750;0;3;3;0
78250;2;2;2;2
78750;4;2;2;4
79250;3;2;2;3
79750;2;1;1;2
80250;3;2;2;3
80750;2;1;1;2
81250;1;2;2;1
81750;5;4;4;5
82250;1;0;0;1
82750;1;0;0;1
83250;0;4;4;0
83750;2;1;1;2
84250;2;2;2;2
84750;3;2;2;3
85250;2;2;2;2
85750;3;1;1;3
86250;0;0;0;0
86750;2;1;1;2
87250;2;1;1;2
87750;1;0;0;1
88250;0;0;0;0
88750;0;2;2;0
89250;0;3;3;0
89750;0;0;0;0
90250;2;2;2;2
90750;1;1;1;1
91250;0;1;1;0
91750;1;2;2;1
92250;2;1;1;2
92750;2;3;3;2
93250;1;2;2;1
93750;2;2;2;2
94250;3;1;1;3
94750;2;0;0;2
95250;1;0;0;1
95750;0;0;0;0
96250;2;1;1;2
96750;2;0;0;2
97250;3;2;2;3
97750;3;3;3;3
98250;2;0;0;2
98750;0;1;1;0
99250;4;1;1;4
99750;1;1;1;1
