BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;568;4623;4623;568
750;89;6636;6636;89
1250;20;1448;1448;20
1750;7;151;151;7
2250;6;40;40;6
2750;10;11;11;10
3250;4;7;7;4
3750;4;7;7;4
4250;6;5;5;6
4750;7;4;4;7
5250;8;6;6;8
5750;10;7;7;10
6250;4;7;7;4
6750;5;5;5;5
7250;7;4;4;7
7750;3;7;7;3
8250;7;7;7;7
8750;5;5;5;5
9250;5;5;5;5
9750;7;4;4;7
10250;4;6;6;4
10750;5;3;3;5
11250;3;6;6;3
11750;10;5;5;10
12250;5;5;5;5
12750;5;5;5;5
13250;6;8;8;6
13750;9;6;6;9
14250;5;7;7;5
14750;5;5;5;5
15250;5;4;4;5
15750;5;8;8;5
16250;6;6;6;6
16750;8;4;4;8
17250;7;9;9;7
17750;8;11;11;8
18250;3;4;4;3
18750;5;4;4;5
19250;6;3;3;6
19750;10;5;5;10
20250;5;5;5;5
20750;7;5;5;7
21250;5;4;4;5
21750;8;6;6;8
22250;7;7;7;7
22750;7;10;10;7
23250;6;2;2;6
23750;3;4;4;3
24250;6;3;3;6
24750;3;9;9;3
25250;4;12;12;4
25750;1;9;9;1
26250;3;6;6;3
26750;10;5;5;10
27250;4;9;9;4
27750;6;3;3;6
28250;6;7;7;6
28750;3;3;3;3
29250;5;4;4;5
29750;4;5;5;4
30250;5;10;10;5
30750;10;2;2;10
31250;4;6;6;4
31750;6;8;8;6
32250;4;3;3;4
32750;3;11;11;3
33250;4;5;5;4
33750;7;2;2;7
34250;4;6;6;4
34750;3;4;4;3
35250;7;5;5;7
35750;7;2;2;7
36250;5;7;7;5
36750;6;8;8;6
37250;5;6;6;5
37750;11;4;4;11
38250;7;2;2;7
38750;6;7;7;6
39250;3;8;8;3
39750;6;6;6;6
40250;6;4;4;6
40750;10;7;7;10
41250;6;11;11;6
41750;6;12;12;6
42250;11;8;8;11
42750;7;6;6;7
43250;5;7;7;5
43750;16;6;6;16
44250;17;6;6;17
44750;17;7;7;17
45250;15;6;6;15
45750;11;9;9;11
46250;5;22;22;5
46750;8;16;16;8
47250;5;17;17;5
47750;5;18;18;5
48250;4;12;12;4
48750;12;5;5;12
49250;25;6;6;25
49750;12;9;9;12
50250;11;11;11;11
50750;8;16;16;8
51250;6;6;6;6
51750;12;8;8;12
52250;20;4;4;20
52750;29;10;10;29
53250;22;17;17;22
53750;35;18;18;35
54250;28;16;16;28
54750;22;24;24;22
55250;24;26;26;24
55750;23;26;26;23
56250;22;17;17;22
56750;22;16;16;22
57250;15;17;17;15
57750;21;18;18;21
58250;14;12;12;14
58750;11;15;15;11
59250;8;19;19;8
59750;7;22;22;7
60250;13;16;16;13
60750;13;14;14;13
61250;12;10;10;12
61750;8;8;8;8
62250;13;9;9;13
62750;9;7;7;9
63250;8;8;8;8
63750;9;8;8;9
64250;8;10;10;8
64750;10;6;6;10
65250;12;10;10;12
65750;7;11;11;7
66250;7;9;9;7
66750;4;6;6;4
67250;8;1;1;8
67750;7;3;3;7
68250;3;5;5;3
68750;5;5;5;5
69250;7;4;4;7
69750;12;8;8;12
70250;2;4;4;2
70750;7;7;7;7
71250;5;6;6;5
71750;5;3;3;5
72250;5;3;3;5
72750;5;6;6;5
73250;4;4;4;4
73750;7;10;10;7
74250;4;10;10;4
74750;8;3;3;8
75250;9;6;6;9
75750;7;5;5;7
76250;3;7;7;3
76750;5;9;9;5
77250;5;10;10;5
77750;2;5;5;2
78250;1;7;7;1
78750;7;7;7;7
79250;8;8;8;8
79750;5;11;11;5
80250;6;4;4;6
80750;8;3;3;8
81250;4;5;5;4
81750;4;3;3;4
82250;7;6;6;7
82750;6;5;5;6
83250;2;5;5;2
83750;6;6;6;6
84250;10;10;10;10
84750;9;7;7;9
85250;5;7;7;5
85750;9;6;6;9
86250;2;5;5;2
86750;4;4;4;4
87250;11;4;4;11
87750;7;6;6;7
88250;7;12;12;7
88750;7;7;7;7
89250;4;6;6;4
89750;5;5;5;5
90250;2;3;3;2
90750;8;6;6;8
91250;3;7;7;3
91750;5;9;9;5
92250;6;6;6;6
92750;3;6;6;3
93250;4;10;10;4
93750;4;3;3;4
94250;4;2;2;4
94750;6;5;5;6
95250;8;11;11;8
95750;8;7;7;8
96250;2;5;5;2
96750;5;4;4;5
97250;7;6;6;7
97750;4;4;4;4
98250;7;11;11;7
98750;9;9;9;9
99250;7;2;2;7
99750;4;8;8;4
