BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;57;368;368;57
750;15;570;570;15
1250;2;126;126;2
1750;1;12;12;1
2250;0;5;5;0
2750;0;2;2;0
3250;1;2;2;1
3750;4;0;0;4
4250;3;5;5;3
4750;2;1;1;2
5250;1;2;2;1
5750;1;0;0;1
6250;1;2;2;1
6750;1;0;0;1
7250;0;0;0;0
7750;0;1;1;0
8250;3;1;1;3
8750;1;0;0;1
9250;1;1;1;1
9750;3;0;0;3
10250;0;2;2;0
10750;0;1;1;0
11250;1;1;1;1
11750;0;0;0;0
12250;1;2;2;1
12750;2;1;1;2
13250;0;1;1;0
13750;1;1;1;1
14250;2;1;1;2
14750;1;2;2;1
15250;2;3;3;2
15750;1;0;0;1
16250;2;1;1;2
16750;0;3;3;0
17250;0;1;1;0
17750;0;1;1;0
18250;0;1;1;0
18750;1;0;0;1
19250;2;0;0;2
19750;3;1;1;3
20250;2;2;2;2
20750;0;2;2;0
21250;3;0;0;3
21750;0;0;0;0
22250;5;3;3;5
22750;1;1;1;1
23250;0;0;0;0
23750;1;1;1;1
24250;0;3;3;0
24750;0;3;3;0
25250;1;1;1;1
25750;1;1;1;1
26250;2;3;3;2
26750;1;0;0;1
27250;3;2;2;3
27750;0;0;0;0
28250;1;3;3;1
28750;0;0;0;0
29250;2;3;3;2
29750;4;1;1;4
30250;5;0;0;5
30750;0;1;1;0
31250;1;0;0;1
31750;0;2;2;0
32250;1;3;3;1
32750;0;1;1;0
33250;4;0;0;4
33750;2;0;0;2
34250;1;1;1;1
34750;4;2;2;4
35250;2;0;0;2
35750;0;0;0;0
36250;1;1;1;1
36750;0;1;1;0
37250;0;0;0;0
37750;2;0;0;2
38250;1;0;0;1
38750;0;3;3;0
39250;0;1;1;0
39750;2;0;0;2
40250;1;1;1;1
40750;0;1;1;0
41250;0;2;2;0
41750;0;1;1;0
42250;0;0;0;0
42750;2;0;0;2
43250;2;1;1;2
43750;1;2;2;1
44250;2;0;0;2
44750;4;0;0;4
45250;3;4;4;3
45750;0;1;1;0
46250;1;2;2;1
46750;3;1;1;3
47250;0;2;2;0
47750;1;1;1;1
48250;1;1;1;1
48750;0;0;0;0
49250;1;2;2;1
49750;2;1;1;2
50250;0;1;1;0
50750;1;2;2;1
51250;0;3;3;0
51750;0;0;0;0
52250;1;1;1;1
52750;1;2;2;1
53250;2;0;0;2
53750;6;1;1;6
54250;4;2;2;4
54750;3;1;1;3
55250;1;2;2;1
55750;3;3;3;3
56250;2;2;2;2
56750;2;3;3;2
57250;2;0;0;2
57750;2;2;2;2
58250;2;2;2;2
58750;0;0;0;0
59250;1;2;2;1
59750;3;0;0;3
60250;0;0;0;0
60750;1;1;1;1
61250;4;3;3;4
61750;2;0;0;2
62250;1;1;1;1
62750;0;0;0;0
63250;0;2;2;0
63750;3;0;0;3
64250;0;1;1;0
64750;2;1;1;2
65250;2;2;2;2
65750;1;1;1;1
66250;2;3;3;2
66750;2;1;1;2
67250;0;0;0;0
67750;1;0;0;1
68250;0;1;1;0
68750;0;1;1;0
69250;1;0;0;1
69750;2;1;1;2
70250;2;1;1;2
70750;3;0;0;3
71250;2;0;0;2
71750;0;0;0;0
72250;2;1;1;2
72750;0;1;1;0
73250;0;0;0;0
73750;3;1;1;3
74250;1;2;2;1
74750;0;2;2;0
75250;0;2;2;0
75750;3;2;2;3
76250;0;0;0;0
76750;0;2;2;0
77250;5;1;1;5
77750;2;1;1;2
78250;0;2;2;0
78750;0;3;3;0
79250;2;0;0;2
79750;1;0;0;1
80250;1;2;2;1
80750;1;0;0;1
81250;1;0;0;1
81750;0;0;0;0
82250;2;1;1;2
82750;2;0;0;2
83250;1;1;1;1
83750;1;0;0;1
84250;1;1;1;1
84750;0;0;0;0
85250;0;0;0;0
85750;0;0;0;0
86250;1;0;0;1
86750;1;1;1;1
87250;1;1;1;1
87750;2;0;0;2
88250;1;2;2;1
88750;1;0;0;1
89250;1;0;0;1
89750;1;1;1;1
90250;0;0;0;0
90750;0;2;2;0
91250;2;2;2;2
91750;2;4;4;2
92250;2;0;0;2
92750;0;0;0;0
93250;0;3;3;0
93750;0;0;0;0
94250;0;0;0;0
94750;2;1;1;2
95250;0;0;0;0
95750;1;3;3;1
96250;0;0;0;0
96750;0;1;1;0
97250;4;0;0;4
97750;1;0;0;1
98250;2;1;1;2
98750;4;0;0;4
99250;1;0;0;1
99750;0;0;0;0
