BinCenter (ps);Histo01;Histo02;Histo03;Histo04
250;133;1063;1063;133
750;15;1615;1615;15
1250;4;353;353;4
1750;4;47;47;4
2250;1;7;7;1
2750;2;1;1;2
3250;1;4;4;1
3750;2;3;3;2
4250;2;4;4;2
4750;3;0;0;3
5250;2;4;4;2
5750;1;1;1;1
6250;2;2;2;2
6750;1;0;0;1
7250;1;1;1;1
7750;0;3;3;0
8250;1;0;0;1
8750;0;2;2;0
9250;2;3;3;2
9750;3;1;1;3
10250;1;2;2;1
10750;3;2;2;3
11250;2;3;3;2
11750;1;5;5;1
12250;1;2;2;1
12750;2;2;2;2
13250;1;4;4;1
13750;2;1;1;2
14250;2;1;1;2
14750;1;0;0;1
15250;3;0;0;3
15750;0;1;1;0
16250;1;1;1;1
16750;1;3;3;1
17250;0;1;1;0
17750;1;2;2;1
18250;1;0;0;1
18750;3;1;1;3
19250;1;2;2;1
19750;2;0;0;2
20250;2;3;3;2
20750;0;1;1;0
21250;2;1;1;2
21750;2;1;1;2
22250;0;2;2;0
22750;3;1;1;3
23250;0;1;1;0
23750;3;3;3;3
24250;2;1;1;2
24750;2;1;1;2
25250;3;2;2;3
25750;2;1;1;2
26250;1;1;1;1
26750;2;4;4;2
27250;3;0;0;3
27750;2;4;4;2
28250;1;1;1;1
28750;1;0;0;1
29250;2;2;2;2
29750;6;3;3;6
30250;3;2;2;3
30750;1;1;1;1
31250;2;3;3;2
31750;0;1;1;0
32250;1;1;1;1
32750;3;4;4;3
33250;3;2;2;3
33750;1;3;3;1
34250;0;5;5;0
34750;1;1;1;1
35250;1;1;1;1
35750;1;0;0;1
36250;3;2;2;3
36750;1;2;2;1
37250;1;2;2;1
37750;2;2;2;2
38250;0;1;1;0
38750;2;0;0;2
39250;0;0;0;0
39750;1;4;4;1
40250;2;2;2;2
40750;2;3;3;2
41250;2;2;2;2
41750;3;3;3;3
42250;2;1;1;2
42750;2;0;0;2
43250;2;2;2;2
43750;4;3;3;4
44250;3;1;1;3
44750;5;2;2;5
45250;3;0;0;3
45750;1;2;2;1
46250;1;3;3;1
46750;2;0;0;2
47250;4;4;4;4
47750;1;11;11;1
48250;1;0;0;1
48750;6;0;0;6
49250;7;1;1;7
49750;5;1;1;5
50250;0;7;7;0
50750;3;5;5;3
51250;1;1;1;1
51750;2;1;1;2
52250;4;2;2;4
52750;4;3;3;4
53250;9;1;1;9
53750;10;3;3;10
54250;11;5;5;11
54750;6;8;8;6
55250;8;9;9;8
55750;6;7;7;6
56250;3;5;5;3
56750;6;4;4;6
57250;7;4;4;7
57750;6;3;3;6
58250;4;2;2;4
58750;6;6;6;6
59250;2;3;3;2
59750;4;4;4;4
60250;5;3;3;5
60750;4;3;3;4
61250;7;2;2;7
61750;3;4;4;3
62250;6;3;3;6
62750;3;5;5;3
63250;1;5;5;1
63750;1;4;4;1
64250;1;1;1;1
64750;2;3;3;2
65250;0;2;2;0
65750;1;0;0;1
66250;3;1;1;3
66750;1;2;2;1
67250;2;2;2;2
67750;1;1;1;1
68250;3;1;1;3
68750;1;1;1;1
69250;2;2;2;2
69750;1;1;1;1
70250;1;1;1;1
70750;2;0;0;2
71250;1;3;3;1
71750;1;1;1;1
72250;0;0;0;0
72750;1;1;1;1
73250;0;2;2;0
73750;0;1;1;0
74250;2;1;1;2
74750;2;0;0;2
75250;4;2;2;4
75750;1;1;1;1
76250;2;2;2;2
76750;1;1;1;1
77250;2;3;3;2
77750;1;2;2;1
78250;1;2;2;1
78750;0;3;3;0
79250;1;2;2;1
79750;3;0;0;3
80250;5;5;5;5
80750;1;4;4;1
81250;2;1;1;2
81750;3;2;2;3
82250;2;3;3;2
82750;1;0;0;1
83250;2;1;1;2
83750;1;0;0;1
84250;2;2;2;2
84750;1;0;0;1
85250;2;2;2;2
85750;0;2;2;0
86250;2;1;1;2
86750;1;1;1;1
87250;3;3;3;3
87750;1;0;0;1
88250;2;2;2;2
88750;1;1;1;1
89250;1;1;1;1
89750;1;2;2;1
90250;2;6;6;2
90750;1;2;2;1
91250;5;2;2;5
91750;1;2;2;1
92250;1;0;0;1
92750;2;2;2;2
93250;1;2;2;1
93750;4;1;1;4
94250;1;1;1;1
94750;3;2;2;3
95250;2;4;4;2
95750;0;2;2;0
96250;3;0;0;3
96750;2;2;2;2
97250;1;2;2;1
97750;3;3;3;3
98250;0;1;1;0
98750;1;1;1;1
99250;2;1;1;2
99750;2;1;1;2
