-0.009308	0.001729
-0.009350	0.001727
-0.009442	0.001729
-0.010106	0.001729
-0.010235	0.001729
-0.010230	0.001728
-0.010454	0.001728
-0.010228	0.001727
-0.009924	0.001728
-0.008292	0.001730
-0.004050	0.001730
0.002202	0.001729
0.008139	0.001731
0.012269	0.001732
0.018322	0.001734
0.024216	0.001733
0.028590	0.001735
0.034347	0.001737
0.039409	0.001739
0.044710	0.001741
0.051429	0.001744
0.057935	0.001746
0.064758	0.001748
0.070573	0.001748
0.075036	0.001750
0.079305	0.001753
0.085040	0.001755
0.091727	0.001760
0.099990	0.001764
0.107452	0.001766
0.111637	0.001771
0.114417	0.001773
0.118080	0.001774
0.125945	0.001776
0.132354	0.001781
0.135219	0.001781
0.135268	0.001781
0.138526	0.001785
0.147338	0.001790
0.158761	0.001794
0.168761	0.001802
0.177749	0.001804
0.186250	0.001811
0.191992	0.001812
0.197417	0.001817
0.203870	0.001823
0.208853	0.001824
0.212627	0.001830
0.217165	0.001834
0.222182	0.001834
0.226498	0.001838
0.230039	0.001840
0.235466	0.001844
0.239867	0.001846
0.244166	0.001852
0.248669	0.001852
0.252585	0.001857
0.260284	0.001863
0.266046	0.001869
0.274691	0.001873
0.285170	0.001883
0.287034	0.001884
0.287538	0.001885
0.293080	0.001890
0.303753	0.001897
0.313138	0.001907
0.316073	0.001907
0.320653	0.001913
0.327153	0.001918
0.336154	0.001926
0.339968	0.001931
0.342905	0.001933
0.348382	0.001939
0.352587	0.001940
0.356898	0.001945
0.361515	0.001950
0.361744	0.001949
0.361672	0.001952
0.361739	0.001949
0.361876	0.001949
0.361721	0.001949
0.365449	0.001953
0.371336	0.001958
0.375925	0.001964
0.379745	0.001966
0.381735	0.001970
0.382018	0.001969
0.382150	0.001969
0.382886	0.001971
0.385560	0.001970
0.390915	0.001977
0.398705	0.001986
0.407129	0.001995
0.413229	0.002000
0.417518	0.002004
0.421912	0.002010
0.426487	0.002016
0.431678	0.002020
0.436056	0.002027
0.444552	0.002034
0.454817	0.002049
0.465286	0.002060
0.473104	0.002068
0.480812	0.002077
0.488334	0.002087
0.492924	0.002092
0.496599	0.002098
0.502230	0.002102
0.506325	0.002108
0.511760	0.002115
0.516844	0.002122
0.521190	0.002128
0.525787	0.002136
0.527432	0.002136
0.530385	0.002142
0.533995	0.002147
0.537685	0.002153
0.541187	0.002156
0.545389	0.002163
0.549392	0.002168
0.555130	0.002178
0.560037	0.002183
0.565211	0.002191
0.570089	0.002199
0.578637	0.002212
0.586010	0.002220
0.593564	0.002233
0.599297	0.002242
0.603352	0.002251
0.606635	0.002254
0.610514	0.002260
0.618148	0.002272
0.625938	0.002288
0.635291	0.002303
0.641859	0.002314
0.648101	0.002324
0.653687	0.002333
0.656997	0.002341
0.662357	0.002352
0.666065	0.002356
0.672523	0.002369
0.677016	0.002376
0.679419	0.002381
0.679407	0.002380
0.681685	0.002384
0.682061	0.002386
0.686593	0.002392
0.697549	0.002415
0.705663	0.002431
0.709025	0.002438
0.713334	0.002449
0.723214	0.002468
0.728328	0.002480
0.730080	0.002482
0.733144	0.002493
0.737221	0.002502
0.743523	0.002516
0.749914	0.002529
0.752549	0.002536
0.754348	0.002539
0.757777	0.002546
0.760597	0.002553
0.772229	0.002585
0.780194	0.002605
0.781712	0.002610
0.785986	0.002618
0.789522	0.002630
0.792752	0.002639
0.795439	0.002646
0.802655	0.002665
0.814026	0.002700
0.819423	0.002716
0.822669	0.002730
0.824590	0.002732
0.827027	0.002739
0.829197	0.002745
0.831600	0.002755
0.832308	0.002755
0.834755	0.002762
0.839134	0.002778
0.843878	0.002794
0.850100	0.002815
0.854558	0.002830
0.858315	0.002845
0.861439	0.002857
0.865427	0.002871
0.869445	0.002884
0.874110	0.002904
0.881393	0.002934
0.885650	0.002953
0.891012	0.002976
0.893219	0.002985
0.896427	0.002999
0.899041	0.003012
0.903884	0.003034
0.906784	0.003048
0.910084	0.003064
0.913319	0.003081
0.915389	0.003089
0.919465	0.003112
0.925076	0.003138
0.929144	0.003164
0.935580	0.003201
0.940967	0.003238
0.947681	0.003280
0.952897	0.003317
0.957228	0.003348
0.964199	0.003405
0.968659	0.003436
0.971472	0.003460
0.975346	0.003490
0.980105	0.003532
0.984096	0.003566
0.987353	0.003598
0.992751	0.003651
0.998290	0.003713
1.004427	0.003780
1.012280	0.003886
1.018269	0.003964
1.022061	0.004014
1.025281	0.004063
1.028348	0.004103
1.034147	0.004198
1.037947	0.004262
1.043133	0.004356
1.050379	0.004505
1.055018	0.004602
1.059176	0.004695
1.064168	0.004818
1.068432	0.004927
1.071272	0.004989
1.076203	0.005132
1.081960	0.005313
1.090456	0.005611
1.099318	0.005949
1.107197	0.006268
1.113589	0.006514
1.118837	0.006735
1.123367	0.006917
1.126886	0.007065
1.131664	0.007265
1.137203	0.007511
1.141234	0.007667
1.144213	0.007798
1.147580	0.007928
1.151732	0.008100
1.154545	0.008212
1.157972	0.008357
1.162957	0.008571
1.167698	0.008765
1.172243	0.008963
1.177675	0.009203
1.182051	0.009379
1.186875	0.009587
1.191012	0.009748
1.195336	0.009919
1.200072	0.010106
1.204470	0.010263
1.208817	0.010432
1.214055	0.010628
1.217305	0.010730
1.221010	0.010856
1.225242	0.010993
1.229360	0.011135
1.233611	0.011276
1.238261	0.011447
1.242550	0.011587
1.248481	0.011790
1.251806	0.011875
1.257914	0.012081
1.261294	0.012180
1.266703	0.012334
1.271504	0.012476
1.274819	0.012552
1.279677	0.012705
1.286886	0.012913
1.293253	0.013091
1.298436	0.013212
1.303727	0.013333
1.307819	0.013410
1.313960	0.013577
1.320120	0.013724
1.327679	0.013911
1.333434	0.014029
1.339266	0.014149
1.345486	0.014280
1.349216	0.014335
1.352563	0.014360
1.357565	0.014441
1.363711	0.014552
1.369018	0.014635
1.375479	0.014744
1.379565	0.014788
1.381461	0.014803
1.382375	0.014772
1.385235	0.014787
1.391035	0.014868
1.398438	0.014974
1.405873	0.015074
1.412714	0.015146
1.416690	0.015165
1.425409	0.015267
1.434457	0.015368
1.441318	0.015429
1.448475	0.015461
1.453733	0.015487
1.461270	0.015547
1.469674	0.015588
1.476840	0.015613
1.485706	0.015637
1.492771	0.015652
1.500273	0.015653
1.507027	0.015653
1.515118	0.015660
1.521915	0.015634
1.527093	0.015602
1.531382	0.015562
1.537483	0.015528
1.544299	0.015507
1.551411	0.015477
1.557052	0.015436
1.557954	0.015382
1.557949	0.015335
1.557904	0.015292
1.557757	0.015244
