MIN=0	-0,3	-0,3	0	0	0	
MAX=32	0,3	0,3	1	1	250	
SCALE=10	0,1	0,1	0,5	0,5	100	
DEC=3	4	4	0	0	2	
DEF="Temps" t / s	"Tension" U_A2 / V	"Tension" U_B2 / V	"Relais" R_2	"Source de tension" S_2	"Fr�quence" f / Hz	
0	-0,05535	0,07665	0	1	NAN	
0,002	-0,0327	0,0768	0	1	NAN	
0,004	-0,0099	0,0759	0	1	NAN	
0,006	0,0132	0,07575	0	1	NAN	
0,008	0,03705	0,0747	0	1	NAN	
0,01	0,06105	0,07245	0	1	NAN	
0,012	0,08565	0,0702	0	1	NAN	
0,014	0,1107	0,06765	0	1	NAN	
0,016	0,13605	0,06405	0	1	NAN	
0,018	0,1614	0,06075	0	1	NAN	
0,02	0,18555	0,0567	0	1	NAN	
0,022	0,2079	0,0534	0	1	NAN	
0,024	0,2271	0,04965	0	1	NAN	
0,026	0,24345	0,0453	0	1	NAN	
0,028	0,2547	0,0414	0	1	NAN	
0,03	0,26205	0,0378	0	1	NAN	
0,032	0,2658	0,03375	0	1	NAN	
0,034	0,26715	0,02985	0	1	NAN	
0,036	0,2649	0,02595	0	1	NAN	
0,038	0,2616	0,0225	0	1	NAN	
0,04	0,25665	0,01875	0	1	NAN	
0,042	0,2517	0,0159	0	1	NAN	
0,044	0,2466	0,0135	0	1	NAN	
0,046	0,24165	0,0108	0	1	NAN	
0,048	0,23745	0,00825	0	1	NAN	
0,05	0,23325	0,0063	0	1	NAN	
0,052	0,22965	0,00405	0	1	NAN	
0,054	0,2259	0,0018	0	1	NAN	
0,056	0,22305	-0,00045	0	1	NAN	
0,058	0,22095	-0,00225	0	1	NAN	
0,06	0,21885	-0,00435	0	1	NAN	
0,062	0,21735	-0,00615	0	1	NAN	
0,064	0,21645	-0,0081	0	1	NAN	
0,066	0,21495	-0,0093	0	1	NAN	
0,068	0,21375	-0,0114	0	1	NAN	
0,07	0,21315	-0,01275	0	1	NAN	
0,072	0,21225	-0,01455	0	1	NAN	
0,074	0,2109	-0,01665	0	1	NAN	
0,076	0,2094	-0,0189	0	1	NAN	
0,078	0,20775	-0,021	0	1	NAN	
0,08	0,2052	-0,02295	0	1	NAN	
0,082	0,2025	-0,02505	0	1	NAN	
0,084	0,1986	-0,02715	0	1	NAN	
0,086	0,1944	-0,02895	0	1	NAN	
0,088	0,1887	-0,03105	0	1	NAN	
0,09	0,1824	-0,03315	0	1	NAN	
0,092	0,1746	-0,03525	0	1	NAN	
0,094	0,1653	-0,03735	0	1	NAN	
0,096	0,1545	-0,03975	0	1	NAN	
0,098	0,14265	-0,042	0	1	NAN	
0,1	0,12945	-0,04425	0	1	NAN	
0,102	0,1158	-0,0462	0	1	NAN	
0,104	0,1014	-0,0477	0	1	NAN	
0,106	0,08685	-0,0495	0	1	NAN	
0,108	0,07215	-0,05085	0	1	NAN	
0,11	0,057	-0,05235	0	1	NAN	
0,112	0,042	-0,05385	0	1	NAN	
0,114	0,0267	-0,0549	0	1	NAN	
0,116	0,0126	-0,0561	0	1	NAN	
0,118	-0,00225	-0,0573	0	1	NAN	
0,12	-0,01665	-0,0582	0	1	NAN	
0,122	-0,0309	-0,0582	0	1	NAN	
0,124	-0,04545	-0,0582	0	1	NAN	
0,126	-0,0591	-0,05805	0	1	NAN	
0,128	-0,0729	-0,0579	0	1	NAN	
0,13	-0,08685	-0,05715	0	1	NAN	
0,132	-0,10065	-0,0564	0	1	NAN	
0,134	-0,11445	-0,05565	0	1	NAN	
0,136	-0,1281	-0,05445	0	1	NAN	
0,138	-0,14205	-0,05325	0	1	NAN	
0,14	-0,15615	-0,05175	0	1	NAN	
0,142	-0,1698	-0,05025	0	1	NAN	
0,144	-0,183	-0,04815	0	1	NAN	
0,146	-0,19665	-0,04545	0	1	NAN	
0,148	-0,20955	-0,0432	0	1	NAN	
0,15	-0,22155	-0,04095	0	1	NAN	
0,152	-0,2325	-0,0384	0	1	NAN	
0,154	-0,24285	-0,03645	0	1	NAN	
0,156	-0,25215	-0,0342	0	1	NAN	
0,158	-0,25935	-0,03195	0	1	NAN	
0,16	-0,26535	-0,02955	0	1	NAN	
0,162	-0,2697	-0,0273	0	1	NAN	
0,164	-0,273	-0,0252	0	1	NAN	
0,166	-0,27465	-0,0225	0	1	NAN	
0,168	-0,2754	-0,02025	0	1	NAN	
0,17	-0,2751	-0,0186	0	1	NAN	
0,172	-0,27405	-0,0165	0	1	NAN	
0,174	-0,2724	-0,01485	0	1	NAN	
0,176	-0,2706	-0,01365	0	1	NAN	
0,178	-0,2685	-0,01245	0	1	NAN	
0,18	-0,26595	-0,0111	0	1	NAN	
0,182	-0,2637	-0,01005	0	1	NAN	
0,184	-0,26085	-0,0084	0	1	NAN	
0,186	-0,25845	-0,0072	0	1	NAN	
0,188	-0,2556	-0,006	0	1	NAN	
0,19	-0,25365	-0,0054	0	1	NAN	
0,192	-0,25155	-0,00465	0	1	NAN	
0,194	-0,24885	-0,0042	0	1	NAN	
0,196	-0,2475	-0,00345	0	1	NAN	
0,198	-0,246	-0,0033	0	1	NAN	
0,2	-0,2445	-0,003	0	1	NAN	
0,202	-0,2436	-0,00285	0	1	NAN	
0,204	-0,2427	-0,0024	0	1	NAN	
0,206	-0,2418	-0,00195	0	1	NAN	
0,208	-0,24075	-0,0018	0	1	NAN	
0,21	-0,23985	-0,0012	0	1	NAN	
0,212	-0,2388	-0,0006	0	1	NAN	
0,214	-0,23895	-0,0009	0	1	NAN	
0,216	-0,2379	-0,0012	0	1	NAN	
0,218	-0,2376	-0,00105	0	1	NAN	
0,22	-0,237	-0,0015	0	1	NAN	
0,222	-0,23655	-0,0015	0	1	NAN	
0,224	-0,2364	-0,0009	0	1	NAN	
0,226	-0,23625	-0,0006	0	1	NAN	
0,228	-0,23655	-0,0009	0	1	NAN	
0,23	-0,23655	-0,00075	0	1	NAN	
0,232	-0,2364	-0,00045	0	1	NAN	
0,234	-0,2367	-0,00045	0	1	NAN	
0,236	-0,23625	-0,0009	0	1	NAN	
0,238	-0,2361	-0,0009	0	1	NAN	
0,24	-0,2364	-0,0012	0	1	NAN	
0,242	-0,2364	-0,0015	0	1	NAN	
0,244	-0,23625	-0,0015	0	1	NAN	
0,246	-0,23625	-0,00075	0	1	NAN	
0,248	-0,23625	-0,00075	0	1	NAN	
0,25	-0,23625	-0,0006	0	1	NAN	
0,252	-0,23655	-0,0006	0	1	NAN	
0,254	-0,23685	-0,00105	0	1	NAN	
0,256	-0,23685	-0,00105	0	1	NAN	
0,258	-0,237	-0,00135	0	1	NAN	
0,26	-0,2367	-0,00135	0	1	NAN	
0,262	-0,2367	-0,0012	0	1	NAN	
0,264	-0,237	-0,00135	0	1	NAN	
0,266	-0,23715	-0,0012	0	1	NAN	
0,268	-0,2367	-0,0009	0	1	NAN	
0,27	-0,2364	-0,00075	0	1	NAN	
0,272	-0,23625	-0,0009	0	1	NAN	
0,274	-0,2358	-0,00075	0	1	NAN	
0,276	-0,23535	-0,00075	0	1	NAN	
0,278	-0,23535	-0,0012	0	1	NAN	
0,28	-0,2352	-0,00135	0	1	NAN	
0,282	-0,2352	-0,0012	0	1	NAN	
0,284	-0,23475	-0,0009	0	1	NAN	
0,286	-0,23415	-0,0009	0	1	NAN	
0,288	-0,23355	-0,00045	0	1	NAN	
0,29	-0,2331	0	0	1	NAN	
0,292	-0,23235	0,00015	0	1	NAN	
0,294	-0,2322	0,00015	0	1	NAN	
0,296	-0,23145	0	0	1	NAN	
0,298	-0,23055	0	0	1	NAN	
0,3	-0,22995	0,0003	0	1	NAN	
0,302	-0,22905	0,0006	0	1	NAN	
0,304	-0,2292	0,0012	0	1	NAN	
0,306	-0,2286	0,00135	0	1	NAN	
0,308	-0,22845	0,0021	0	1	NAN	
0,31	-0,22815	0,00255	0	1	NAN	
0,312	-0,2277	0,0036	0	1	NAN	
0,314	-0,2277	0,0042	0	1	NAN	
0,316	-0,22785	0,00435	0	1	NAN	
0,318	-0,22845	0,0051	0	1	NAN	
0,32	-0,22875	0,00585	0	1	NAN	
0,322	-0,2295	0,0066	0	1	NAN	
0,324	-0,23055	0,00795	0	1	NAN	
0,326	-0,2316	0,00945	0	1	NAN	
0,328	-0,23325	0,01065	0	1	NAN	
0,33	-0,23535	0,01185	0	1	NAN	
0,332	-0,2382	0,01335	0	1	NAN	
0,334	-0,24045	0,0144	0	1	NAN	
0,336	-0,2439	0,0159	0	1	NAN	
0,338	-0,24705	0,01755	0	1	NAN	
0,34	-0,25095	0,0192	0	1	NAN	
0,342	-0,2544	0,02115	0	1	NAN	
0,344	-0,2586	0,02295	0	1	NAN	
0,346	-0,26205	0,0249	0	1	NAN	
0,348	-0,2649	0,027	0	1	NAN	
0,35	-0,26685	0,0294	0	1	NAN	
0,352	-0,2676	0,03165	0	1	NAN	
0,354	-0,2679	0,0339	0	1	NAN	
0,356	-0,2655	0,03555	0	1	NAN	
0,358	-0,2619	0,0375	0	1	NAN	
0,36	-0,2556	0,03945	0	1	NAN	
0,362	-0,2475	0,0417	0	1	NAN	
0,364	-0,2361	0,0438	0	1	NAN	
0,366	-0,22395	0,04605	0	1	NAN	
0,368	-0,20985	0,0477	0	1	NAN	
0,37	-0,1944	0,04965	0	1	NAN	
0,372	-0,17835	0,05115	0	1	NAN	
0,374	-0,16125	0,0525	0	1	NAN	
0,376	-0,14385	0,05355	0	1	NAN	
0,378	-0,1266	0,05475	0	1	NAN	
0,38	-0,1092	0,0549	0	1	NAN	
0,382	-0,0921	0,0558	0	1	NAN	
0,384	-0,07485	0,05625	0	1	NAN	
0,386	-0,0582	0,05685	0	1	NAN	
0,388	-0,0414	0,0573	0	1	NAN	
0,39	-0,0246	0,05745	0	1	NAN	
0,392	-0,0075	0,057	0	1	NAN	
0,394	0,00885	0,0564	0	1	NAN	
0,396	0,02625	0,05535	0	1	NAN	
