LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID1171473,1171473,3,0.7290738224983215,553.6144230986348,558.5261775640589,0.0,96.0,96,20.0,1,,60.3998476770754,0.0,0.0,255.0,79305.0,108.4563426553375,0.9595710286318537,0.5454149038544553
ID1177622,1177622,3,0.8680100440979004,723.747462211842,435.241199464835,0.0,300.0,300,20.0,1,,70.11043412033511,0.0,0.0,255.0,92055.0,113.89718093744702,0.990688821550875,0.6126797998617247
ID1179669,1179669,3,0.7680350542068481,724.2959576361516,247.55494721532853,0.0,373.0,373,20.0,1,,61.95354150799695,0.0,0.0,255.0,81345.0,109.40305098841237,0.9484328374035915,0.5512998080881497
ID1175580,1175580,3,0.7857987880706787,561.6273736523761,706.6443250978351,0.0,231.0,231,20.0,1,,60.59405940594059,0.0,0.0,255.0,79560.0,108.57634942153328,0.9534825297799737,0.5447886071553775
ID1172485,1172485,3,0.8651090860366821,596.0895817735767,395.5179909628472,0.0,131.0,131,20.0,1,,71.08149276466108,0.0,0.0,255.0,93330.0,114.38166973846893,0.994479122209865,0.6197210940133865
ID1170439,1170439,3,0.729283332824707,490.3333724230234,679.1093777309906,0.0,58.0,58,20.0,1,,44.086062452399084,0.0,0.0,255.0,57885.0,96.46477176289507,1.0,0.45701722656598537
ID1176584,1176584,3,0.7493155598640442,608.6930327415706,632.2012158531936,0.0,263.0,263,20.0,1,,80.20944402132521,0.0,0.0,255.0,105315.0,118.45057694682185,0.7225270260485248,0.568075910345092
ID1178636,1178636,3,0.8717247843742371,790.5137715957648,302.74877429292764,0.0,335.0,335,20.0,1,,61.56511805026656,0.0,0.0,255.0,80835.0,109.16921820299882,1.0,0.5639420989146133
ID1169422,1169422,3,0.869530200958252,506.6821244338131,651.9188497574385,0.0,23.0,23,20.0,1,,71.85833968012186,0.0,0.0,255.0,94350.0,114.76186788083086,0.996355779198521,0.6250087085990743
ID1174542,1174542,3,0.8569904565811157,573.5857902669627,554.6040944499624,0.0,198.0,198,20.0,1,,70.3046458492003,0.0,0.0,255.0,92310.0,113.99490568708325,0.9888676453755791,0.6132829086467099
ID1177652,1177652,3,0.8574510812759399,717.6551126832687,444.4561520339939,0.0,299.0,299,20.0,1,,68.36252856054836,0.0,0.0,255.0,89760.0,112.99882444754971,0.9961697838830456,0.603823588914528
ID1175610,1175610,3,0.789588212966919,562.6034560727136,704.8786169615798,0.0,232.0,232,20.0,1,,57.875095201827875,0.0,0.0,255.0,75990.0,106.85185177788779,0.9887314418519229,0.5385696377324872
ID1172543,1172543,3,0.8061680197715759,595.7996037673635,387.2920164085363,0.0,134.0,134,20.0,1,,67.39146991622239,0.0,0.0,255.0,88485.0,112.48489324202606,0.9961147006647618,0.5979496013922228
ID1172514,1172514,3,0.8554185628890991,596.2331301874211,392.00289700038394,0.0,132.0,132,20.0,1,,70.6930693069307,0.0,0.0,255.0,92820.0,114.18911259468054,0.9944488719118417,0.6173645494373996
ID1170469,1170469,3,0.6987732648849487,488.7931873134152,677.0515405468988,0.0,61.0,61,20.0,1,,40.784463061690786,0.0,0.0,255.0,53550.0,93.50574686854246,1.0,0.43617065717927167
ID1176614,1176614,3,0.7170159220695496,613.6303869975535,623.970688085758,0.0,265.0,265,20.0,1,,66.61462300076161,0.0,0.0,255.0,87465.0,112.06598869679524,0.69325078594392,0.48673752313714774
ID1178665,1178665,3,0.7899694442749023,785.5803473052897,305.6634177945077,0.0,337.0,337,20.0,1,,50.883472962680884,0.0,0.0,255.0,66810.0,101.95133183798545,1.0,0.4990957160181257
ID1169450,1169450,3,0.8695900440216064,513.2233941690217,657.856486519605,0.0,26.0,26,20.0,1,,73.02361005331302,0.0,0.0,255.0,95880.0,115.31999576763663,0.9964138273857401,0.6320884485695009
ID1171501,1171501,3,0.7607560753822327,556.5272392014999,554.3817076877004,0.0,97.0,97,20.0,1,,62.34196496572734,0.0,0.0,255.0,81855.0,109.63500787858933,0.9750657538668971,0.5614532175421258
ID1174573,1174573,3,0.879723846912384,574.0886580843234,562.0894617336139,0.0,199.0,199,20.0,1,,72.44097486671744,0.0,0.0,255.0,95115.0,115.04274681252573,0.9874045422309623,0.625696725111648
ID1179695,1179695,3,0.8044283986091614,725.9972777046908,248.3137886211717,0.0,374.0,374,20.0,1,,67.00304645849201,0.0,0.0,255.0,87975.0,112.27630873388743,0.9806126291076347,0.5909277122586426
ID1173551,1173551,3,0.6951761841773987,565.6240102918856,349.8929768752772,0.0,167.0,167,20.0,1,,67.39146991622239,0.0,0.0,255.0,88485.0,112.48489324202606,0.6355017204980201,0.4655930079435641
ID1177680,1177680,3,0.8598701357841492,727.0339534737651,429.4449814521724,0.0,301.0,301,20.0,1,,70.6930693069307,0.0,0.0,255.0,92820.0,114.18911259468054,0.9962958208791006,0.617938916102161
ID1175639,1175639,3,0.7792646884918213,563.441694608007,703.1437729446727,0.0,233.0,233,20.0,1,,53.6024371667936,0.0,0.0,255.0,70380.0,103.9405041775816,1.0,0.5157030706260018
ID1172573,1172573,3,0.8396535515785217,596.0288458370926,389.84874532174615,0.0,133.0,133,20.0,1,,69.33358720487433,0.0,0.0,255.0,91035.0,113.50211495022468,0.9924608905106557,0.6085458544640561
