0.016680,
0.033360
0.050000
0.066680
0.083360
0.100000
0.116680
0.133360
0.150000
0.166680
0.183360
0.200000
0.220960
0.237600
0.254880
0.271520
0.288840
0.305520
0.322760
0.345400
0.368040
0.384680
0.401960
0.418640
0.435880
0.458560
0.475200
0.492480
0.515120
0.531800
0.549040
0.571680
0.594320
0.611000
0.628240
0.650880
0.667560
0.684800
0.707440
0.730080
0.746760
0.764040
0.786640
0.803320
0.820600
0.843240
0.859880
0.877160
0.899800
0.922400
0.939120
1.001600
1.024240
1.046880
1.069520
1.092120
1.108800
1.126080
1.148720
1.165360
1.193960
1.216600
1.239200
1.261840
1.278520
1.295760
1.318400
1.341040
1.442880
1.465520
1.488120
1.522080
1.538720
1.556000
1.578640
1.612600
1.629240
1.646520
1.669160
1.691800
1.708440
1.725720
1.748360
1.771000
1.787640
1.804920
1.821600
1.918040
1.940680
1.957360
1.985960
2.008560
2.025240
2.042520
2.065160
2.081800
2.099080
2.121720
2.144360
2.166960
2.189600
2.212240
2.234840
2.251520
2.302720
2.325360
2.342040
2.359320
2.415880
2.438520
2.455160
2.472440
2.495080
2.517720
2.540360
2.562960
2.585600
2.602280
2.619520
2.653480
2.676120
2.692760
2.710040
2.726720
2.823160
2.845840
2.862480
2.879760
2.902400
2.925000
2.941680
2.958960
2.975640
2.992920
3.015520
3.049480
3.072120
3.094720
3.139960
3.162600
3.185240
3.207880
3.230520
3.253120
3.298360
3.321000
3.343640
3.366280
3.388880
3.411520
3.428200
3.445480
3.468080
3.490720
3.513360
3.536000
3.552640
3.569920
3.586600
3.603840
3.705680
3.722360
3.750960
3.784880
3.807520
3.830160
3.846800
3.875400
3.898040
3.914680
3.931960
3.954600
3.977240
3.999840
4.022480
4.056440
4.079040
4.095720
4.113000
4.158240
4.180880
4.203520
4.220200
4.237440
4.260080
4.282720
4.305360
4.327960
4.361920
4.384520
4.401200
4.418480
4.452440
4.475040
4.520280
4.542920
4.559600
4.588200
4.610840
4.627480
4.678680
4.701320
4.723960
4.746560
4.769200
4.785880
4.803160
4.819840
4.859720
4.876400
4.916320
4.938920
4.961560
4.995520
5.018120
5.040760
5.063400
5.086000
5.108640
5.125320
5.142600
5.165200
5.187840
5.204520
5.221760
5.244440
5.261080
5.278360
5.368840
5.391480
5.414120
5.436760
5.459360
5.482000
5.504640
5.538560
5.561200
5.583840
5.606480
5.629080
5.651720
5.674360
5.708280
5.730920
5.753560
5.776160
5.792840
5.810120
5.826800
5.878000
5.900640
5.934560
5.951240
5.968520
6.013760
6.036400
6.053080
6.070360
6.092960
6.115600
6.132280
6.172160
6.194800
6.217440
6.251360
6.274000
6.307920
6.330560
6.353200
6.369840
6.387120
6.409760
6.443720
6.466320
6.488960
6.511600
6.528240
6.545520
6.568160
6.624720
6.647360
6.670000
6.686640
6.726560
6.749200
6.783120
6.805760
6.822440
6.839680
6.862320
6.884960
6.907600
6.930200
6.952840
6.975480
6.992120
7.009400
7.032040
7.077280
7.099920
7.116600
7.133880
7.201760
7.224400
7.247000
7.263680
7.292240
7.314880
7.331560
7.348840
7.371480
7.394080
7.410760
7.439360
7.461960
7.484600
7.507240
7.541160
7.557840
7.575120
7.597760
7.665640
7.688240
7.704920
7.722200
7.744840
7.761480
7.778760
7.801400
7.824040
7.846640
7.863320
7.880600
7.925840
7.948480
7.971120
7.987760
8.005040
8.027680
8.095560
8.118200
8.140840
8.163440
8.180120
8.197400
8.220000
8.242640
8.259320
8.276600
8.299200
8.321840
8.338520
8.468920
8.485600
8.502880
8.525520
8.542160
8.559440
8.582080
8.604680
8.621360
8.649960
8.666600
8.683880
8.706520
8.729160
8.751800
8.774400
8.791080
8.808360
8.853600
8.876240
8.892920
8.910200
8.978080
8.994760
9.012000
9.034640
9.057240
9.079880
9.096560
9.113840
9.136480
9.159080
9.181720
9.198400
9.215680
9.260920
9.283560
9.306160
9.322840
9.340120
9.362760
9.379400
9.453240
9.475880
9.498520
9.521160
9.537800
9.555080
9.571760
9.589040
9.611640
9.634280
9.656920
9.679520
9.792680
9.815320
9.837920
9.860560
