0.016680,
0.033360
0.050000
0.066680
0.083360
0.100000
0.116680
0.133360
0.150000
0.166680
0.187000
0.203680
0.220960
0.237600
0.254880
0.277520
0.294200
0.311480
0.334080
0.356720
0.379360
0.401960
0.418640
0.435920
0.458520
0.475240
0.492480
0.515120
0.549040
0.571680
0.588360
0.605600
0.639560
0.662200
0.678880
0.696160
0.718760
0.741400
0.764040
0.780680
0.797960
0.820600
0.843240
0.865840
0.888480
0.911120
0.927760
0.945040
0.967680
0.990280
1.012960
1.029600
1.046880
1.069480
1.092120
1.114760
1.131440
1.148720
1.171320
1.193960
1.216600
1.239200
1.261840
1.278520
1.307120
1.329720
1.352360
1.375000
1.397600
1.420240
1.442880
1.465480
1.488120
1.510760
1.533400
1.556040
1.578640
1.601280
1.617920
1.635200
1.657840
1.680440
1.714400
1.759640
1.782320
1.816240
1.838880
1.861480
1.895440
1.918080
1.940680
1.963320
1.997280
2.019880
2.042520
2.065160
2.087760
2.110400
2.133040
2.155640
2.189640
2.212240
2.234840
2.257480
2.291440
2.308080
2.325360
2.348000
2.381960
2.398600
2.415880
2.449840
2.472440
2.495080
2.517720
2.540320
2.562960
2.585600
2.608200
2.630840
2.664800
2.687440
2.710040
2.732680
2.755320
2.772000
2.789240
2.811880
2.857120
2.879760
2.896440
2.913680
2.936320
2.958960
2.981600
2.998240
3.026840
3.083440
3.106040
3.122720
3.139960
3.162600
3.185240
3.207880
3.230520
3.253120
3.287080
3.303720
3.321000
3.343640
3.400200
3.422840
3.445480
3.462120
3.490720
3.535960
3.558600
3.592560
3.615160
3.637800
3.654480
3.671760
3.694360
3.717000
3.739640
3.756280
3.773560
3.796200
3.818840
3.841480
3.875400
3.898040
3.920680
3.937320
4.011200
4.033800
4.056440
4.079040
4.095720
4.113000
4.135640
4.158240
4.180880
4.203520
4.220160
4.271360
4.288040
4.305320
4.327960
4.350600
4.373200
4.395840
4.452400
4.486400
4.509000
4.525680
4.542920
4.565560
4.588200
4.610800
4.633480
4.656080
4.678720
