"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 13:56:54
"Stop Time:"; 13:57:30

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";91            ;


"DCV[V];ACV[V];DCV + ACV[V];Flag;Timestamp";
-0.000013;0.000658;0.000658;;13:56:54:230
-0.000013;0.000665;0.000665;;13:56:54:631
-0.000012;0.000667;0.000667;;13:56:55:032
-0.000013;0.000667;0.000667;;13:56:55:433
-0.000013;0.000670;0.000670;;13:56:55:834
-0.000015;0.000790;0.000791;;13:56:56:235
0.227275;0.037095;0.230282;;13:56:56:636
0.499912;0.044704;0.501907;Overrange ;13:56:57:043
0.528500;0.021334;0.528930;;13:56:57:646
0.526553;0.019747;0.526923;;13:56:58:047
0.556992;0.021405;0.557403;;13:56:58:445
0.633335;0.022866;0.633748;;13:56:58:846
0.677452;0.023636;0.677864;;13:56:59:247
0.758178;0.026583;0.758644;;13:56:59:648
0.756152;0.026811;0.756628;;13:57:00:049
0.758471;0.027386;0.758965;;13:57:00:450
0.770322;0.029272;0.770878;;13:57:00:851
0.880922;0.030506;0.881451;;13:57:01:252
0.914636;0.031217;0.915169;;13:57:01:653
0.931177;0.031236;0.931701;;13:57:02:054
0.930232;0.031895;0.930779;;13:57:02:455
0.934328;0.031765;0.934867;;13:57:02:856
0.956419;0.032016;0.956954;;13:57:03:257
0.968553;0.032203;0.969088;;13:57:03:658
0.978352;0.033233;0.978917;;13:57:04:059
0.997773;0.032982;0.998318;;13:57:04:460
1.018438;0.033994;1.019005;;13:57:04:861
1.035617;0.034596;1.036195;;13:57:05:262
1.057451;0.035112;1.058034;;13:57:05:663
1.071438;0.035743;1.072034;;13:57:06:064
1.074930;0.035413;1.075514;;13:57:06:465
1.072572;0.035567;1.073162;;13:57:06:866
1.072517;0.035342;1.073100;;13:57:07:267
1.071393;0.035548;1.071982;;13:57:07:668
1.074534;0.035432;1.075118;;13:57:08:069
1.087769;0.035821;1.088358;;13:57:08:470
1.090798;0.035921;1.091389;;13:57:08:871
1.103280;0.036731;1.103891;;13:57:09:272
1.116887;0.036482;1.117482;;13:57:09:673
1.124693;0.037112;1.125305;;13:57:10:074
1.126842;0.037112;1.127453;;13:57:10:475
1.139851;0.037380;1.140464;;13:57:10:876
1.143539;0.037121;1.144142;;13:57:11:277
1.133222;0.037625;1.133847;;13:57:11:678
1.142562;0.037773;1.143186;;13:57:12:079
1.181670;0.038624;1.182302;;13:57:12:480
1.193248;0.038673;1.193875;;13:57:12:881
1.195871;0.039073;1.196509;;13:57:13:282
1.215620;0.039505;1.216262;;13:57:13:683
1.230116;0.040035;1.230767;;13:57:14:084
1.240317;0.040116;1.240966;;13:57:14:485
1.248786;0.040829;1.249453;;13:57:14:886
1.263550;0.040742;1.264207;;13:57:15:287
1.275385;0.041255;1.276052;;13:57:15:688
1.278661;0.041626;1.279338;;13:57:16:089
1.292722;0.041694;1.293394;;13:57:16:490
1.302624;0.041971;1.303300;;13:57:16:891
1.311221;0.042561;1.311912;;13:57:17:292
1.327283;0.042766;1.327971;;13:57:17:693
1.347028;0.043247;1.347722;;13:57:18:094
1.348062;0.043656;1.348769;;13:57:18:495
1.365420;0.043717;1.366120;;13:57:18:896
1.382897;0.044414;1.383610;;13:57:19:297
1.401075;0.045272;1.401806;;13:57:19:698
1.417445;0.045186;1.418165;;13:57:20:099
1.426803;0.045621;1.427532;;13:57:20:500
1.430449;0.045722;1.431180;;13:57:20:901
1.436313;0.045786;1.437042;;13:57:21:302
1.437202;0.045863;1.437933;;13:57:21:703
1.447346;0.046513;1.448093;;13:57:22:104
1.472723;0.046736;1.473465;;13:57:22:505
1.474195;0.047172;1.474950;;13:57:22:906
1.495240;0.047606;1.495998;;13:57:23:307
1.510526;0.048110;1.511292;;13:57:23:708
1.532342;0.048753;1.533117;;13:57:24:109
1.546543;0.048899;1.547316;;13:57:24:510
1.554273;0.049235;1.555053;;13:57:24:911
1.568713;0.050196;1.569516;;13:57:25:312
1.585654;0.050175;1.586447;;13:57:25:713
1.595803;0.050825;1.596612;;13:57:26:114
1.607329;0.050743;1.608130;;13:57:26:515
1.612794;0.051104;1.613603;;13:57:26:916
0.872386;0.208580;0.896974;;13:57:27:317
0.787841;0.164325;0.804795;;13:57:27:718
0.782318;0.146920;0.795994;;13:57:28:119
0.781797;0.145004;0.795130;;13:57:28:520
0.781999;0.144672;0.795269;;13:57:28:921
0.782195;0.144565;0.795442;;13:57:29:322
0.782315;0.144551;0.795558;;13:57:29:723
0.782384;0.144616;0.795637;;13:57:30:124
0.782414;0.144649;0.795673;;13:57:30:525
