"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-21
"Start Time:"; 11:53:44
"Stop Time:"; 11:54:04

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";51            ;


"DCV[V];ACV[V];DCV + ACV[V];Flag;Timestamp";
0.089159;0.014964;0.090406;;11:53:44:286
0.178991;0.017455;0.179840;;11:53:44:687
0.393691;0.025819;0.394536;;11:53:45:088
0.499912;0.025574;0.500566;Overrange ;11:53:45:495
0.839563;0.032545;0.840194;;11:53:46:098
0.945164;0.033844;0.945770;;11:53:46:499
1.169072;0.042502;1.169844;;11:53:46:897
1.331434;0.048486;1.332317;;11:53:47:298
1.337044;0.046214;1.337843;;11:53:47:699
1.460284;0.051272;1.461184;;11:53:48:100
1.664150;0.055291;1.665069;;11:53:48:501
1.892199;0.062072;1.893217;;11:53:48:902
2.043769;0.065948;2.044833;;11:53:49:303
2.104969;0.068279;2.106076;;11:53:49:704
2.194640;0.070807;2.195782;;11:53:50:105
2.285913;0.073036;2.287080;;11:53:50:506
2.404696;0.076868;2.405925;;11:53:50:907
2.417729;0.076973;2.418954;;11:53:51:308
2.426653;0.078161;2.427911;;11:53:51:709
2.544935;0.080809;2.546217;;11:53:52:110
2.646358;0.083543;2.647676;;11:53:52:511
2.725755;0.085721;2.727103;;11:53:52:912
2.794134;0.088010;2.795520;;11:53:53:313
2.865474;0.089859;2.866882;;11:53:53:714
2.907222;0.091191;2.908651;;11:53:54:115
2.985451;0.093630;2.986919;;11:53:54:516
3.042642;0.095607;3.044144;;11:53:54:917
3.124804;0.097669;3.126330;;11:53:55:318
3.157161;0.098660;3.158702;;11:53:55:719
3.212844;0.100134;3.214404;;11:53:56:120
3.285468;0.102976;3.287081;;11:53:56:521
3.398895;0.106290;3.400556;;11:53:56:922
3.607446;0.112264;3.609193;;11:53:57:323
3.748932;0.116683;3.750747;;11:53:57:724
3.920233;0.121792;3.922124;;11:53:58:125
3.927027;0.121951;3.928921;;11:53:58:526
4.081138;0.126421;4.083096;;11:53:58:927
4.243768;0.130889;4.245786;;11:53:59:328
4.349765;0.133886;4.351825;;11:53:59:729
4.445241;0.137934;4.447381;;11:54:00:130
4.533278;0.139357;4.535419;;11:54:00:531
4.591681;0.140639;4.593835;;11:54:00:932
4.597024;0.142406;4.599229;;11:54:01:333
4.697209;0.147310;4.699519;;11:54:01:734
4.430227;0.138306;4.432385;;11:54:02:135
4.779861;0.211675;4.784546;;11:54:02:536
4.780996;0.173994;4.784161;;11:54:02:937
4.959847;0.157562;4.962349;Clipped ;11:54:03:364
4.895573;0.174852;4.898694;;11:54:03:973
4.971684;0.170996;4.974623;;11:54:04:374
4.980143;0.169131;4.983014;;11:54:04:772
