BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;184;4725;4725;184
1650;18;790;790;18
2750;15;29;29;15
3850;12;13;13;12
4950;11;11;11;11
6050;12;12;12;12
7150;4;10;10;4
8250;6;12;12;6
9350;12;13;13;12
10450;15;13;13;15
11550;12;12;12;12
12650;10;11;11;10
13750;16;10;10;16
14850;13;15;15;13
15950;11;9;9;11
17050;11;14;14;11
18150;12;9;9;12
19250;4;20;20;4
20350;19;10;10;19
21450;11;13;13;11
22550;8;15;15;8
23650;15;14;14;15
24750;13;14;14;13
25850;15;14;14;15
26950;16;17;17;16
28050;9;4;4;9
29150;10;11;11;10
30250;9;16;16;9
31350;17;15;15;17
32450;10;7;7;10
33550;15;12;12;15
34650;15;8;8;15
35750;16;6;6;16
36850;14;13;13;14
37950;8;14;14;8
39050;14;7;7;14
40150;16;13;13;16
41250;7;9;9;7
42350;10;8;8;10
43450;16;8;8;16
44550;29;13;13;29
45650;10;15;15;10
46750;8;19;19;8
47850;12;16;16;12
48950;24;15;15;24
50050;14;13;13;14
51150;18;15;15;18
52250;22;14;14;22
53350;28;18;18;28
54450;26;25;25;26
55550;30;30;30;30
56650;19;35;35;19
57750;32;27;27;32
58850;20;11;11;20
59950;14;16;16;14
61050;18;15;15;18
62150;21;23;23;21
63250;7;15;15;7
64350;10;12;12;10
65450;13;14;14;13
66550;9;14;14;9
67650;12;10;10;12
68750;12;6;6;12
69850;9;9;9;9
70950;4;12;12;4
72050;12;16;16;12
73150;14;10;10;14
74250;8;18;18;8
75350;6;18;18;6
76450;14;9;9;14
77550;14;20;20;14
78650;15;14;14;15
79750;10;14;14;10
80850;8;21;21;8
81950;14;13;13;14
83050;17;11;11;17
84150;15;17;17;15
85250;10;13;13;10
86350;9;9;9;9
87450;17;17;17;17
88550;18;13;13;18
89650;10;14;14;10
90750;8;13;13;8
91850;14;9;9;14
92950;14;11;11;14
94050;13;5;5;13
95150;19;13;13;19
96250;11;13;13;11
97350;10;10;10;10
98450;15;15;15;15
99550;7;11;11;7
