BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;516;10845;10845;516
1650;24;1930;1930;24
2750;18;46;46;18
3850;16;16;16;16
4950;10;19;19;10
6050;19;20;20;19
7150;13;20;20;13
8250;17;12;12;17
9350;5;16;16;5
10450;19;10;10;19
11550;19;16;16;19
12650;11;20;20;11
13750;10;10;10;10
14850;8;7;7;8
15950;16;15;15;16
17050;17;17;17;17
18150;15;18;18;15
19250;9;10;10;9
20350;15;15;15;15
21450;17;25;25;17
22550;12;11;11;12
23650;12;16;16;12
24750;21;13;13;21
25850;14;25;25;14
26950;16;12;12;16
28050;18;12;12;18
29150;11;14;14;11
30250;6;15;15;6
31350;15;28;28;15
32450;13;16;16;13
33550;14;11;11;14
34650;16;8;8;16
35750;17;20;20;17
36850;15;13;13;15
37950;12;15;15;12
39050;18;14;14;18
40150;19;12;12;19
41250;14;12;12;14
42350;20;13;13;20
43450;28;16;16;28
44550;52;9;9;52
45650;21;21;21;21
46750;18;24;24;18
47850;12;30;30;12
48950;41;23;23;41
50050;23;13;13;23
51150;24;24;24;24
52250;31;10;10;31
53350;58;26;26;58
54450;59;43;43;59
55550;37;45;45;37
56650;47;42;42;47
57750;41;38;38;41
58850;31;33;33;31
59950;31;30;30;31
61050;34;30;30;34
62150;20;21;21;20
63250;22;21;21;22
64350;33;21;21;33
65450;14;16;16;14
66550;16;23;23;16
67650;15;20;20;15
68750;15;12;12;15
69850;18;11;11;18
70950;9;20;20;9
72050;10;8;8;10
73150;16;9;9;16
74250;17;11;11;17
75350;19;14;14;19
76450;8;13;13;8
77550;12;16;16;12
78650;17;18;18;17
79750;20;14;14;20
80850;13;7;7;13
81950;11;16;16;11
83050;16;14;14;16
84150;13;21;21;13
85250;16;17;17;16
86350;14;13;13;14
87450;12;18;18;12
88550;11;12;12;11
89650;13;13;13;13
90750;18;15;15;18
91850;24;11;11;24
92950;16;7;7;16
94050;9;11;11;9
95150;11;17;17;11
96250;23;14;14;23
97350;12;14;14;12
98450;18;14;14;18
99550;20;12;12;20
