BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;257;6104;6104;257
1650;24;998;998;24
2750;20;30;30;20
3850;10;11;11;10
4950;10;10;10;10
6050;9;16;16;9
7150;16;12;12;16
8250;12;8;8;12
9350;9;9;9;9
10450;5;7;7;5
11550;7;10;10;7
12650;8;9;9;8
13750;14;6;6;14
14850;13;5;5;13
15950;10;8;8;10
17050;17;10;10;17
18150;6;9;9;6
19250;7;13;13;7
20350;9;10;10;9
21450;10;8;8;10
22550;8;12;12;8
23650;8;5;5;8
24750;7;11;11;7
25850;12;8;8;12
26950;9;6;6;9
28050;11;16;16;11
29150;13;10;10;13
30250;7;12;12;7
31350;10;15;15;10
32450;6;12;12;6
33550;10;14;14;10
34650;6;10;10;6
35750;14;7;7;14
36850;13;8;8;13
37950;14;12;12;14
39050;8;14;14;8
40150;11;14;14;11
41250;5;8;8;5
42350;6;6;6;6
43450;17;12;12;17
44550;25;15;15;25
45650;14;12;12;14
46750;11;16;16;11
47850;18;22;22;18
48950;28;13;13;28
50050;24;23;23;24
51150;16;18;18;16
52250;26;10;10;26
53350;43;21;21;43
54450;42;29;29;42
55550;31;34;34;31
56650;27;25;25;27
57750;21;30;30;21
58850;26;27;27;26
59950;12;17;17;12
61050;15;18;18;15
62150;19;16;16;19
63250;19;17;17;19
64350;8;12;12;8
65450;12;19;19;12
66550;8;12;12;8
67650;12;11;11;12
68750;11;7;7;11
69850;14;8;8;14
70950;10;4;4;10
72050;11;11;11;11
73150;8;11;11;8
74250;13;14;14;13
75350;7;14;14;7
76450;8;11;11;8
77550;12;5;5;12
78650;8;13;13;8
79750;15;10;10;15
80850;7;7;7;7
81950;10;15;15;10
83050;8;16;16;8
84150;12;7;7;12
85250;15;9;9;15
86350;17;13;13;17
87450;11;11;11;11
88550;18;9;9;18
89650;9;12;12;9
90750;8;13;13;8
91850;14;8;8;14
92950;8;12;12;8
94050;10;8;8;10
95150;14;4;4;14
96250;8;11;11;8
97350;14;9;9;14
98450;14;7;7;14
99550;8;14;14;8
