BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;428;8718;8718;428
1650;25;1589;1589;25
2750;14;32;32;14
3850;26;17;17;26
4950;15;9;9;15
6050;14;17;17;14
7150;7;17;17;7
8250;22;14;14;22
9350;13;10;10;13
10450;13;7;7;13
11550;16;21;21;16
12650;15;11;11;15
13750;9;19;19;9
14850;14;18;18;14
15950;6;10;10;6
17050;6;19;19;6
18150;11;14;14;11
19250;11;18;18;11
20350;10;18;18;10
21450;12;18;18;12
22550;20;11;11;20
23650;16;15;15;16
24750;14;5;5;14
25850;16;12;12;16
26950;12;13;13;12
28050;13;18;18;13
29150;19;9;9;19
30250;11;14;14;11
31350;10;18;18;10
32450;12;13;13;12
33550;13;10;10;13
34650;10;15;15;10
35750;6;12;12;6
36850;15;10;10;15
37950;9;10;10;9
39050;10;4;4;10
40150;19;8;8;19
41250;13;20;20;13
42350;14;13;13;14
43450;21;8;8;21
44550;33;12;12;33
45650;26;14;14;26
46750;10;28;28;10
47850;13;31;31;13
48950;40;15;15;40
50050;24;23;23;24
51150;10;31;31;10
52250;24;13;13;24
53350;60;23;23;60
54450;60;34;34;60
55550;53;40;40;53
56650;28;35;35;28
57750;30;31;31;30
58850;21;29;29;21
59950;23;18;18;23
61050;17;26;26;17
62150;22;13;13;22
63250;20;16;16;20
64350;17;16;16;17
65450;16;25;25;16
66550;16;16;16;16
67650;17;14;14;17
68750;17;13;13;17
69850;11;12;12;11
70950;13;10;10;13
72050;17;11;11;17
73150;13;10;10;13
74250;11;11;11;11
75350;9;12;12;9
76450;18;11;11;18
77550;15;10;10;15
78650;14;12;12;14
79750;17;7;7;17
80850;13;12;12;13
81950;18;11;11;18
83050;12;20;20;12
84150;15;8;8;15
85250;15;14;14;15
86350;13;15;15;13
87450;12;11;11;12
88550;12;12;12;12
89650;6;16;16;6
90750;7;13;13;7
91850;13;4;4;13
92950;13;16;16;13
94050;13;12;12;13
95150;13;12;12;13
96250;13;21;21;13
97350;11;12;12;11
98450;13;20;20;13
99550;5;11;11;5
