BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;325;6455;6455;325
1650;18;1062;1062;18
2750;14;27;27;14
3850;11;15;15;11
4950;5;17;17;5
6050;19;11;11;19
7150;13;7;7;13
8250;7;7;7;7
9350;14;10;10;14
10450;10;11;11;10
11550;15;9;9;15
12650;10;17;17;10
13750;13;6;6;13
14850;8;10;10;8
15950;9;9;9;9
17050;11;10;10;11
18150;11;9;9;11
19250;13;9;9;13
20350;13;10;10;13
21450;10;12;12;10
22550;11;9;9;11
23650;8;14;14;8
24750;9;13;13;9
25850;13;6;6;13
26950;9;12;12;9
28050;9;10;10;9
29150;11;9;9;11
30250;8;9;9;8
31350;10;10;10;10
32450;10;11;11;10
33550;8;12;12;8
34650;9;13;13;9
35750;10;18;18;10
36850;13;13;13;13
37950;16;10;10;16
39050;7;13;13;7
40150;8;9;9;8
41250;11;12;12;11
42350;15;6;6;15
43450;12;10;10;12
44550;42;11;11;42
45650;15;21;21;15
46750;18;16;16;18
47850;7;26;26;7
48950;19;5;5;19
50050;24;8;8;24
51150;14;22;22;14
52250;21;7;7;21
53350;31;14;14;31
54450;40;30;30;40
55550;32;35;35;32
56650;30;34;34;30
57750;19;19;19;19
58850;22;20;20;22
59950;13;13;13;13
61050;23;15;15;23
62150;19;10;10;19
63250;11;10;10;11
64350;16;9;9;16
65450;9;15;15;9
66550;13;10;10;13
67650;11;10;10;11
68750;14;11;11;14
69850;9;10;10;9
70950;11;12;12;11
72050;9;7;7;9
73150;9;13;13;9
74250;15;11;11;15
75350;9;9;9;9
76450;13;6;6;13
77550;5;13;13;5
78650;8;8;8;8
79750;12;11;11;12
80850;8;6;6;8
81950;10;8;8;10
83050;6;8;8;6
84150;7;13;13;7
85250;15;5;5;15
86350;7;8;8;7
87450;8;14;14;8
88550;7;4;4;7
89650;7;7;7;7
90750;9;7;7;9
91850;11;9;9;11
92950;10;13;13;10
94050;10;15;15;10
95150;9;11;11;9
96250;6;11;11;6
97350;8;13;13;8
98450;6;14;14;6
99550;21;4;4;21
