BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;392;8032;8032;392
1650;21;1307;1307;21
2750;10;28;28;10
3850;8;17;17;8
4950;17;8;8;17
6050;15;10;10;15
7150;12;11;11;12
8250;4;9;9;4
9350;5;12;12;5
10450;7;13;13;7
11550;8;12;12;8
12650;10;11;11;10
13750;10;12;12;10
14850;7;9;9;7
15950;11;6;6;11
17050;7;5;5;7
18150;6;8;8;6
19250;12;16;16;12
20350;8;11;11;8
21450;11;12;12;11
22550;8;18;18;8
23650;11;9;9;11
24750;9;12;12;9
25850;11;10;10;11
26950;9;11;11;9
28050;12;10;10;12
29150;9;7;7;9
30250;6;6;6;6
31350;12;8;8;12
32450;12;6;6;12
33550;8;6;6;8
34650;12;11;11;12
35750;6;10;10;6
36850;10;7;7;10
37950;10;6;6;10
39050;8;14;14;8
40150;12;11;11;12
41250;8;13;13;8
42350;8;10;10;8
43450;24;11;11;24
44550;21;12;12;21
45650;15;18;18;15
46750;17;33;33;17
47850;10;23;23;10
48950;28;11;11;28
50050;35;12;12;35
51150;9;31;31;9
52250;37;10;10;37
53350;52;20;20;52
54450;55;31;31;55
55550;42;40;40;42
56650;38;31;31;38
57750;28;26;26;28
58850;25;19;19;25
59950;33;22;22;33
61050;25;26;26;25
62150;12;22;22;12
63250;15;14;14;15
64350;19;11;11;19
65450;16;9;9;16
66550;12;20;20;12
67650;18;9;9;18
68750;8;11;11;8
69850;17;11;11;17
70950;15;6;6;15
72050;10;10;10;10
73150;10;8;8;10
74250;16;15;15;16
75350;10;13;13;10
76450;7;10;10;7
77550;9;5;5;9
78650;8;11;11;8
79750;7;6;6;7
80850;11;12;12;11
81950;3;12;12;3
83050;9;7;7;9
84150;7;8;8;7
85250;12;12;12;12
86350;13;10;10;13
87450;13;12;12;13
88550;11;10;10;11
89650;6;4;4;6
90750;10;13;13;10
91850;8;9;9;8
92950;9;9;9;9
94050;10;8;8;10
95150;9;10;10;9
96250;7;10;10;7
97350;12;11;11;12
98450;14;12;12;14
99550;6;18;18;6
