BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;83;1475;1475;83
1650;13;257;257;13
2750;10;20;20;10
3850;8;10;10;8
4950;12;12;12;12
6050;18;6;6;18
7150;6;15;15;6
8250;8;10;10;8
9350;10;9;9;10
10450;9;6;6;9
11550;12;7;7;12
12650;14;10;10;14
13750;5;12;12;5
14850;11;10;10;11
15950;11;11;11;11
17050;4;10;10;4
18150;10;11;11;10
19250;7;11;11;7
20350;10;8;8;10
21450;13;11;11;13
22550;12;4;4;12
23650;10;3;3;10
24750;12;12;12;12
25850;6;11;11;6
26950;7;13;13;7
28050;15;9;9;15
29150;13;8;8;13
30250;10;14;14;10
31350;12;12;12;12
32450;12;13;13;12
33550;12;22;22;12
34650;11;6;6;11
35750;7;7;7;7
36850;16;10;10;16
37950;8;11;11;8
39050;11;8;8;11
40150;15;14;14;15
41250;12;6;6;12
42350;14;7;7;14
43450;11;9;9;11
44550;12;10;10;12
45650;9;11;11;9
46750;15;17;17;15
47850;10;14;14;10
48950;14;12;12;14
50050;14;8;8;14
51150;10;12;12;10
52250;14;13;13;14
53350;16;13;13;16
54450;15;15;15;15
55550;24;21;21;24
56650;20;13;13;20
57750;14;15;15;14
58850;12;15;15;12
59950;8;18;18;8
61050;16;9;9;16
62150;23;10;10;23
63250;6;10;10;6
64350;9;13;13;9
65450;10;9;9;10
66550;13;8;8;13
67650;7;10;10;7
68750;12;19;19;12
69850;11;15;15;11
70950;10;10;10;10
72050;5;11;11;5
73150;13;5;5;13
74250;5;11;11;5
75350;6;14;14;6
76450;11;13;13;11
77550;9;13;13;9
78650;12;8;8;12
79750;7;8;8;7
80850;11;11;11;11
81950;7;9;9;7
83050;16;13;13;16
84150;9;12;12;9
85250;12;12;12;12
86350;10;8;8;10
87450;11;2;2;11
88550;10;5;5;10
89650;13;15;15;13
90750;6;14;14;6
91850;14;17;17;14
92950;13;12;12;13
94050;6;12;12;6
95150;11;9;9;11
96250;7;9;9;7
97350;12;9;9;12
98450;9;9;9;9
99550;9;10;10;9
