BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;211;4838;4838;211
1650;18;825;825;18
2750;13;18;18;13
3850;18;17;17;18
4950;9;14;14;9
6050;7;6;6;7
7150;12;15;15;12
8250;15;11;11;15
9350;7;8;8;7
10450;17;8;8;17
11550;12;10;10;12
12650;10;17;17;10
13750;10;7;7;10
14850;7;12;12;7
15950;12;18;18;12
17050;11;17;17;11
18150;12;7;7;12
19250;6;6;6;6
20350;13;9;9;13
21450;11;9;9;11
22550;7;11;11;7
23650;7;12;12;7
24750;10;14;14;10
25850;15;10;10;15
26950;9;8;8;9
28050;11;13;13;11
29150;11;14;14;11
30250;15;9;9;15
31350;8;8;8;8
32450;12;12;12;12
33550;11;11;11;11
34650;8;11;11;8
35750;11;10;10;11
36850;11;10;10;11
37950;11;8;8;11
39050;8;13;13;8
40150;13;11;11;13
41250;15;16;16;15
42350;13;14;14;13
43450;18;15;15;18
44550;22;8;8;22
45650;15;9;9;15
46750;17;24;24;17
47850;12;15;15;12
48950;18;15;15;18
50050;21;15;15;21
51150;14;19;19;14
52250;24;15;15;24
53350;29;11;11;29
54450;40;20;20;40
55550;22;28;28;22
56650;28;21;21;28
57750;14;27;27;14
58850;16;23;23;16
59950;27;16;16;27
61050;15;14;14;15
62150;11;7;7;11
63250;20;19;19;20
64350;17;20;20;17
65450;13;15;15;13
66550;21;18;18;21
67650;12;8;8;12
68750;15;12;12;15
69850;13;13;13;13
70950;8;15;15;8
72050;8;10;10;8
73150;9;9;9;9
74250;16;17;17;16
75350;12;8;8;12
76450;13;9;9;13
77550;14;11;11;14
78650;11;12;12;11
79750;14;7;7;14
80850;17;9;9;17
81950;9;8;8;9
83050;9;7;7;9
84150;8;17;17;8
85250;14;13;13;14
86350;13;12;12;13
87450;9;8;8;9
88550;5;4;4;5
89650;7;8;8;7
90750;13;15;15;13
91850;12;9;9;12
92950;6;9;9;6
94050;11;10;10;11
95150;11;15;15;11
96250;11;5;5;11
97350;10;13;13;10
98450;18;17;17;18
99550;14;10;10;14
