BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;365;8150;8150;365
1650;23;1383;1383;23
2750;15;36;36;15
3850;19;17;17;19
4950;16;9;9;16
6050;20;16;16;20
7150;11;10;10;11
8250;11;12;12;11
9350;17;13;13;17
10450;16;14;14;16
11550;13;12;12;13
12650;15;18;18;15
13750;11;12;12;11
14850;15;11;11;15
15950;10;9;9;10
17050;13;10;10;13
18150;7;5;5;7
19250;14;8;8;14
20350;12;12;12;12
21450;10;12;12;10
22550;13;11;11;13
23650;11;19;19;11
24750;8;17;17;8
25850;11;15;15;11
26950;14;12;12;14
28050;16;14;14;16
29150;9;16;16;9
30250;12;13;13;12
31350;11;6;6;11
32450;19;14;14;19
33550;13;10;10;13
34650;14;15;15;14
35750;11;13;13;11
36850;8;20;20;8
37950;25;11;11;25
39050;10;7;7;10
40150;10;19;19;10
41250;9;15;15;9
42350;10;6;6;10
43450;23;8;8;23
44550;32;15;15;32
45650;22;15;15;22
46750;14;24;24;14
47850;16;35;35;16
48950;20;22;22;20
50050;20;16;16;20
51150;14;21;21;14
52250;28;17;17;28
53350;51;22;22;51
54450;41;33;33;41
55550;35;40;40;35
56650;35;32;32;35
57750;22;40;40;22
58850;24;23;23;24
59950;24;20;20;24
61050;23;20;20;23
62150;18;14;14;18
63250;19;25;25;19
64350;20;17;17;20
65450;6;24;24;6
66550;14;17;17;14
67650;14;14;14;14
68750;20;12;12;20
69850;10;11;11;10
70950;9;13;13;9
72050;12;11;11;12
73150;8;11;11;8
74250;9;14;14;9
75350;12;13;13;12
76450;15;10;10;15
77550;10;16;16;10
78650;15;10;10;15
79750;15;10;10;15
80850;16;12;12;16
81950;16;16;16;16
83050;9;12;12;9
84150;11;14;14;11
85250;11;19;19;11
86350;10;16;16;10
87450;12;16;16;12
88550;8;9;9;8
89650;14;7;7;14
90750;15;13;13;15
91850;11;14;14;11
92950;15;16;16;15
94050;16;17;17;16
95150;13;15;15;13
96250;14;14;14;14
97350;11;12;12;11
98450;9;16;16;9
99550;12;10;10;12
