BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;572;11803;11803;572
1650;33;2118;2118;33
2750;17;60;60;17
3850;12;16;16;12
4950;9;9;9;9
6050;14;7;7;14
7150;12;16;16;12
8250;12;13;13;12
9350;23;20;20;23
10450;11;13;13;11
11550;15;8;8;15
12650;16;12;12;16
13750;10;17;17;10
14850;12;17;17;12
15950;19;14;14;19
17050;11;12;12;11
18150;18;16;16;18
19250;11;12;12;11
20350;14;18;18;14
21450;17;12;12;17
22550;10;8;8;10
23650;18;15;15;18
24750;21;20;20;21
25850;19;10;10;19
26950;11;11;11;11
28050;12;14;14;12
29150;16;18;18;16
30250;14;13;13;14
31350;17;9;9;17
32450;12;13;13;12
33550;18;16;16;18
34650;11;12;12;11
35750;14;16;16;14
36850;15;15;15;15
37950;12;16;16;12
39050;10;13;13;10
40150;11;7;7;11
41250;16;17;17;16
42350;19;8;8;19
43450;19;18;18;19
44550;37;15;15;37
45650;27;18;18;27
46750;13;44;44;13
47850;21;27;27;21
48950;41;14;14;41
50050;34;26;26;34
51150;26;39;39;26
52250;45;19;19;45
53350;55;31;31;55
54450;68;60;60;68
55550;48;59;59;48
56650;50;54;54;50
57750;33;41;41;33
58850;31;34;34;31
59950;32;29;29;32
61050;35;34;34;35
62150;23;29;29;23
63250;26;27;27;26
64350;23;16;16;23
65450;8;21;21;8
66550;23;24;24;23
67650;11;13;13;11
68750;15;18;18;15
69850;9;13;13;9
70950;12;19;19;12
72050;14;14;14;14
73150;22;13;13;22
74250;17;12;12;17
75350;14;19;19;14
76450;18;8;8;18
77550;23;17;17;23
78650;10;10;10;10
79750;20;20;20;20
80850;12;17;17;12
81950;20;15;15;20
83050;15;11;11;15
84150;8;13;13;8
85250;14;11;11;14
86350;17;20;20;17
87450;14;12;12;14
88550;12;8;8;12
89650;18;18;18;18
90750;29;11;11;29
91850;11;11;11;11
92950;16;15;15;16
94050;14;12;12;14
95150;10;13;13;10
96250;19;14;14;19
97350;11;15;15;11
98450;6;13;13;6
99550;21;12;12;21
