"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 16:54:45
"Stop Time:"; 16:54:58

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";24            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000150;-0.0084770;;16:54:45:044
-0.000150;-0.0084774;;16:54:45:645
-0.000149;-0.0084774;;16:54:46:246
0.120025;-0.0084773;;16:54:46:847
0.185560;-0.0084772;;16:54:47:448
0.317696;-0.0084773;;16:54:48:049
0.420481;-0.0084773;;16:54:48:650
0.501697;-0.0084763;;16:54:49:251
0.638979;-0.0084767;;16:54:49:852
0.697070;-0.0084765;;16:54:50:453
0.777829;-0.0084774;;16:54:51:054
0.909272;-0.0084766;;16:54:51:655
0.961653;-0.0084766;;16:54:52:256
1.113607;-0.0084771;;16:54:52:857
1.199461;-0.0084767;;16:54:53:458
1.264091;-0.0084768;;16:54:54:059
1.330918;-0.0084771;;16:54:54:660
1.409274;-0.0084769;;16:54:55:261
1.493659;-0.0084764;;16:54:55:862
1.543249;-0.0084765;;16:54:56:463
1.546761;-0.0084769;;16:54:57:064
1.543141;-0.0084766;;16:54:57:665
1.541285;-0.0084767;;16:54:58:266
1.540029;-0.0084770;;16:54:58:867
