"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 16:40:01
"Stop Time:"; 16:40:19

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";31            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000361;-0.0085176;;16:40:01:432
-0.000301;-0.0085175;;16:40:02:033
0.052016;-0.0085177;;16:40:02:634
1.458277;-0.0085175;;16:40:03:235
2.095933;-0.0085180;;16:40:03:836
2.334276;-0.0085179;;16:40:04:437
2.621229;-0.0085180;;16:40:05:038
2.770253;-0.0085177;;16:40:05:639
2.770988;-0.0085179;;16:40:06:240
2.843196;-0.0085175;;16:40:06:841
3.003101;-0.0085177;;16:40:07:442
3.130514;-0.0085174;;16:40:08:043
3.250967;-0.0085173;;16:40:08:644
3.329004;-0.0085177;;16:40:09:245
3.395774;-0.0085173;;16:40:09:846
3.464488;-0.0085175;;16:40:10:447
3.505406;-0.0085174;;16:40:11:048
3.549245;-0.0085176;;16:40:11:649
3.664845;-0.0085171;;16:40:12:250
3.765605;-0.0085172;;16:40:12:851
3.819643;-0.0085168;;16:40:13:452
3.886147;-0.0085169;;16:40:14:053
3.941492;-0.0085167;;16:40:14:654
3.991779;-0.0085168;;16:40:15:255
4.022517;-0.0085169;;16:40:15:856
4.048264;-0.0085171;;16:40:16:457
4.008256;-0.0085171;;16:40:17:058
3.978357;-0.0085170;;16:40:17:659
3.952351;-0.0085170;;16:40:18:260
3.927394;-0.0085169;;16:40:18:861
3.900066;-0.0085170;;16:40:19:462
