"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 17:25:20
"Stop Time:"; 17:25:30

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";18            ;


"DCV[V];DCI[A];Flag;Timestamp";
0.000056;-0.0084325;;17:25:20:052
0.000056;-0.0084322;;17:25:20:653
0.000050;-0.0084324;;17:25:21:254
0.112352;-0.0084324;;17:25:21:855
0.324846;-0.0084320;;17:25:22:456
0.454118;-0.0084321;;17:25:23:057
0.616542;-0.0084325;;17:25:23:658
0.670719;-0.0084323;;17:25:24:259
0.692719;-0.0084321;;17:25:24:860
0.803809;-0.0084318;;17:25:25:461
0.855513;-0.0084319;;17:25:26:062
0.933411;-0.0084322;;17:25:26:663
0.988890;-0.0084323;;17:25:27:264
1.067658;-0.0084324;;17:25:27:865
0.904134;-0.0084324;;17:25:28:466
0.890420;-0.0084319;;17:25:29:067
0.886842;-0.0084319;;17:25:29:668
0.875894;-0.0084323;;17:25:30:269
