"Rohde&Schwarz HMC8012 -Log-File"
"Date:"; 2025-03-28
"Start Time:"; 16:51:08
"Stop Time:"; 16:51:21

"Measurement Settings:"
#ADC Rate;Slow
#AC Filter;------
#Input Imp.;10M


"Logging Settings:"
#Mode;Unlimited
#Logging Interval[s];0.000
#Specified Logging Count;------
#Specified Logging Time[s];------

"Actual Count:";23            ;


"DCV[V];DCI[A];Flag;Timestamp";
-0.000188;-0.0084855;;16:51:08:408
-0.000187;-0.0084853;;16:51:09:009
-0.000185;-0.0084854;;16:51:09:610
0.090252;-0.0084855;;16:51:10:211
0.305589;-0.0084855;;16:51:10:812
0.495340;-0.0084856;;16:51:11:413
0.575293;-0.0084854;;16:51:12:014
0.683970;-0.0084855;;16:51:12:615
0.787702;-0.0084853;;16:51:13:216
0.901836;-0.0084853;;16:51:13:817
0.985197;-0.0084853;;16:51:14:418
1.120554;-0.0084854;;16:51:15:019
1.212049;-0.0084853;;16:51:15:620
1.316879;-0.0084849;;16:51:16:221
1.344909;-0.0084855;;16:51:16:822
1.462957;-0.0084849;;16:51:17:423
1.564220;-0.0084847;;16:51:18:024
1.655715;-0.0084846;;16:51:18:625
1.732056;-0.0084847;;16:51:19:226
1.773272;-0.0084845;;16:51:19:827
1.766922;-0.0084847;;16:51:20:428
1.763398;-0.0084845;;16:51:21:029
1.761044;-0.0084845;;16:51:21:630
