BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;594;12940;12940;594
1650;16;1633;1633;16
2750;13;50;50;13
3850;18;11;11;18
4950;11;16;16;11
6050;13;12;12;13
7150;7;11;11;7
8250;16;10;10;16
9350;8;6;6;8
10450;12;11;11;12
11550;20;12;12;20
12650;11;15;15;11
13750;14;9;9;14
14850;11;9;9;11
15950;15;8;8;15
17050;10;12;12;10
18150;14;10;10;14
19250;17;10;10;17
20350;10;9;9;10
21450;14;9;9;14
22550;10;25;25;10
23650;6;10;10;6
24750;6;11;11;6
25850;9;14;14;9
26950;16;10;10;16
28050;11;14;14;11
29150;17;14;14;17
30250;13;10;10;13
31350;14;9;9;14
32450;15;16;16;15
33550;13;15;15;13
34650;5;11;11;5
35750;11;9;9;11
36850;10;14;14;10
37950;9;10;10;9
39050;10;6;6;10
40150;18;8;8;18
41250;15;10;10;15
42350;16;12;12;16
43450;27;16;16;27
44550;50;16;16;50
45650;32;20;20;32
46750;11;34;34;11
47850;14;39;39;14
48950;38;10;10;38
50050;35;16;16;35
51150;21;38;38;21
52250;34;17;17;34
53350;66;23;23;66
54450;67;47;47;67
55550;64;52;52;64
56650;48;53;53;48
57750;45;47;47;45
58850;30;30;30;30
59950;30;34;34;30
61050;23;21;21;23
62150;28;20;20;28
63250;29;24;24;29
64350;28;23;23;28
65450;11;22;22;11
66550;9;15;15;9
67650;19;11;11;19
68750;7;12;12;7
69850;17;14;14;17
70950;10;10;10;10
72050;11;13;13;11
73150;11;12;12;11
74250;12;6;6;12
75350;11;13;13;11
76450;14;13;13;14
77550;15;18;18;15
78650;8;14;14;8
79750;11;10;10;11
80850;14;15;15;14
81950;11;11;11;11
83050;7;5;5;7
84150;15;8;8;15
85250;10;6;6;10
86350;17;11;11;17
87450;19;9;9;19
88550;7;8;8;7
89650;15;6;6;15
90750;15;15;15;15
91850;21;10;10;21
92950;8;10;10;8
94050;11;12;12;11
95150;11;12;12;11
96250;9;12;12;9
97350;12;12;12;12
98450;12;11;11;12
99550;16;12;12;16
