BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;124;2492;2492;124
1650;7;310;310;7
2750;6;14;14;6
3850;2;1;1;2
4950;3;3;3;3
6050;6;3;3;6
7150;2;0;0;2
8250;2;7;7;2
9350;3;0;0;3
10450;2;4;4;2
11550;1;6;6;1
12650;4;3;3;4
13750;2;0;0;2
14850;3;6;6;3
15950;2;6;6;2
17050;3;0;0;3
18150;2;3;3;2
19250;7;0;0;7
20350;4;3;3;4
21450;6;3;3;6
22550;5;1;1;5
23650;2;5;5;2
24750;3;3;3;3
25850;1;2;2;1
26950;4;6;6;4
28050;4;1;1;4
29150;1;2;2;1
30250;3;3;3;3
31350;2;5;5;2
32450;3;3;3;3
33550;2;5;5;2
34650;0;6;6;0
35750;4;5;5;4
36850;2;3;3;2
37950;3;5;5;3
39050;4;3;3;4
40150;2;2;2;2
41250;2;5;5;2
42350;5;4;4;5
43450;8;2;2;8
44550;8;4;4;8
45650;5;5;5;5
46750;3;8;8;3
47850;1;9;9;1
48950;6;1;1;6
50050;8;5;5;8
51150;3;5;5;3
52250;5;2;2;5
53350;11;8;8;11
54450;19;12;12;19
55550;13;6;6;13
56650;8;9;9;8
57750;7;8;8;7
58850;6;8;8;6
59950;11;7;7;11
61050;8;8;8;8
62150;6;11;11;6
63250;5;5;5;5
64350;8;9;9;8
65450;6;8;8;6
66550;2;1;1;2
67650;6;4;4;6
68750;2;1;1;2
69850;3;4;4;3
70950;4;2;2;4
72050;4;4;4;4
73150;4;5;5;4
74250;2;2;2;2
75350;5;4;4;5
76450;1;0;0;1
77550;0;6;6;0
78650;3;3;3;3
79750;1;3;3;1
80850;5;5;5;5
81950;9;5;5;9
83050;3;0;0;3
84150;5;2;2;5
85250;9;4;4;9
86350;4;3;3;4
87450;0;3;3;0
88550;5;1;1;5
89650;4;3;3;4
90750;3;2;2;3
91850;5;1;1;5
92950;5;5;5;5
94050;1;3;3;1
95150;2;0;0;2
96250;2;2;2;2
97350;1;2;2;1
98450;3;7;7;3
99550;0;3;3;0
