BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;299;6623;6623;299
1650;12;835;835;12
2750;11;24;24;11
3850;9;11;11;9
4950;11;9;9;11
6050;10;4;4;10
7150;5;10;10;5
8250;6;8;8;6
9350;9;6;6;9
10450;6;7;7;6
11550;5;13;13;5
12650;5;6;6;5
13750;11;7;7;11
14850;5;5;5;5
15950;2;4;4;2
17050;9;9;9;9
18150;11;5;5;11
19250;4;10;10;4
20350;9;5;5;9
21450;11;7;7;11
22550;7;9;9;7
23650;9;5;5;9
24750;4;9;9;4
25850;7;5;5;7
26950;9;6;6;9
28050;2;6;6;2
29150;9;8;8;9
30250;5;4;4;5
31350;8;8;8;8
32450;8;9;9;8
33550;10;6;6;10
34650;6;8;8;6
35750;11;9;9;11
36850;3;12;12;3
37950;6;11;11;6
39050;5;3;3;5
40150;4;8;8;4
41250;6;7;7;6
42350;4;10;10;4
43450;14;5;5;14
44550;18;7;7;18
45650;17;13;13;17
46750;5;25;25;5
47850;6;21;21;6
48950;18;6;6;18
50050;15;15;15;15
51150;11;19;19;11
52250;28;11;11;28
53350;38;20;20;38
54450;34;21;21;34
55550;31;37;37;31
56650;25;24;24;25
57750;17;13;13;17
58850;12;16;16;12
59950;16;20;20;16
61050;15;11;11;15
62150;8;17;17;8
63250;9;9;9;9
64350;12;5;5;12
65450;9;6;6;9
66550;6;2;2;6
67650;10;6;6;10
68750;8;9;9;8
69850;5;7;7;5
70950;6;10;10;6
72050;10;5;5;10
73150;7;6;6;7
74250;4;4;4;4
75350;8;9;9;8
76450;2;6;6;2
77550;7;5;5;7
78650;7;4;4;7
79750;7;4;4;7
80850;12;8;8;12
81950;7;5;5;7
83050;4;5;5;4
84150;5;8;8;5
85250;8;8;8;8
86350;6;5;5;6
87450;4;4;4;4
88550;7;11;11;7
89650;6;11;11;6
90750;2;11;11;2
91850;2;5;5;2
92950;7;4;4;7
94050;8;4;4;8
95150;8;5;5;8
96250;10;9;9;10
97350;4;5;5;4
98450;4;4;4;4
99550;9;3;3;9
