BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;182;3630;3630;182
1650;8;494;494;8
2750;5;19;19;5
3850;3;5;5;3
4950;7;7;7;7
6050;7;8;8;7
7150;4;4;4;4
8250;1;9;9;1
9350;4;4;4;4
10450;7;3;3;7
11550;6;3;3;6
12650;4;3;3;4
13750;8;4;4;8
14850;2;5;5;2
15950;5;2;2;5
17050;7;8;8;7
18150;3;6;6;3
19250;2;7;7;2
20350;4;1;1;4
21450;4;8;8;4
22550;2;5;5;2
23650;4;5;5;4
24750;7;2;2;7
25850;4;0;0;4
26950;3;5;5;3
28050;6;5;5;6
29150;4;4;4;4
30250;1;3;3;1
31350;4;4;4;4
32450;6;4;4;6
33550;7;5;5;7
34650;3;3;3;3
35750;2;0;0;2
36850;3;2;2;3
37950;3;5;5;3
39050;5;4;4;5
40150;7;4;4;7
41250;2;5;5;2
42350;7;4;4;7
43450;9;2;2;9
44550;16;2;2;16
45650;7;8;8;7
46750;8;10;10;8
47850;1;9;9;1
48950;14;7;7;14
50050;8;3;3;8
51150;6;12;12;6
52250;16;5;5;16
53350;21;12;12;21
54450;21;14;14;21
55550;18;18;18;18
56650;13;16;16;13
57750;7;16;16;7
58850;7;7;7;7
59950;12;7;7;12
61050;4;6;6;4
62150;10;11;11;10
63250;5;7;7;5
64350;5;8;8;5
65450;8;3;3;8
66550;4;10;10;4
67650;4;4;4;4
68750;2;4;4;2
69850;1;2;2;1
70950;5;4;4;5
72050;2;4;4;2
73150;4;7;7;4
74250;6;9;9;6
75350;6;5;5;6
76450;12;7;7;12
77550;5;5;5;5
78650;3;6;6;3
79750;3;6;6;3
80850;5;1;1;5
81950;4;5;5;4
83050;3;6;6;3
84150;4;3;3;4
85250;6;3;3;6
86350;5;3;3;5
87450;9;2;2;9
88550;4;2;2;4
89650;9;6;6;9
90750;5;4;4;5
91850;2;10;10;2
92950;6;5;5;6
94050;6;8;8;6
95150;7;5;5;7
96250;6;4;4;6
97350;7;4;4;7
98450;2;6;6;2
99550;6;10;10;6
