BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;24;534;534;24
1650;2;77;77;2
2750;2;6;6;2
3850;1;3;3;1
4950;4;3;3;4
6050;1;4;4;1
7150;2;4;4;2
8250;1;0;0;1
9350;3;3;3;3
10450;1;0;0;1
11550;2;0;0;2
12650;5;1;1;5
13750;0;2;2;0
14850;2;2;2;2
15950;1;3;3;1
17050;2;1;1;2
18150;1;2;2;1
19250;4;1;1;4
20350;2;5;5;2
21450;0;0;0;0
22550;4;4;4;4
23650;1;2;2;1
24750;0;4;4;0
25850;1;2;2;1
26950;2;4;4;2
28050;3;1;1;3
29150;0;4;4;0
30250;0;1;1;0
31350;4;2;2;4
32450;3;2;2;3
33550;4;3;3;4
34650;2;2;2;2
35750;2;2;2;2
36850;1;1;1;1
37950;1;2;2;1
39050;4;0;0;4
40150;2;0;0;2
41250;2;3;3;2
42350;3;1;1;3
43450;2;1;1;2
44550;5;3;3;5
45650;2;2;2;2
46750;4;6;6;4
47850;2;5;5;2
48950;4;3;3;4
50050;3;1;1;3
51150;4;3;3;4
52250;7;2;2;7
53350;3;2;2;3
54450;4;4;4;4
55550;8;3;3;8
56650;4;5;5;4
57750;4;3;3;4
58850;2;2;2;2
59950;1;1;1;1
61050;2;2;2;2
62150;2;0;0;2
63250;3;1;1;3
64350;2;0;0;2
65450;3;2;2;3
66550;1;4;4;1
67650;5;1;1;5
68750;2;2;2;2
69850;4;3;3;4
70950;3;2;2;3
72050;2;3;3;2
73150;0;3;3;0
74250;3;4;4;3
75350;1;0;0;1
76450;2;2;2;2
77550;1;3;3;1
78650;3;1;1;3
79750;4;4;4;4
80850;2;0;0;2
81950;1;4;4;1
83050;2;5;5;2
84150;3;3;3;3
85250;3;1;1;3
86350;2;2;2;2
87450;3;3;3;3
88550;2;3;3;2
89650;1;0;0;1
90750;1;2;2;1
91850;2;1;1;2
92950;1;1;1;1
94050;0;2;2;0
95150;3;0;0;3
96250;1;2;2;1
97350;5;1;1;5
98450;1;3;3;1
99550;1;3;3;1
