BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;407;8034;8034;407
1650;13;1013;1013;13
2750;11;35;35;11
3850;13;11;11;13
4950;9;10;10;9
6050;8;12;12;8
7150;5;10;10;5
8250;13;10;10;13
9350;9;12;12;9
10450;4;19;19;4
11550;4;6;6;4
12650;8;6;6;8
13750;4;13;13;4
14850;9;6;6;9
15950;11;8;8;11
17050;10;6;6;10
18150;13;13;13;13
19250;13;12;12;13
20350;9;12;12;9
21450;10;4;4;10
22550;9;4;4;9
23650;5;8;8;5
24750;12;14;14;12
25850;6;8;8;6
26950;6;13;13;6
28050;9;9;9;9
29150;7;11;11;7
30250;7;6;6;7
31350;8;8;8;8
32450;9;10;10;9
33550;12;7;7;12
34650;11;9;9;11
35750;7;6;6;7
36850;9;7;7;9
37950;9;9;9;9
39050;11;13;13;11
40150;10;13;13;10
41250;11;12;12;11
42350;6;8;8;6
43450;18;10;10;18
44550;28;7;7;28
45650;16;9;9;16
46750;13;18;18;13
47850;9;21;21;9
48950;18;20;20;18
50050;19;15;15;19
51150;12;18;18;12
52250;28;10;10;28
53350;40;25;25;40
54450;43;28;28;43
55550;30;33;33;30
56650;30;35;35;30
57750;25;22;22;25
58850;27;22;22;27
59950;19;19;19;19
61050;21;16;16;21
62150;10;18;18;10
63250;6;10;10;6
64350;9;16;16;9
65450;15;9;9;15
66550;11;14;14;11
67650;8;6;6;8
68750;12;11;11;12
69850;10;10;10;10
70950;9;8;8;9
72050;8;11;11;8
73150;13;8;8;13
74250;11;7;7;11
75350;11;10;10;11
76450;6;8;8;6
77550;5;10;10;5
78650;8;7;7;8
79750;10;4;4;10
80850;6;11;11;6
81950;6;9;9;6
83050;7;8;8;7
84150;8;12;12;8
85250;7;9;9;7
86350;8;12;12;8
87450;6;15;15;6
88550;8;8;8;8
89650;14;11;11;14
90750;9;6;6;9
91850;13;16;16;13
92950;8;14;14;8
94050;12;5;5;12
95150;12;3;3;12
96250;7;6;6;7
97350;5;11;11;5
98450;4;16;16;4
99550;5;7;7;5
