BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;291;6519;6519;291
1650;10;816;816;10
2750;6;21;21;6
3850;10;12;12;10
4950;8;3;3;8
6050;5;11;11;5
7150;10;6;6;10
8250;11;10;10;11
9350;9;8;8;9
10450;6;11;11;6
11550;5;4;4;5
12650;14;5;5;14
13750;13;8;8;13
14850;5;5;5;5
15950;7;6;6;7
17050;9;5;5;9
18150;9;3;3;9
19250;6;5;5;6
20350;7;6;6;7
21450;9;7;7;9
22550;10;8;8;10
23650;8;6;6;8
24750;7;6;6;7
25850;6;5;5;6
26950;7;5;5;7
28050;3;12;12;3
29150;15;1;1;15
30250;7;4;4;7
31350;9;7;7;9
32450;8;3;3;8
33550;10;11;11;10
34650;8;7;7;8
35750;9;8;8;9
36850;9;10;10;9
37950;9;11;11;9
39050;11;8;8;11
40150;7;9;9;7
41250;10;4;4;10
42350;3;8;8;3
43450;15;9;9;15
44550;28;14;14;28
45650;15;14;14;15
46750;3;19;19;3
47850;5;18;18;5
48950;27;7;7;27
50050;22;10;10;22
51150;13;19;19;13
52250;24;7;7;24
53350;29;26;26;29
54450;41;25;25;41
55550;31;24;24;31
56650;27;30;30;27
57750;31;24;24;31
58850;14;23;23;14
59950;15;8;8;15
61050;18;8;8;18
62150;10;7;7;10
63250;17;12;12;17
64350;7;9;9;7
65450;10;10;10;10
66550;6;9;9;6
67650;9;2;2;9
68750;7;7;7;7
69850;4;11;11;4
70950;8;3;3;8
72050;2;6;6;2
73150;11;9;9;11
74250;6;9;9;6
75350;5;6;6;5
76450;7;5;5;7
77550;6;10;10;6
78650;12;8;8;12
79750;8;8;8;8
80850;7;6;6;7
81950;9;7;7;9
83050;6;5;5;6
84150;2;5;5;2
85250;6;6;6;6
86350;9;7;7;9
87450;13;8;8;13
88550;4;4;4;4
89650;6;3;3;6
90750;15;7;7;15
91850;10;11;11;10
92950;6;5;5;6
94050;7;9;9;7
95150;6;7;7;6
96250;6;7;7;6
97350;8;7;7;8
98450;7;10;10;7
99550;3;18;18;3
