BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;474;9334;9334;474
1650;21;1320;1320;21
2750;14;35;35;14
3850;10;17;17;10
4950;2;14;14;2
6050;9;14;14;9
7150;13;10;10;13
8250;5;14;14;5
9350;13;8;8;13
10450;8;12;12;8
11550;9;10;10;9
12650;13;6;6;13
13750;10;9;9;10
14850;11;16;16;11
15950;8;11;11;8
17050;9;9;9;9
18150;3;4;4;3
19250;16;5;5;16
20350;8;6;6;8
21450;12;8;8;12
22550;10;8;8;10
23650;15;9;9;15
24750;10;7;7;10
25850;16;8;8;16
26950;9;14;14;9
28050;9;11;11;9
29150;3;9;9;3
30250;11;10;10;11
31350;6;15;15;6
32450;11;12;12;11
33550;11;3;3;11
34650;9;17;17;9
35750;9;11;11;9
36850;13;12;12;13
37950;10;9;9;10
39050;7;9;9;7
40150;14;7;7;14
41250;5;4;4;5
42350;5;12;12;5
43450;15;17;17;15
44550;27;13;13;27
45650;23;13;13;23
46750;10;34;34;10
47850;17;27;27;17
48950;24;18;18;24
50050;31;15;15;31
51150;15;25;25;15
52250;26;12;12;26
53350;50;15;15;50
54450;53;34;34;53
55550;47;41;41;47
56650;25;33;33;25
57750;22;31;31;22
58850;23;29;29;23
59950;28;26;26;28
61050;17;21;21;17
62150;23;16;16;23
63250;18;13;13;18
64350;18;19;19;18
65450;15;10;10;15
66550;7;10;10;7
67650;11;13;13;11
68750;8;3;3;8
69850;9;12;12;9
70950;12;4;4;12
72050;4;11;11;4
73150;6;13;13;6
74250;9;11;11;9
75350;7;9;9;7
76450;13;11;11;13
77550;3;11;11;3
78650;10;12;12;10
79750;12;10;10;12
80850;18;6;6;18
81950;7;8;8;7
83050;12;5;5;12
84150;8;11;11;8
85250;9;8;8;9
86350;5;11;11;5
87450;11;7;7;11
88550;5;5;5;5
89650;10;4;4;10
90750;9;11;11;9
91850;6;12;12;6
92950;8;7;7;8
94050;8;15;15;8
95150;11;10;10;11
96250;13;10;10;13
97350;16;10;10;16
98450;8;11;11;8
99550;9;11;11;9
