BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;2;42;42;2
1650;1;12;12;1
2750;0;0;0;0
3850;0;0;0;0
4950;1;1;1;1
6050;0;1;1;0
7150;1;0;0;1
8250;0;0;0;0
9350;2;0;0;2
10450;0;1;1;0
11550;0;0;0;0
12650;3;3;3;3
13750;3;0;0;3
14850;0;0;0;0
15950;2;0;0;2
17050;1;1;1;1
18150;2;1;1;2
19250;0;1;1;0
20350;1;0;0;1
21450;2;4;4;2
22550;0;2;2;0
23650;2;1;1;2
24750;0;2;2;0
25850;0;2;2;0
26950;0;0;0;0
28050;1;1;1;1
29150;0;1;1;0
30250;2;0;0;2
31350;0;0;0;0
32450;0;0;0;0
33550;0;0;0;0
34650;2;0;0;2
35750;0;0;0;0
36850;0;1;1;0
37950;0;1;1;0
39050;2;2;2;2
40150;0;3;3;0
41250;1;2;2;1
42350;0;1;1;0
43450;3;0;0;3
44550;0;0;0;0
45650;1;1;1;1
46750;2;0;0;2
47850;0;0;0;0
48950;0;2;2;0
50050;0;1;1;0
51150;0;1;1;0
52250;2;0;0;2
53350;1;1;1;1
54450;0;2;2;0
55550;0;1;1;0
56650;0;0;0;0
57750;0;1;1;0
58850;0;1;1;0
59950;1;3;3;1
61050;1;1;1;1
62150;2;3;3;2
63250;1;2;2;1
64350;1;3;3;1
65450;0;0;0;0
66550;1;3;3;1
67650;0;2;2;0
68750;0;0;0;0
69850;1;1;1;1
70950;1;3;3;1
72050;3;0;0;3
73150;1;0;0;1
74250;0;0;0;0
75350;2;0;0;2
76450;1;2;2;1
77550;0;0;0;0
78650;1;0;0;1
79750;1;1;1;1
80850;1;1;1;1
81950;1;0;0;1
83050;1;0;0;1
84150;0;0;0;0
85250;0;2;2;0
86350;0;0;0;0
87450;0;0;0;0
88550;1;3;3;1
89650;1;2;2;1
90750;2;1;1;2
91850;0;0;0;0
92950;1;1;1;1
94050;1;0;0;1
95150;0;1;1;0
96250;1;0;0;1
97350;0;2;2;0
98450;2;1;1;2
99550;1;1;1;1
