BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;604;11990;11990;604
1650;21;1651;1651;21
2750;9;37;37;9
3850;14;17;17;14
4950;14;12;12;14
6050;11;15;15;11
7150;10;11;11;10
8250;25;18;18;25
9350;10;10;10;10
10450;11;9;9;11
11550;14;11;11;14
12650;19;11;11;19
13750;15;15;15;15
14850;8;11;11;8
15950;8;14;14;8
17050;10;6;6;10
18150;9;9;9;9
19250;7;10;10;7
20350;9;8;8;9
21450;14;13;13;14
22550;12;20;20;12
23650;15;11;11;15
24750;10;18;18;10
25850;13;12;12;13
26950;15;12;12;15
28050;9;8;8;9
29150;13;10;10;13
30250;9;11;11;9
31350;12;15;15;12
32450;11;7;7;11
33550;3;11;11;3
34650;12;14;14;12
35750;10;10;10;10
36850;21;18;18;21
37950;12;10;10;12
39050;8;14;14;8
40150;28;16;16;28
41250;16;15;15;16
42350;13;9;9;13
43450;29;9;9;29
44550;50;9;9;50
45650;26;15;15;26
46750;10;37;37;10
47850;12;38;38;12
48950;46;15;15;46
50050;33;25;25;33
51150;13;34;34;13
52250;44;12;12;44
53350;76;19;19;76
54450;64;64;64;64
55550;54;46;46;54
56650;50;53;53;50
57750;40;40;40;40
58850;31;38;38;31
59950;26;31;31;26
61050;25;16;16;25
62150;23;28;28;23
63250;15;21;21;15
64350;19;16;16;19
65450;13;17;17;13
66550;16;22;22;16
67650;13;10;10;13
68750;13;9;9;13
69850;17;3;3;17
70950;11;10;10;11
72050;11;9;9;11
73150;19;8;8;19
74250;10;12;12;10
75350;14;12;12;14
76450;14;10;10;14
77550;15;15;15;15
78650;9;11;11;9
79750;13;17;17;13
80850;7;12;12;7
81950;12;12;12;12
83050;16;9;9;16
84150;11;7;7;11
85250;16;10;10;16
86350;16;15;15;16
87450;11;10;10;11
88550;12;18;18;12
89650;16;11;11;16
90750;11;8;8;11
91850;12;12;12;12
92950;12;17;17;12
94050;10;9;9;10
95150;8;10;10;8
96250;12;13;13;12
97350;15;10;10;15
98450;11;7;7;11
99550;15;11;11;15
