BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;7;67;67;7
1650;2;17;17;2
2750;1;0;0;1
3850;1;0;0;1
4950;0;0;0;0
6050;0;1;1;0
7150;2;2;2;2
8250;0;1;1;0
9350;1;2;2;1
10450;2;2;2;2
11550;1;0;0;1
12650;2;1;1;2
13750;2;2;2;2
14850;2;0;0;2
15950;1;1;1;1
17050;1;1;1;1
18150;0;1;1;0
19250;2;1;1;2
20350;1;0;0;1
21450;2;2;2;2
22550;1;1;1;1
23650;2;2;2;2
24750;0;0;0;0
25850;1;2;2;1
26950;0;1;1;0
28050;1;0;0;1
29150;1;1;1;1
30250;0;2;2;0
31350;2;0;0;2
32450;0;3;3;0
33550;2;1;1;2
34650;0;2;2;0
35750;1;0;0;1
36850;1;0;0;1
37950;0;0;0;0
39050;2;0;0;2
40150;0;0;0;0
41250;0;2;2;0
42350;0;2;2;0
43450;2;1;1;2
44550;0;0;0;0
45650;1;0;0;1
46750;2;0;0;2
47850;0;2;2;0
48950;3;0;0;3
50050;0;1;1;0
51150;0;0;0;0
52250;0;2;2;0
53350;2;1;1;2
54450;4;1;1;4
55550;2;1;1;2
56650;0;2;2;0
57750;3;1;1;3
58850;4;2;2;4
59950;3;1;1;3
61050;1;2;2;1
62150;1;1;1;1
63250;3;0;0;3
64350;0;0;0;0
65450;1;0;0;1
66550;2;1;1;2
67650;1;1;1;1
68750;0;2;2;0
69850;2;0;0;2
70950;0;1;1;0
72050;0;2;2;0
73150;2;0;0;2
74250;0;0;0;0
75350;1;0;0;1
76450;1;3;3;1
77550;0;1;1;0
78650;3;1;1;3
79750;0;1;1;0
80850;4;2;2;4
81950;0;1;1;0
83050;1;0;0;1
84150;2;1;1;2
85250;1;2;2;1
86350;2;1;1;2
87450;3;1;1;3
88550;1;1;1;1
89650;0;1;1;0
90750;2;1;1;2
91850;0;2;2;0
92950;0;4;4;0
94050;1;1;1;1
95150;3;0;0;3
96250;4;0;0;4
97350;0;0;0;0
98450;2;0;0;2
99550;2;1;1;2
