BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;127;2506;2506;127
1650;4;314;314;4
2750;7;10;10;7
3850;3;2;2;3
4950;3;4;4;3
6050;4;7;7;4
7150;6;5;5;6
8250;5;7;7;5
9350;6;4;4;6
10450;2;5;5;2
11550;6;6;6;6
12650;9;3;3;9
13750;6;5;5;6
14850;2;5;5;2
15950;4;3;3;4
17050;6;6;6;6
18150;3;2;2;3
19250;4;6;6;4
20350;4;1;1;4
21450;5;2;2;5
22550;1;7;7;1
23650;5;5;5;5
24750;5;2;2;5
25850;4;4;4;4
26950;7;3;3;7
28050;4;4;4;4
29150;2;8;8;2
30250;1;1;1;1
31350;6;6;6;6
32450;3;6;6;3
33550;7;1;1;7
34650;4;0;0;4
35750;2;4;4;2
36850;4;3;3;4
37950;4;4;4;4
39050;2;2;2;2
40150;2;6;6;2
41250;2;5;5;2
42350;3;9;9;3
43450;4;6;6;4
44550;6;2;2;6
45650;4;4;4;4
46750;6;13;13;6
47850;3;11;11;3
48950;8;7;7;8
50050;7;10;10;7
51150;2;9;9;2
52250;12;5;5;12
53350;20;4;4;20
54450;16;16;16;16
55550;9;8;8;9
56650;13;12;12;13
57750;9;4;4;9
58850;8;6;6;8
59950;4;10;10;4
61050;4;5;5;4
62150;2;5;5;2
63250;3;7;7;3
64350;3;3;3;3
65450;6;2;2;6
66550;3;3;3;3
67650;6;2;2;6
68750;5;3;3;5
69850;5;3;3;5
70950;4;3;3;4
72050;4;5;5;4
73150;3;3;3;3
74250;3;3;3;3
75350;3;8;8;3
76450;5;5;5;5
77550;2;4;4;2
78650;2;3;3;2
79750;6;5;5;6
80850;6;4;4;6
81950;6;3;3;6
83050;2;1;1;2
84150;3;6;6;3
85250;7;2;2;7
86350;2;5;5;2
87450;4;7;7;4
88550;5;5;5;5
89650;3;4;4;3
90750;6;3;3;6
91850;3;5;5;3
92950;3;2;2;3
94050;1;3;3;1
95150;3;6;6;3
96250;3;4;4;3
97350;4;1;1;4
98450;6;2;2;6
99550;4;3;3;4
