BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;604;12073;12073;604
1650;29;1639;1639;29
2750;13;38;38;13
3850;18;17;17;18
4950;14;13;13;14
6050;15;11;11;15
7150;10;10;10;10
8250;19;9;9;19
9350;13;9;9;13
10450;11;10;10;11
11550;8;10;10;8
12650;14;14;14;14
13750;13;3;3;13
14850;11;8;8;11
15950;13;12;12;13
17050;13;14;14;13
18150;9;12;12;9
19250;11;9;9;11
20350;11;12;12;11
21450;15;10;10;15
22550;11;6;6;11
23650;12;12;12;12
24750;11;7;7;11
25850;10;12;12;10
26950;7;9;9;7
28050;16;9;9;16
29150;9;9;9;9
30250;11;14;14;11
31350;14;14;14;14
32450;11;23;23;11
33550;12;6;6;12
34650;16;10;10;16
35750;10;8;8;10
36850;9;11;11;9
37950;14;6;6;14
39050;9;15;15;9
40150;11;13;13;11
41250;16;12;12;16
42350;14;11;11;14
43450;22;7;7;22
44550;43;13;13;43
45650;26;13;13;26
46750;12;39;39;12
47850;7;41;41;7
48950;38;17;17;38
50050;38;17;17;38
51150;15;42;42;15
52250;38;17;17;38
53350;71;27;27;71
54450;57;38;38;57
55550;60;57;57;60
56650;50;46;46;50
57750;35;40;40;35
58850;33;41;41;33
59950;21;32;32;21
61050;23;19;19;23
62150;24;22;22;24
63250;16;27;27;16
64350;16;22;22;16
65450;13;22;22;13
66550;15;19;19;15
67650;14;12;12;14
68750;6;6;6;6
69850;14;17;17;14
70950;11;11;11;11
72050;11;9;9;11
73150;9;11;11;9
74250;12;11;11;12
75350;7;11;11;7
76450;7;10;10;7
77550;13;10;10;13
78650;12;11;11;12
79750;13;14;14;13
80850;12;16;16;12
81950;11;5;5;11
83050;15;15;15;15
84150;13;11;11;13
85250;12;17;17;12
86350;13;5;5;13
87450;6;7;7;6
88550;9;4;4;9
89650;16;14;14;16
90750;17;9;9;17
91850;9;7;7;9
92950;13;6;6;13
94050;10;10;10;10
95150;6;12;12;6
96250;15;13;13;15
97350;12;15;15;12
98450;10;12;12;10
99550;7;10;10;7
