BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;1;29;29;1
1650;1;3;3;1
2750;1;2;2;1
3850;2;2;2;2
4950;2;2;2;2
6050;0;1;1;0
7150;1;0;0;1
8250;1;0;0;1
9350;2;0;0;2
10450;0;3;3;0
11550;0;1;1;0
12650;1;0;0;1
13750;0;2;2;0
14850;0;0;0;0
15950;3;0;0;3
17050;2;0;0;2
18150;0;0;0;0
19250;3;0;0;3
20350;1;0;0;1
21450;1;1;1;1
22550;0;1;1;0
23650;1;1;1;1
24750;1;0;0;1
25850;1;0;0;1
26950;0;2;2;0
28050;0;0;0;0
29150;1;0;0;1
30250;0;0;0;0
31350;1;2;2;1
32450;3;0;0;3
33550;1;2;2;1
34650;0;1;1;0
35750;1;0;0;1
36850;0;0;0;0
37950;0;1;1;0
39050;2;2;2;2
40150;0;0;0;0
41250;0;0;0;0
42350;1;1;1;1
43450;2;0;0;2
44550;2;2;2;2
45650;0;1;1;0
46750;3;1;1;3
47850;1;1;1;1
48950;0;0;0;0
50050;2;2;2;2
51150;2;1;1;2
52250;2;2;2;2
53350;1;1;1;1
54450;1;0;0;1
55550;1;0;0;1
56650;1;1;1;1
57750;1;1;1;1
58850;0;2;2;0
59950;1;0;0;1
61050;1;1;1;1
62150;1;2;2;1
63250;1;0;0;1
64350;1;1;1;1
65450;3;0;0;3
66550;0;0;0;0
67650;0;2;2;0
68750;1;0;0;1
69850;1;1;1;1
70950;2;2;2;2
72050;2;2;2;2
73150;0;0;0;0
74250;0;2;2;0
75350;0;0;0;0
76450;0;1;1;0
77550;1;1;1;1
78650;1;1;1;1
79750;3;0;0;3
80850;0;1;1;0
81950;0;1;1;0
83050;0;0;0;0
84150;1;0;0;1
85250;1;0;0;1
86350;0;2;2;0
87450;3;0;0;3
88550;1;2;2;1
89650;2;1;1;2
90750;0;0;0;0
91850;0;1;1;0
92950;1;1;1;1
94050;0;0;0;0
95150;0;0;0;0
96250;1;1;1;1
97350;5;3;3;5
98450;1;0;0;1
99550;0;1;1;0
