BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;75;1646;1646;75
1650;10;219;219;10
2750;3;10;10;3
3850;1;8;8;1
4950;1;5;5;1
6050;8;4;4;8
7150;0;2;2;0
8250;1;2;2;1
9350;3;2;2;3
10450;3;1;1;3
11550;3;0;0;3
12650;3;1;1;3
13750;0;2;2;0
14850;3;4;4;3
15950;2;7;7;2
17050;2;2;2;2
18150;3;3;3;3
19250;8;2;2;8
20350;5;3;3;5
21450;0;2;2;0
22550;2;2;2;2
23650;3;2;2;3
24750;3;6;6;3
25850;0;2;2;0
26950;1;2;2;1
28050;2;6;6;2
29150;3;5;5;3
30250;0;8;8;0
31350;3;4;4;3
32450;2;5;5;2
33550;3;5;5;3
34650;2;2;2;2
35750;3;5;5;3
36850;2;3;3;2
37950;0;3;3;0
39050;4;4;4;4
40150;6;2;2;6
41250;3;3;3;3
42350;4;3;3;4
43450;9;4;4;9
44550;6;1;1;6
45650;8;4;4;8
46750;6;1;1;6
47850;4;6;6;4
48950;8;2;2;8
50050;4;3;3;4
51150;6;9;9;6
52250;5;1;1;5
53350;6;2;2;6
54450;9;10;10;9
55550;10;7;7;10
56650;11;4;4;11
57750;9;3;3;9
58850;3;5;5;3
59950;2;7;7;2
61050;5;8;8;5
62150;4;9;9;4
63250;3;3;3;3
64350;7;3;3;7
65450;1;5;5;1
66550;5;3;3;5
67650;2;7;7;2
68750;2;1;1;2
69850;4;6;6;4
70950;0;2;2;0
72050;3;0;0;3
73150;0;3;3;0
74250;2;4;4;2
75350;2;2;2;2
76450;1;4;4;1
77550;6;8;8;6
78650;7;5;5;7
79750;2;7;7;2
80850;4;1;1;4
81950;2;2;2;2
83050;2;2;2;2
84150;2;1;1;2
85250;1;5;5;1
86350;0;4;4;0
87450;2;4;4;2
88550;3;3;3;3
89650;2;4;4;2
90750;0;4;4;0
91850;4;5;5;4
92950;3;5;5;3
94050;2;1;1;2
95150;2;3;3;2
96250;5;4;4;5
97350;3;3;3;3
98450;5;2;2;5
99550;6;4;4;6
