BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;485;10775;10775;485
1650;18;1249;1249;18
2750;14;31;31;14
3850;12;13;13;12
4950;14;15;15;14
6050;14;13;13;14
7150;13;14;14;13
8250;11;12;12;11
9350;14;6;6;14
10450;8;9;9;8
11550;13;6;6;13
12650;9;14;14;9
13750;12;13;13;12
14850;8;21;21;8
15950;16;10;10;16
17050;11;9;9;11
18150;6;12;12;6
19250;14;16;16;14
20350;8;16;16;8
21450;6;12;12;6
22550;10;11;11;10
23650;10;8;8;10
24750;9;12;12;9
25850;7;15;15;7
26950;10;14;14;10
28050;16;10;10;16
29150;8;10;10;8
30250;11;8;8;11
31350;9;4;4;9
32450;10;10;10;10
33550;12;11;11;12
34650;11;14;14;11
35750;11;9;9;11
36850;11;10;10;11
37950;8;14;14;8
39050;6;13;13;6
40150;10;11;11;10
41250;10;9;9;10
42350;12;9;9;12
43450;27;12;12;27
44550;37;15;15;37
45650;26;23;23;26
46750;14;29;29;14
47850;12;28;28;12
48950;28;19;19;28
50050;29;23;23;29
51150;10;28;28;10
52250;24;15;15;24
53350;59;30;30;59
54450;57;41;41;57
55550;36;33;33;36
56650;34;35;35;34
57750;26;29;29;26
58850;18;30;30;18
59950;25;26;26;25
61050;24;26;26;24
62150;17;23;23;17
63250;21;20;20;21
64350;14;17;17;14
65450;13;14;14;13
66550;13;8;8;13
67650;13;12;12;13
68750;12;14;14;12
69850;7;11;11;7
70950;8;17;17;8
72050;8;11;11;8
73150;8;8;8;8
74250;18;9;9;18
75350;8;12;12;8
76450;11;7;7;11
77550;10;8;8;10
78650;15;14;14;15
79750;7;7;7;7
80850;15;12;12;15
81950;12;9;9;12
83050;10;14;14;10
84150;9;4;4;9
85250;12;8;8;12
86350;12;13;13;12
87450;8;13;13;8
88550;14;14;14;14
89650;11;11;11;11
90750;11;8;8;11
91850;14;11;11;14
92950;15;15;15;15
94050;9;13;13;9
95150;12;7;7;12
96250;10;11;11;10
97350;14;15;15;14
98450;15;8;8;15
99550;7;13;13;7
