BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;623;12498;12498;623
1650;23;1671;1671;23
2750;11;53;53;11
3850;11;19;19;11
4950;18;17;17;18
6050;17;15;15;17
7150;10;18;18;10
8250;17;14;14;17
9350;11;9;9;11
10450;18;15;15;18
11550;9;11;11;9
12650;13;11;11;13
13750;15;11;11;15
14850;15;13;13;15
15950;9;15;15;9
17050;15;13;13;15
18150;14;14;14;14
19250;12;14;14;12
20350;13;13;13;13
21450;14;12;12;14
22550;9;14;14;9
23650;14;14;14;14
24750;16;17;17;16
25850;7;19;19;7
26950;10;19;19;10
28050;17;15;15;17
29150;20;9;9;20
30250;4;9;9;4
31350;11;17;17;11
32450;13;8;8;13
33550;11;18;18;11
34650;19;11;11;19
35750;11;9;9;11
36850;11;16;16;11
37950;16;15;15;16
39050;11;13;13;11
40150;14;10;10;14
41250;15;10;10;15
42350;9;10;10;9
43450;28;13;13;28
44550;48;13;13;48
45650;29;28;28;29
46750;11;33;33;11
47850;10;37;37;10
48950;51;16;16;51
50050;24;19;19;24
51150;19;39;39;19
52250;39;18;18;39
53350;55;33;33;55
54450;57;43;43;57
55550;51;52;52;51
56650;42;47;47;42
57750;48;38;38;48
58850;36;34;34;36
59950;27;31;31;27
61050;24;22;22;24
62150;23;25;25;23
63250;21;25;25;21
64350;25;18;18;25
65450;20;17;17;20
66550;12;17;17;12
67650;9;15;15;9
68750;13;15;15;13
69850;11;10;10;11
70950;16;8;8;16
72050;15;15;15;15
73150;18;13;13;18
74250;14;14;14;14
75350;14;10;10;14
76450;14;19;19;14
77550;11;17;17;11
78650;18;12;12;18
79750;11;14;14;11
80850;10;17;17;10
81950;14;13;13;14
83050;16;12;12;16
84150;7;12;12;7
85250;16;13;13;16
86350;16;9;9;16
87450;17;11;11;17
88550;17;15;15;17
89650;11;8;8;11
90750;11;20;20;11
91850;10;8;8;10
92950;10;15;15;10
94050;14;13;13;14
95150;7;10;10;7
96250;12;9;9;12
97350;10;11;11;10
98450;8;9;9;8
99550;17;9;9;17
