BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;503;10833;10833;503
1650;25;1393;1393;25
2750;7;30;30;7
3850;12;13;13;12
4950;16;6;6;16
6050;11;11;11;11
7150;11;8;8;11
8250;8;10;10;8
9350;16;12;12;16
10450;4;7;7;4
11550;12;8;8;12
12650;10;11;11;10
13750;7;11;11;7
14850;20;10;10;20
15950;11;8;8;11
17050;13;13;13;13
18150;13;7;7;13
19250;5;13;13;5
20350;11;17;17;11
21450;11;17;17;11
22550;8;13;13;8
23650;9;8;8;9
24750;11;4;4;11
25850;8;4;4;8
26950;6;12;12;6
28050;9;9;9;9
29150;8;9;9;8
30250;14;14;14;14
31350;9;14;14;9
32450;5;9;9;5
33550;10;10;10;10
34650;13;7;7;13
35750;4;14;14;4
36850;10;8;8;10
37950;8;11;11;8
39050;12;8;8;12
40150;10;11;11;10
41250;10;13;13;10
42350;21;14;14;21
43450;26;6;6;26
44550;40;9;9;40
45650;9;9;9;9
46750;8;35;35;8
47850;16;33;33;16
48950;20;19;19;20
50050;24;19;19;24
51150;22;28;28;22
52250;36;5;5;36
53350;49;29;29;49
54450;36;34;34;36
55550;47;44;44;47
56650;46;39;39;46
57750;25;37;37;25
58850;32;23;23;32
59950;21;27;27;21
61050;24;12;12;24
62150;20;25;25;20
63250;20;17;17;20
64350;15;8;8;15
65450;14;13;13;14
66550;5;10;10;5
67650;9;8;8;9
68750;14;4;4;14
69850;18;9;9;18
70950;8;6;6;8
72050;10;10;10;10
73150;11;11;11;11
74250;8;5;5;8
75350;12;15;15;12
76450;13;14;14;13
77550;14;13;13;14
78650;14;14;14;14
79750;12;4;4;12
80850;6;10;10;6
81950;10;10;10;10
83050;6;4;4;6
84150;12;12;12;12
85250;9;12;12;9
86350;15;11;11;15
87450;9;13;13;9
88550;4;8;8;4
89650;12;15;15;12
90750;12;4;4;12
91850;10;11;11;10
92950;6;11;11;6
94050;16;12;12;16
95150;10;14;14;10
96250;7;6;6;7
97350;10;9;9;10
98450;10;6;6;10
99550;14;8;8;14
