BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;69;1569;1569;69
1650;1;250;250;1
2750;5;10;10;5
3850;3;4;4;3
4950;7;1;1;7
6050;2;3;3;2
7150;0;3;3;0
8250;1;1;1;1
9350;3;5;5;3
10450;2;7;7;2
11550;2;0;0;2
12650;2;1;1;2
13750;4;1;1;4
14850;5;3;3;5
15950;2;3;3;2
17050;1;2;2;1
18150;4;1;1;4
19250;1;1;1;1
20350;4;1;1;4
21450;2;0;0;2
22550;4;1;1;4
23650;2;1;1;2
24750;1;2;2;1
25850;1;2;2;1
26950;4;5;5;4
28050;1;1;1;1
29150;1;0;0;1
30250;3;4;4;3
31350;6;2;2;6
32450;1;1;1;1
33550;3;4;4;3
34650;4;9;9;4
35750;5;4;4;5
36850;3;4;4;3
37950;1;2;2;1
39050;1;1;1;1
40150;4;4;4;4
41250;1;5;5;1
42350;4;2;2;4
43450;3;3;3;3
44550;6;4;4;6
45650;5;3;3;5
46750;2;3;3;2
47850;6;7;7;6
48950;5;4;4;5
50050;3;5;5;3
51150;5;5;5;5
52250;6;2;2;6
53350;9;7;7;9
54450;9;11;11;9
55550;13;11;11;13
56650;5;8;8;5
57750;8;7;7;8
58850;4;10;10;4
59950;7;4;4;7
61050;2;2;2;2
62150;5;4;4;5
63250;4;5;5;4
64350;4;2;2;4
65450;3;2;2;3
66550;5;7;7;5
67650;2;3;3;2
68750;2;1;1;2
69850;1;7;7;1
70950;3;3;3;3
72050;2;2;2;2
73150;3;3;3;3
74250;1;3;3;1
75350;4;1;1;4
76450;3;3;3;3
77550;5;1;1;5
78650;2;6;6;2
79750;0;2;2;0
80850;1;1;1;1
81950;2;0;0;2
83050;3;2;2;3
84150;4;1;1;4
85250;3;3;3;3
86350;4;2;2;4
87450;2;3;3;2
88550;2;0;0;2
89650;2;2;2;2
90750;3;3;3;3
91850;3;4;4;3
92950;5;7;7;5
94050;1;1;1;1
95150;3;1;1;3
96250;3;5;5;3
97350;0;4;4;0
98450;1;2;2;1
99550;3;4;4;3
