BinCenter (ps);Histo01;Histo02;Histo03;Histo04
550;640;13204;13204;640
1650;23;1683;1683;23
2750;19;47;47;19
3850;8;9;9;8
4950;12;8;8;12
6050;5;20;20;5
7150;12;15;15;12
8250;9;11;11;9
9350;20;15;15;20
10450;13;16;16;13
11550;12;17;17;12
12650;13;7;7;13
13750;18;8;8;18
14850;15;7;7;15
15950;11;14;14;11
17050;13;17;17;13
18150;6;12;12;6
19250;13;14;14;13
20350;14;8;8;14
21450;7;15;15;7
22550;17;13;13;17
23650;12;12;12;12
24750;18;11;11;18
25850;14;8;8;14
26950;14;10;10;14
28050;14;14;14;14
29150;8;18;18;8
30250;17;7;7;17
31350;13;16;16;13
32450;10;9;9;10
33550;15;12;12;15
34650;8;13;13;8
35750;16;16;16;16
36850;5;12;12;5
37950;10;12;12;10
39050;19;12;12;19
40150;12;15;15;12
41250;9;14;14;9
42350;15;17;17;15
43450;18;9;9;18
44550;54;12;12;54
45650;17;22;22;17
46750;8;28;28;8
47850;14;36;36;14
48950;30;16;16;30
50050;32;22;22;32
51150;15;31;31;15
52250;48;15;15;48
53350;76;33;33;76
54450;73;59;59;73
55550;48;62;62;48
56650;54;62;62;54
57750;37;36;36;37
58850;26;43;43;26
59950;41;26;26;41
61050;31;30;30;31
62150;27;26;26;27
63250;27;31;31;27
64350;19;12;12;19
65450;11;20;20;11
66550;11;12;12;11
67650;17;13;13;17
68750;16;11;11;16
69850;7;14;14;7
70950;9;16;16;9
72050;11;12;12;11
73150;6;7;7;6
74250;10;14;14;10
75350;15;12;12;15
76450;14;11;11;14
77550;14;14;14;14
78650;11;8;8;11
79750;13;12;12;13
80850;14;6;6;14
81950;14;15;15;14
83050;7;11;11;7
84150;19;13;13;19
85250;16;10;10;16
86350;12;13;13;12
87450;13;11;11;13
88550;18;11;11;18
89650;17;17;17;17
90750;14;6;6;14
91850;18;11;11;18
92950;13;10;10;13
94050;14;19;19;14
95150;11;13;13;11
96250;15;8;8;15
97350;17;10;10;17
98450;12;14;14;12
99550;17;8;8;17
